Date_Index,Price_Level
2016-09,268.9310240048563
2016-10,1110.000644589814
2016-11,1377.250005111268
2016-12,1725.765152956724
2017-01,4079.3517369642955
2017-02,8696.953448395709
2017-03,12572.158021837446
2017-04,13387.71779340142
2017-05,12623.364171261086
2017-06,12650.871420031164
2017-07,21118.920836066907
2017-08,21587.43697419379
2017-09,21392.393013312165
2017-10,21214.427884748973
2017-11,20542.962843221892
2017-12,20460.313342420934
2018-01,20263.272512012143
2018-02,19930.151922358902
2018-03,19967.07364007301
2018-04,19980.98228432087
2018-05,19878.060912137265
2018-06,19562.03583662107
2018-07,19207.444486690507
2018-08,19168.25450426016
2018-09,19153.315961860157
2018-10,19113.302156660156
2018-11,19074.07536602382
2018-12,19044.547439223817
2019-01,18970.707204023816
2019-02,19009.46004143262
2019-03,19177.55636674171
2019-04,19228.35683066171
2019-05,19278.901537141708
2019-06,19321.59977236571
2019-07,19401.70892348691
2019-08,20271.03296031725
2019-09,20268.73507071725
2019-10,19981.46912234445
2019-11,20155.87959387409
2019-12,20143.70518107409
2020-01,20162.03830107409
2020-02,20204.04390427409
2020-03,20185.44699067409
2020-04,26537.89307564406
2020-05,26842.71061244406
2020-06,23579.09075054308
2020-07,23729.204933785462
2020-08,23570.953808185495
2020-09,28841.58826377254
2020-10,28885.203910851233
2020-11,28993.177723119836
2020-12,28990.095415119835
2021-01,29047.210894661235
2021-02,29055.525907347033
2021-03,53071.515158222755
2021-04,68377.53556623826
2021-05,78729.74174753625
2021-06,75057.5158786581
2021-07,103620.00271563217
2021-08,339352.0680434638
2021-09,619649.1998933305
2021-10,669529.0380311233
2021-11,992638.1078986501
2021-12,995635.5697497041
2022-01,1069904.059472692
2022-02,1065486.1377192617
2022-03,1056994.6626884276
2022-04,1067228.5732819529
2022-05,1068921.644176957
2022-06,1067306.5801920902
