,Name,gini
63,JIHANWU,0.509
64,JOELOONEYBIN,0.562
65,JONSNOWPEPE,0.578
66,JUDYPEPE,0.548
67,KARTANDPEPE,0.656
68,KEKET,0.422
69,KOJIPEPE,0.417
70,LIGHTITON,0.269
71,LIKEPEPEBRO,0.288
72,LISKPPAPPEPE,0.425
73,LOVEPEPETATO,0.495
74,LOWRIDERPEPE,0.517
75,LUPEPEN,0.387
76,MARVINPEPE,0.27
77,MISSTURNPEPE,0.644
78,MONALISAPEPE,0.158
79,MONTYPEPE,0.538
80,MOONPEPESUN,0.537
81,MORPHEUSPEPE,0.103
82,MRPOTATOPEPE,0.458
83,MTPEPEMORE,0.503
84,MURICAPEPE,0.646
85,NAMIDAPEPE,0.759
86,NEONPEPE,0.474
87,NOFUCKSPUTIN,0.0
88,OPTIMUSPEPE,0.165
89,PAPILLON,0.326
90,PAWNTHELAMBO,0.505
91,PENNYPEPE,0.528
92,PENPEN,0.437
93,PEPA,0.631
94,PEPCASSO,0.325
95,PEPEAKI,0.459
96,PEPEANDROID,0.595
97,PEPEASSANGE,0.454
98,PEPEASTRO,0.588
99,PEPEBANG,0.515
100,PEPEBEEFTAXI,0.451
101,PEPEBREEDER,0.175
102,PEPEBURGUNDY,0.41
103,PEPEBUSHIDO,0.427
104,PEPECAKEK,0.548
105,PEPECARNIVAL,0.57
106,PEPECART,0.451
107,PEPECASTRO,0.474
108,PEPECENT,0.499
109,PEPECLOCK,0.372
110,PEPECOURAGE,0.451
111,PEPECRYSTAL,0.626
112,PEPEDINHO,0.564
113,PEPEDRINO,0.548
114,PEPEEVO,0.397
115,PEPEFALLOUT,0.24
116,PEPEFETT,0.588
117,PEPEFUYU,0.512
118,PEPEGIANT,0.266
119,PEPEGOAT,0.352
120,PEPEGUN,0.522
121,PEPEHAND,0.479
122,PEPEHARU,0.415
123,PEPEHEFNER,0.571
124,PEPEHORROR,0.602
125,PEPEJAPAN,0.308
126,PEPEJOSE,0.51
127,PEPEKART,0.642
128,PEPEKEN,0.405
129,PEPEKONGBIGM,0.6
130,PEPELAMA,0.459
131,PEPELEPEW,0.41
132,PEPELLUM,0.707
133,PEPELOCATION,0.599
134,PEPELVSD,0.39
135,PEPEMONTOYA,0.688
136,PEPEMOVIE,0.54
137,PEPENAUT,0.554
138,PEPENNATOR,0.462
139,PEPENUMA,0.485
140,PEPEOLDCHAP,0.366
141,PEPEOROCHI,0.733
142,PEPEPEACE,0.508
143,PEPEPEANUTS,0.509
144,PEPEPEARL,0.303
145,PEPEPENPEN,0.484
146,PEPEPHONEHOM,0.401
147,PEPEPOOR,0.579
148,PEPEPOPE,0.076
149,PEPERARE,0.227
150,PEPEREME,0.624
151,PEPERIDER,0.675
152,PEPERMIND,0.406
153,PEPEROSS,0.132
154,PEPESCAVHUNT,0.499
155,PEPESHIRT,0.658
156,PEPESMURF,0.311
157,PEPESPINNER,0.517
158,PEPESPLANET,0.407
159,PEPESQRPANTS,0.638
160,PEPESSANGE,0.434
161,PEPETAR,0.596
162,PEPETARO,0.469
163,PEPETHEFIRST,0.682
164,PEPETOBI,0.369
165,PEPETRADER,0.388
166,PEPETUNADE,0.666
167,PEPEUBU,0.375
168,PEPEVIAGRA,0.117
169,PEPEVOLUTION,0.368
170,PEPEVOORHEES,0.564
171,PEPEWOMAN,0.469
172,PEPEWORLDCUP,0.587
173,PEPONG,0.504
174,PEROCHI,0.49
175,PHEONIXPEPE,0.399
176,PICASSOPEPE,0.801
177,PRINCESSPEPE,0.607
178,PRIVATEPEPE,0.652
179,PROOFOFPEPE,0.517
180,PUREGOLDPEPE,0.65
181,PUREPEPE,0.38
182,PUTINPEPE,0.0
183,RAOULDUKEPEP,0.55
184,RARECOINMEME,0.062
185,RAREQUEEM,0.611
186,RELATEPEPE,0.39
187,RELAXPEPE,0.301
188,REPOPEPE,0.593
189,REYPEPE,0.603
190,ROLLINGPEPE,0.372
191,RPEPEARMANDO,0.697
192,SALTANDPEPE,0.626
193,SANPOPEPE,0.574
194,SECURITYPEPE,0.298
195,SHIALEBPEPE,0.324
196,SHININGPEPE,0.452
197,SONICPEPE,0.507
198,SPIRITPEPE,0.546
199,STACYPEPE,0.402
200,TAKOPEPE,0.56
201,TENPINPUTIN,0.0
202,THEARCHIPEPE,0.433
203,THENEWYORKEK,0.723
204,TIMEPEPE,0.238
205,TROUTPEPE,0.428
206,UKIPEPE,0.355
207,UNLUCKYPEPE,0.915
208,VOLDEPEPE,0.635
209,WALLPEPE,0.55
210,WANTEDPEPE,0.565
211,WEAREALLPEPE,0.295
212,WHOAPEPE,0.439
213,ZEROWINGPEPE,0.112
