,Price_Level,Date_Index
118,1.365,2019-06
119,1.365,2019-07
120,1.365,2019-08
121,1.365,2019-09
122,1.365,2019-10
123,1.365,2019-11
124,1.365,2019-12
125,1.365,2020-01
126,1.365,2020-02
127,1.365,2020-03
128,1.365,2020-04
129,1.365,2020-05
130,1.365,2020-06
131,1.365,2020-07
132,1.365,2020-08
133,1.365,2020-09
134,1.365,2020-10
135,1.365,2020-11
136,1.365,2020-12
137,1.365,2021-01
138,1.365,2021-02
139,11.804333333333334,2021-03
140,11.804333333333334,2021-04
141,11.804333333333334,2021-05
142,11.804333333333334,2021-06
143,10.8815,2021-07
144,29.87966153846154,2021-08
145,80.17890865352942,2021-09
146,36.4,2021-10
147,36.4,2021-11
148,36.4,2021-12
149,36.4,2022-01
150,36.4,2022-02
151,36.4,2022-03
152,36.4,2022-04
153,36.4,2022-05
154,0.0,2016-01
155,0.0,2016-02
156,0.0,2016-03
157,0.0,2016-04
158,0.0,2016-05
159,0.0,2016-06
160,0.0,2016-07
161,0.0,2016-08
162,0.0,2016-09
163,0.0,2016-10
164,0.0,2016-11
165,0.0,2016-12
166,0.0,2017-01
167,1.638,2017-02
168,1.638,2017-03
169,1.638,2017-04
170,1.638,2017-05
171,1.638,2017-06
172,2.73,2017-07
173,2.73,2017-08
174,2.73,2017-09
175,2.73,2017-10
176,2.73,2017-11
177,2.73,2017-12
178,2.73,2018-01
179,2.73,2018-02
180,1.092,2018-03
181,1.092,2018-04
182,1.092,2018-05
183,1.092,2018-06
184,0.819,2018-07
185,0.819,2018-08
186,0.819,2018-09
187,0.819,2018-10
188,0.819,2018-11
189,0.819,2018-12
190,0.819,2019-01
191,0.819,2019-02
192,0.819,2019-03
193,0.819,2019-04
194,0.819,2019-05
195,0.819,2019-06
196,0.819,2019-07
197,0.819,2019-08
198,0.819,2019-09
199,0.819,2019-10
200,0.819,2019-11
201,0.819,2019-12
202,0.819,2020-01
203,0.819,2020-02
204,0.819,2020-03
205,21.763,2020-04
206,21.763,2020-05
207,21.763,2020-06
208,21.763,2020-07
209,21.763,2020-08
210,21.763,2020-09
211,21.763,2020-10
212,21.763,2020-11
213,21.763,2020-12
214,21.763,2021-01
215,21.763,2021-02
216,21.763,2021-03
217,40.95,2021-04
218,40.95,2021-05
219,54.6,2021-06
220,40.95,2021-07
221,40.95,2021-08
222,67.942875,2021-09
223,76.44,2021-10
224,95.55,2021-11
225,102.83,2021-12
226,106.16666666515,2022-01
227,106.16666666515,2022-02
228,106.16666666515,2022-03
229,106.16666666515,2022-04
230,106.16666666515,2022-05
231,0.0,2016-01
232,0.0,2016-02
233,0.0,2016-03
234,0.0,2016-04
235,0.0,2016-05
236,0.0,2016-06
237,0.0,2016-07
238,0.0,2016-08
239,0.0,2016-09
240,0.0,2016-10
241,0.0,2016-11
242,0.0,2016-12
243,0.0,2017-01
244,0.0,2017-02
245,0.0,2017-03
246,0.0,2017-04
247,0.0,2017-05
248,0.0,2017-06
249,0.0,2017-07
250,0.0,2017-08
251,0.0,2017-09
252,0.0,2017-10
253,0.0,2017-11
254,0.0,2017-12
255,0.0,2018-01
256,0.819,2018-02
257,0.819,2018-03
258,0.819,2018-04
259,0.819,2018-05
260,0.819,2018-06
261,0.819,2018-07
262,0.819,2018-08
263,0.819,2018-09
264,0.819,2018-10
265,0.819,2018-11
266,0.819,2018-12
267,0.819,2019-01
268,0.819,2019-02
269,0.819,2019-03
270,0.819,2019-04
271,0.819,2019-05
272,0.819,2019-06
273,0.819,2019-07
274,0.819,2019-08
275,0.819,2019-09
276,0.819,2019-10
277,0.819,2019-11
278,0.819,2019-12
279,0.819,2020-01
280,0.819,2020-02
281,0.819,2020-03
282,0.819,2020-04
283,0.819,2020-05
284,0.819,2020-06
285,0.819,2020-07
286,0.819,2020-08
287,0.819,2020-09
288,0.819,2020-10
289,0.819,2020-11
290,0.819,2020-12
291,0.819,2021-01
292,0.819,2021-02
293,0.819,2021-03
294,0.819,2021-04
295,0.819,2021-05
296,0.819,2021-06
297,30.03,2021-07
298,59.371370000000006,2021-08
299,128.3731728279,2021-09
300,115.68375,2021-10
301,115.68375,2021-11
302,115.68375,2021-12
303,134.862,2022-01
304,180.18,2022-02
305,180.18,2022-03
306,180.18,2022-04
307,180.18,2022-05
308,0.0,2016-01
309,0.0,2016-02
310,0.0,2016-03
311,0.0,2016-04
312,0.0,2016-05
313,0.0,2016-06
314,0.0,2016-07
315,0.0,2016-08
316,0.0,2016-09
317,6.961499999999999,2016-10
318,6.961499999999999,2016-11
319,9.89625,2016-12
320,21.84,2017-01
321,21.84,2017-02
322,21.84,2017-03
323,21.84,2017-04
324,21.84,2017-05
325,270.27,2017-06
326,273.0,2017-07
327,273.0,2017-08
328,273.0,2017-09
329,273.0,2017-10
330,273.0,2017-11
331,273.0,2017-12
332,273.0,2018-01
333,273.0,2018-02
334,273.0,2018-03
335,273.0,2018-04
336,273.0,2018-05
337,273.0,2018-06
338,273.0,2018-07
339,273.0,2018-08
340,273.0,2018-09
341,273.0,2018-10
342,273.0,2018-11
343,273.0,2018-12
344,273.0,2019-01
345,273.0,2019-02
346,273.0,2019-03
347,273.0,2019-04
348,273.0,2019-05
349,273.0,2019-06
350,273.0,2019-07
351,273.0,2019-08
352,273.0,2019-09
353,273.0,2019-10
354,273.0,2019-11
355,273.0,2019-12
356,273.0,2020-01
357,273.0,2020-02
358,273.0,2020-03
359,273.0,2020-04
360,273.0,2020-05
361,273.0,2020-06
362,273.0,2020-07
363,273.0,2020-08
364,273.0,2020-09
365,273.0,2020-10
366,273.0,2020-11
367,273.0,2020-12
368,273.0,2021-01
369,273.0,2021-02
370,273.0,2021-03
371,273.0,2021-04
372,273.0,2021-05
373,273.0,2021-06
374,3264.45,2021-07
375,3264.45,2021-08
376,3264.45,2021-09
377,3264.45,2021-10
378,3264.45,2021-11
379,3264.45,2021-12
380,3264.45,2022-01
381,13650.0,2022-02
382,13650.0,2022-03
383,13650.0,2022-04
384,13650.0,2022-05
385,0.0,2016-01
386,0.0,2016-02
387,0.0,2016-03
388,0.0,2016-04
389,0.0,2016-05
390,0.0,2016-06
391,0.0,2016-07
392,0.0,2016-08
393,0.0,2016-09
394,0.0,2016-10
395,0.0,2016-11
396,0.0,2016-12
397,0.0,2017-01
398,0.0,2017-02
399,0.0,2017-03
400,0.0,2017-04
401,0.0,2017-05
402,0.0,2017-06
403,0.0,2017-07
404,0.0,2017-08
405,0.0,2017-09
406,0.0,2017-10
407,0.0,2017-11
408,0.0,2017-12
409,0.0,2018-01
410,4.095,2018-02
411,4.095,2018-03
412,4.095,2018-04
413,4.095,2018-05
414,4.095,2018-06
415,4.095,2018-07
416,4.095,2018-08
417,4.095,2018-09
418,4.095,2018-10
419,4.095,2018-11
420,4.095,2018-12
421,4.095,2019-01
422,4.095,2019-02
423,4.095,2019-03
424,4.095,2019-04
425,4.095,2019-05
426,4.095,2019-06
427,4.095,2019-07
428,4.095,2019-08
429,4.095,2019-09
430,4.095,2019-10
431,4.095,2019-11
432,4.095,2019-12
433,4.095,2020-01
434,4.095,2020-02
435,4.095,2020-03
436,4.095,2020-04
437,4.095,2020-05
438,4.095,2020-06
439,4.095,2020-07
440,4.095,2020-08
441,4.095,2020-09
442,4.095,2020-10
443,4.095,2020-11
444,4.095,2020-12
445,4.095,2021-01
446,4.095,2021-02
447,19.521525728249998,2021-03
448,19.521525728249998,2021-04
449,19.521525728249998,2021-05
450,19.521525728249998,2021-06
451,47.775000000000006,2021-07
452,61.879999999999995,2021-08
453,95.55000000000001,2021-09
454,114.66,2021-10
455,114.66,2021-11
456,122.85,2021-12
457,170.625,2022-01
458,170.625,2022-02
459,122.85,2022-03
460,150.15,2022-04
461,150.15,2022-05
462,0.0,2016-01
463,0.0,2016-02
464,0.0,2016-03
465,0.0,2016-04
466,0.0,2016-05
467,0.0,2016-06
468,0.0,2016-07
469,0.0,2016-08
470,0.0,2016-09
471,0.0,2016-10
472,0.0,2016-11
473,0.0,2016-12
474,0.0,2017-01
475,0.0,2017-02
476,0.0,2017-03
477,0.0,2017-04
478,0.0,2017-05
479,0.0,2017-06
480,0.0,2017-07
481,0.0,2017-08
482,0.0,2017-09
483,0.0,2017-10
484,0.0,2017-11
485,0.0,2017-12
486,0.0,2018-01
487,0.0,2018-02
488,0.0,2018-03
489,0.0,2018-04
490,0.0,2018-05
491,0.0,2018-06
492,0.0,2018-07
493,0.0,2018-08
494,0.0,2018-09
495,0.0,2018-10
496,0.0,2018-11
497,0.0,2018-12
498,0.0,2019-01
499,0.0,2019-02
500,0.0,2019-03
501,0.0,2019-04
502,0.0,2019-05
503,0.0,2019-06
504,0.0,2019-07
505,0.0,2019-08
506,0.0,2019-09
507,0.0,2019-10
508,0.0,2019-11
509,0.0,2019-12
510,0.0,2020-01
511,0.0,2020-02
512,0.0,2020-03
513,0.0,2020-04
514,0.0,2020-05
515,0.0,2020-06
516,0.0,2020-07
517,0.0,2020-08
518,0.0,2020-09
519,0.0,2020-10
520,0.0,2020-11
521,0.0,2020-12
522,0.0,2021-01
523,0.0,2021-02
524,0.0,2021-03
525,0.0,2021-04
526,0.0,2021-05
527,0.0,2021-06
528,13.65,2021-07
529,13.65,2021-08
530,185.64,2021-09
531,185.64,2021-10
532,185.64,2021-11
533,185.64,2021-12
534,185.64,2022-01
535,185.64,2022-02
536,185.64,2022-03
537,363.09,2022-04
538,363.09,2022-05
539,0.0,2016-01
540,0.0,2016-02
541,0.0,2016-03
542,0.0,2016-04
543,0.0,2016-05
544,0.0,2016-06
545,0.0,2016-07
546,0.0,2016-08
547,7.598499999999999,2016-09
548,7.553000000000001,2016-10
549,7.553000000000001,2016-11
550,35.49,2016-12
551,32.76,2017-01
552,81.9,2017-02
553,81.9,2017-03
554,109.2,2017-04
555,109.2,2017-05
556,109.2,2017-06
557,109.2,2017-07
558,109.2,2017-08
559,109.2,2017-09
560,109.2,2017-10
561,109.2,2017-11
562,109.2,2017-12
563,109.2,2018-01
564,109.2,2018-02
565,109.2,2018-03
566,109.2,2018-04
567,109.2,2018-05
568,109.2,2018-06
569,109.2,2018-07
570,109.2,2018-08
571,109.2,2018-09
572,109.2,2018-10
573,109.2,2018-11
574,109.2,2018-12
575,109.2,2019-01
576,109.2,2019-02
577,109.2,2019-03
578,109.2,2019-04
579,109.2,2019-05
580,109.2,2019-06
581,109.2,2019-07
582,109.2,2019-08
583,109.2,2019-09
584,109.2,2019-10
585,109.2,2019-11
586,109.2,2019-12
587,109.2,2020-01
588,109.2,2020-02
589,109.2,2020-03
590,109.2,2020-04
591,109.2,2020-05
592,109.2,2020-06
593,109.2,2020-07
594,109.2,2020-08
595,109.2,2020-09
596,109.2,2020-10
597,109.2,2020-11
598,109.2,2020-12
599,109.2,2021-01
600,109.2,2021-02
601,109.2,2021-03
602,109.2,2021-04
603,109.2,2021-05
604,109.2,2021-06
605,109.2,2021-07
606,109.2,2021-08
607,682.5,2021-09
608,682.5,2021-10
609,682.5,2021-11
610,682.5,2021-12
611,682.5,2022-01
612,682.5,2022-02
613,682.5,2022-03
614,682.5,2022-04
615,682.5,2022-05
616,0.0,2016-01
617,0.0,2016-02
618,0.0,2016-03
619,0.0,2016-04
620,0.0,2016-05
621,0.0,2016-06
622,0.0,2016-07
623,0.0,2016-08
624,0.0,2016-09
625,0.0,2016-10
626,0.0,2016-11
627,0.0,2016-12
628,0.0,2017-01
629,0.0,2017-02
630,0.0,2017-03
631,0.0,2017-04
632,0.0,2017-05
633,0.0,2017-06
634,0.0,2017-07
635,0.0,2017-08
636,0.0,2017-09
637,0.0,2017-10
638,0.0,2017-11
639,0.0,2017-12
640,0.0,2018-01
641,0.0,2018-02
642,4.9868,2018-03
643,4.9868,2018-04
644,4.9868,2018-05
645,4.9868,2018-06
646,4.9868,2018-07
647,4.9868,2018-08
648,4.9868,2018-09
649,4.9868,2018-10
650,4.9868,2018-11
651,4.9868,2018-12
652,4.9868,2019-01
653,4.9868,2019-02
654,4.9868,2019-03
655,4.9868,2019-04
656,4.9868,2019-05
657,4.9868,2019-06
658,4.9868,2019-07
659,4.9868,2019-08
660,4.9868,2019-09
661,4.9868,2019-10
662,4.9868,2019-11
663,4.9868,2019-12
664,4.9868,2020-01
665,4.9868,2020-02
666,4.9868,2020-03
667,4.9868,2020-04
668,4.9868,2020-05
669,4.9868,2020-06
670,4.9868,2020-07
671,4.9868,2020-08
672,4.9868,2020-09
673,4.9868,2020-10
674,4.9868,2020-11
675,4.9868,2020-12
676,4.9868,2021-01
677,4.9868,2021-02
678,136.5,2021-03
679,136.5,2021-04
680,136.5,2021-05
681,136.5,2021-06
682,136.5,2021-07
683,150.15,2021-08
684,204.75,2021-09
685,204.75,2021-10
686,191.1,2021-11
687,191.1,2021-12
688,245.7,2022-01
689,245.7,2022-02
690,136.5,2022-03
691,136.5,2022-04
692,177.45,2022-05
693,0.0,2016-01
694,0.0,2016-02
695,0.0,2016-03
696,0.0,2016-04
697,0.0,2016-05
698,0.0,2016-06
699,0.0,2016-07
700,0.0,2016-08
701,0.0,2016-09
702,0.0,2016-10
703,0.0,2016-11
704,0.0,2016-12
705,10.647,2017-01
706,10.647,2017-02
707,10.647,2017-03
708,10.647,2017-04
709,10.647,2017-05
710,10.647,2017-06
711,10.647,2017-07
712,10.647,2017-08
713,10.647,2017-09
714,10.647,2017-10
715,10.647,2017-11
716,8.19,2017-12
717,8.19,2018-01
718,8.19,2018-02
719,8.19,2018-03
720,8.19,2018-04
721,8.19,2018-05
722,8.19,2018-06
723,9.6915,2018-07
724,9.6915,2018-08
725,9.6915,2018-09
726,9.6915,2018-10
727,9.6915,2018-11
728,9.6915,2018-12
729,9.6915,2019-01
730,9.6915,2019-02
731,9.6915,2019-03
732,9.6915,2019-04
733,9.6915,2019-05
734,9.6915,2019-06
735,9.6915,2019-07
736,9.6915,2019-08
737,9.6915,2019-09
738,9.6915,2019-10
739,9.6915,2019-11
740,9.6915,2019-12
741,9.6915,2020-01
742,9.6915,2020-02
743,9.6915,2020-03
744,9.6915,2020-04
745,9.6915,2020-05
746,9.6915,2020-06
747,9.6915,2020-07
748,9.6915,2020-08
749,9.6915,2020-09
750,9.6915,2020-10
751,9.6915,2020-11
752,9.6915,2020-12
753,9.6915,2021-01
754,9.6915,2021-02
755,26.51025491333333,2021-03
756,27.3,2021-04
757,27.3,2021-05
758,26.11538237,2021-06
759,26.11538237,2021-07
760,470.9247666666667,2021-08
761,346.02750000000003,2021-09
762,274.50149999999996,2021-10
763,530.90625,2021-11
764,327.6,2021-12
765,327.6,2022-01
766,327.6,2022-02
767,327.6,2022-03
768,232.05,2022-04
769,232.05,2022-05
770,0.0,2016-01
771,0.0,2016-02
772,0.0,2016-03
773,0.0,2016-04
774,0.0,2016-05
775,0.0,2016-06
776,0.0,2016-07
777,0.0,2016-08
778,0.0,2016-09
779,0.0,2016-10
780,0.0,2016-11
781,0.0,2016-12
782,0.0,2017-01
783,0.0,2017-02
784,0.0,2017-03
785,0.0,2017-04
786,0.0,2017-05
787,0.0,2017-06
788,0.0,2017-07
789,1.911,2017-08
790,1.911,2017-09
791,1.911,2017-10
792,1.911,2017-11
793,1.911,2017-12
794,1.911,2018-01
795,1.911,2018-02
796,1.911,2018-03
797,1.911,2018-04
798,1.911,2018-05
799,1.911,2018-06
800,1.911,2018-07
801,1.911,2018-08
802,1.911,2018-09
803,1.911,2018-10
804,1.911,2018-11
805,1.911,2018-12
806,1.911,2019-01
807,1.911,2019-02
808,1.911,2019-03
809,1.911,2019-04
810,1.911,2019-05
811,1.911,2019-06
812,1.911,2019-07
813,1.911,2019-08
814,1.911,2019-09
815,1.911,2019-10
816,1.911,2019-11
817,1.911,2019-12
818,1.911,2020-01
819,1.911,2020-02
820,1.911,2020-03
821,1.911,2020-04
822,1.911,2020-05
823,1.911,2020-06
824,1.911,2020-07
825,1.911,2020-08
826,1.911,2020-09
827,1.911,2020-10
828,1.911,2020-11
829,1.911,2020-12
830,1.911,2021-01
831,1.911,2021-02
832,21.84,2021-03
833,21.84,2021-04
834,21.84,2021-05
835,21.84,2021-06
836,16.38,2021-07
837,85.76400000000001,2021-08
838,40.95,2021-09
839,40.95,2021-10
840,49.14,2021-11
841,49.14,2021-12
842,46.410000000000004,2022-01
843,20.475,2022-02
844,20.475,2022-03
845,20.475,2022-04
846,20.475,2022-05
847,0.0,2016-01
848,0.0,2016-02
849,0.0,2016-03
850,0.0,2016-04
851,0.0,2016-05
852,0.0,2016-06
853,0.0,2016-07
854,0.0,2016-08
855,0.0,2016-09
856,0.0,2016-10
857,0.0,2016-11
858,0.0,2016-12
859,0.0,2017-01
860,0.0,2017-02
861,0.0,2017-03
862,0.0,2017-04
863,0.0,2017-05
864,0.0,2017-06
865,2.73,2017-07
866,2.73,2017-08
867,2.73,2017-09
868,2.73,2017-10
869,2.73,2017-11
870,2.73,2017-12
871,2.73,2018-01
872,2.1294,2018-02
873,2.1294,2018-03
874,2.1294,2018-04
875,2.1294,2018-05
876,2.1294,2018-06
877,2.1294,2018-07
878,2.1294,2018-08
879,2.1294,2018-09
880,2.1294,2018-10
881,2.1294,2018-11
882,2.1294,2018-12
883,2.1294,2019-01
884,2.1294,2019-02
885,2.1294,2019-03
886,2.1294,2019-04
887,2.1294,2019-05
888,2.1294,2019-06
889,2.1294,2019-07
890,2.1294,2019-08
891,2.1294,2019-09
892,2.1294,2019-10
893,2.1294,2019-11
894,2.1294,2019-12
895,2.1294,2020-01
896,2.1294,2020-02
897,2.1294,2020-03
898,2.1294,2020-04
899,2.1294,2020-05
900,2.1294,2020-06
901,2.1294,2020-07
902,2.1294,2020-08
903,2.1294,2020-09
904,2.1294,2020-10
905,2.1294,2020-11
906,2.1294,2020-12
907,2.1294,2021-01
908,2.1294,2021-02
909,2.1294,2021-03
910,2.1294,2021-04
911,2.1294,2021-05
912,2.1294,2021-06
913,13.05758237,2021-07
914,20.6339,2021-08
915,52.962442105263165,2021-09
916,52.962442105263165,2021-10
917,30.03,2021-11
918,30.03,2021-12
919,30.03,2022-01
920,30.03,2022-02
921,38.22,2022-03
922,38.22,2022-04
923,38.22,2022-05
924,0.0,2016-01
925,0.0,2016-02
926,0.0,2016-03
927,0.0,2016-04
928,0.0,2016-05
929,0.0,2016-06
930,0.0,2016-07
931,0.0,2016-08
932,0.0,2016-09
933,1.16025,2016-10
934,4.095,2016-11
935,4.095,2016-12
936,8.19,2017-01
937,8.19,2017-02
938,8.19,2017-03
939,8.19,2017-04
940,8.19,2017-05
941,8.19,2017-06
942,8.19,2017-07
943,8.19,2017-08
944,8.19,2017-09
945,8.19,2017-10
946,8.19,2017-11
947,8.19,2017-12
948,8.19,2018-01
949,8.19,2018-02
950,8.19,2018-03
951,8.19,2018-04
952,8.19,2018-05
953,8.19,2018-06
954,8.19,2018-07
955,8.19,2018-08
956,8.19,2018-09
957,8.19,2018-10
958,8.19,2018-11
959,8.19,2018-12
960,8.19,2019-01
961,8.19,2019-02
962,8.19,2019-03
963,8.19,2019-04
964,8.19,2019-05
965,8.19,2019-06
966,8.19,2019-07
967,8.19,2019-08
968,8.19,2019-09
969,8.19,2019-10
970,8.19,2019-11
971,8.19,2019-12
972,8.19,2020-01
973,8.19,2020-02
974,8.19,2020-03
975,8.19,2020-04
976,8.19,2020-05
977,8.19,2020-06
978,8.19,2020-07
979,8.19,2020-08
980,8.19,2020-09
981,8.19,2020-10
982,8.19,2020-11
983,8.19,2020-12
984,8.19,2021-01
985,8.19,2021-02
986,8.19,2021-03
987,8.19,2021-04
988,8.19,2021-05
989,8.19,2021-06
990,682.5,2021-07
991,819.0,2021-08
992,341.25,2021-09
993,979.335,2021-10
994,409.5,2021-11
995,409.5,2021-12
996,409.5,2022-01
997,409.5,2022-02
998,761.705,2022-03
999,761.705,2022-04
1000,761.705,2022-05
1001,0.0,2016-01
1002,0.0,2016-02
1003,0.0,2016-03
1004,0.0,2016-04
1005,0.0,2016-05
1006,0.0,2016-06
1007,0.0,2016-07
1008,0.0,2016-08
1009,0.0,2016-09
1010,0.819,2016-10
1011,0.819,2016-11
1012,0.7985249999999999,2016-12
1013,2.4024,2017-01
1014,2.184,2017-02
1015,2.184,2017-03
1016,2.184,2017-04
1017,2.184,2017-05
1018,2.184,2017-06
1019,2.184,2017-07
1020,2.184,2017-08
1021,2.184,2017-09
1022,2.184,2017-10
1023,2.184,2017-11
1024,2.184,2017-12
1025,2.184,2018-01
1026,2.184,2018-02
1027,2.184,2018-03
1028,2.184,2018-04
1029,2.184,2018-05
1030,2.184,2018-06
1031,2.184,2018-07
1032,2.184,2018-08
1033,2.184,2018-09
1034,2.184,2018-10
1035,2.184,2018-11
1036,2.184,2018-12
1037,2.184,2019-01
1038,2.184,2019-02
1039,2.184,2019-03
1040,2.184,2019-04
1041,2.184,2019-05
1042,2.184,2019-06
1043,2.184,2019-07
1044,2.184,2019-08
1045,2.184,2019-09
1046,2.184,2019-10
1047,2.184,2019-11
1048,2.184,2019-12
1049,2.184,2020-01
1050,2.184,2020-02
1051,2.184,2020-03
1052,2.184,2020-04
1053,2.184,2020-05
1054,2.184,2020-06
1055,2.184,2020-07
1056,2.184,2020-08
1057,2.184,2020-09
1058,2.184,2020-10
1059,2.184,2020-11
1060,2.184,2020-12
1061,2.184,2021-01
1062,2.184,2021-02
1063,10.92,2021-03
1064,10.92,2021-04
1065,10.92,2021-05
1066,10.92,2021-06
1067,10.92,2021-07
1068,130.578,2021-08
1069,224.55125000000004,2021-09
1070,95.55,2021-10
1071,95.55,2021-11
1072,95.55,2021-12
1073,95.55,2022-01
1074,95.55,2022-02
1075,95.55,2022-03
1076,161.07,2022-04
1077,161.07,2022-05
1078,0.0,2016-01
1079,0.0,2016-02
1080,0.0,2016-03
1081,0.0,2016-04
1082,0.0,2016-05
1083,0.0,2016-06
1084,0.0,2016-07
1085,0.0,2016-08
1086,0.0,2016-09
1087,0.0,2016-10
1088,0.0,2016-11
1089,0.0,2016-12
1090,0.0,2017-01
1091,0.0,2017-02
1092,0.0,2017-03
1093,0.0,2017-04
1094,0.0,2017-05
1095,0.0,2017-06
1096,0.0,2017-07
1097,0.0,2017-08
1098,0.0,2017-09
1099,0.0,2017-10
1100,0.0,2017-11
1101,0.0,2017-12
1102,0.0,2018-01
1103,0.0,2018-02
1104,0.0,2018-03
1105,0.0,2018-04
1106,0.0,2018-05
1107,0.0,2018-06
1108,0.0,2018-07
1109,0.0,2018-08
1110,0.0,2018-09
1111,0.0,2018-10
1112,0.0,2018-11
1113,0.0,2018-12
1114,0.0,2019-01
1115,0.0,2019-02
1116,0.0,2019-03
1117,0.0,2019-04
1118,0.0,2019-05
1119,0.0,2019-06
1120,0.0,2019-07
1121,0.0,2019-08
1122,0.0,2019-09
1123,0.0,2019-10
1124,0.0,2019-11
1125,0.0,2019-12
1126,0.0,2020-01
1127,0.0,2020-02
1128,0.0,2020-03
1129,0.0,2020-04
1130,0.0,2020-05
1131,0.0,2020-06
1132,0.0,2020-07
1133,0.0,2020-08
1134,0.0,2020-09
1135,0.0,2020-10
1136,0.0,2020-11
1137,0.0,2020-12
1138,0.0,2021-01
1139,0.0,2021-02
1140,0.0,2021-03
1141,0.0,2021-04
1142,0.0,2021-05
1143,0.0,2021-06
1144,0.0,2021-07
1145,42.9,2021-08
1146,150.15,2021-09
1147,150.15,2021-10
1148,150.15,2021-11
1149,26.54166666666667,2021-12
1150,50.050000000000004,2022-01
1151,76.44,2022-02
1152,76.44,2022-03
1153,76.44,2022-04
1154,76.44,2022-05
1155,0.0,2016-01
1156,0.0,2016-02
1157,0.0,2016-03
1158,0.0,2016-04
1159,0.0,2016-05
1160,0.0,2016-06
1161,0.0,2016-07
1162,0.0,2016-08
1163,0.0,2016-09
1164,0.0,2016-10
1165,1.2285000000000001,2016-11
1166,1.740375,2016-12
1167,2.90745,2017-01
1168,2.90745,2017-02
1169,2.90745,2017-03
1170,2.90745,2017-04
1171,2.90745,2017-05
1172,2.90745,2017-06
1173,13.65,2017-07
1174,13.65,2017-08
1175,13.65,2017-09
1176,13.65,2017-10
1177,13.65,2017-11
1178,13.65,2017-12
1179,13.65,2018-01
1180,13.65,2018-02
1181,13.65,2018-03
1182,13.65,2018-04
1183,13.65,2018-05
1184,13.65,2018-06
1185,13.65,2018-07
1186,13.65,2018-08
1187,13.65,2018-09
1188,13.65,2018-10
1189,13.65,2018-11
1190,13.65,2018-12
1191,13.65,2019-01
1192,13.65,2019-02
1193,13.65,2019-03
1194,13.65,2019-04
1195,13.65,2019-05
1196,13.65,2019-06
1197,13.65,2019-07
1198,13.65,2019-08
1199,13.65,2019-09
1200,13.65,2019-10
1201,13.65,2019-11
1202,13.65,2019-12
1203,13.65,2020-01
1204,13.65,2020-02
1205,13.65,2020-03
1206,13.65,2020-04
1207,13.65,2020-05
1208,13.65,2020-06
1209,13.65,2020-07
1210,13.65,2020-08
1211,13.65,2020-09
1212,13.65,2020-10
1213,13.65,2020-11
1214,13.65,2020-12
1215,13.65,2021-01
1216,13.65,2021-02
1217,13.65,2021-03
1218,13.65,2021-04
1219,13.65,2021-05
1220,13.65,2021-06
1221,13.65,2021-07
