,Name,gini
891,NAMIDAPEPE,0.759
892,DRUNKENPEPE,0.774
893,DEGENERPEPE,0.59
894,CUPIDPEPE,0.733
895,SAKURANIPEPE,0.807
896,PEPEFICRIM,0.552
897,NATIVEPEPETH,0.773
898,TALESPEPE,0.698
899,THUNDERPEPS,0.779
900,PEPEAFRIKA,0.714
901,PEPEAIR,0.762
902,TAKOPEPE,0.56
903,PEPESTORM,0.691
904,SEASIDEPEPE,0.776
905,TEMPURAPEPE,0.488
906,VINTAGEPEP,0.357
907,PEKMAN,0.407
908,PEPEBOUNTY,0.788
909,PEPECINDERS,0.782
910,PEPEDRYAD,0.779
911,PEPAPINUP,0.639
912,PEPEPET,0.731
913,MONEYPEPE,0.769
914,PEPEZONCARD,0.793
915,FROGBUS,0.697
916,PEPESAX,0.733
917,PEPEIMPOSER,0.623
918,PEPEMANTIS,0.772
919,PEPEKIDROBOT,0.863
920,PEPETIE,0.865
921,BEATPEPE,0.828
922,PEPEDUCK,0.787
923,KAWAPEPE,0.775
924,PEPELEGOMAN,0.896
925,YUMMYPEPE,0.899
926,PENIC,0.878
927,KINGYOPEPE,0.715
928,PEPEJERICHO,0.675
929,SUSUKINIPEPE,0.805
930,PEPEWORLDCUP,0.587
931,PEPESURFING,0.565
932,MASTERSPEPE,0.792
933,WORLDOFPEPE,0.562
934,FLYINGACEPEP,0.807
935,PSEUDOPEPE,0.641
936,CLOWNPEPE,0.772
937,PEPENIN,0.271
938,PEPEJPN,0.616
939,COLORPEPE,0.773
940,LILUPEPE,0.701
941,PEPEGETABLE,0.793
942,ENGLISHPEPE,0.568
943,MATSUNIPEPE,0.808
944,MAXPEPE,0.665
945,PEPEBANDICUT,0.706
946,PEPEDARKSIDE,0.387
947,PEPEFOREVER,0.725
948,PEPTARO,0.639
949,PROCESSPEPE,0.748
950,SELFPORTRAIT,0.0
951,PEPELINK,0.193
952,PEPECIGARS,0.683
953,PROPHECYPEPE,0.791
954,PEPEPUNKDOLL,0.821
955,CHINAPEPE,0.034
956,PEPERIKISHI,0.817
957,BETTYPEPE,0.66
958,PEPEBASS,0.731
959,PEPESCREAM,0.849
960,GTAPEP,0.541
961,KICKPEPE,0.799
962,PEPEXGALLERY,0.826
963,PUNCHPEPE,0.832
964,PEPEYIP,0.845
965,MANDARAPEPE,0.699
966,KEKANC,0.798
967,PEPEUN,0.58
968,GOLDGODPEPE,0.87
969,RARETEMPLATE,0.742
970,PEPEZAALBINO,0.293
971,PEPEAN,0.65
972,DOMPEPENON,0.537
973,PEPECLOKWORK,0.609
974,PEPESHIRT,0.658
975,JONSNOWPEPE,0.578
976,PEPEPEACE,0.508
977,PEPERAKUL,0.48
978,MRHANSEL,0.704
979,PEPEHEFNER,0.571
980,LONELYPEPE,0.661
981,MIKOPEPE,0.712
982,NINJAPEPE,0.792
983,PEPEIRI,0.724
984,PEPEWOMAN,0.469
985,GOODBYEPEPE,0.793
986,MONSTERPEPE,0.691
987,PEPETSAMURAI,0.72
988,PEPEIRON,0.792
989,PEPEBANG,0.515
990,SANDORPEPE,0.667
991,GANGPEPE,0.788
992,UNGAISOUTEN,0.631
993,CARTOONPEPE,0.539
994,PEPETE,0.682
995,PEPEARROW,0.76
996,KEKALITY,0.361
997,REAPERPEPE,0.779
998,HYPNOTIST,0.8
999,PEPMANIA,0.687
1000,BACKPAGEPEPE,0.0
1001,PEPENOMIST,0.806
1002,PEPETTER,0.745
1003,PEPEBRIEFS,0.767
1004,SATOSHIRARE,0.841
1005,PIRATESPEPES,0.87
1006,PEPEBRAIN,0.745
1007,DOTPEPE,0.818
1008,PEPEFORM,0.024
1009,VIRUSPEPE,0.684
1010,TRANSPOSE,0.691
1011,NAHUAL,0.0
1012,PEPEAKIBA,0.551
1013,PEPECAFFE,0.67
1014,SPACEMOUTH,0.602
1015,LIGHTITON,0.269
1016,CRYPTOPEPES,0.598
1017,THEPEPEHOFF,0.669
1018,PEPELOCATION,0.599
1019,SPADESPEPE,0.591
1020,UGANDANPEPE,0.55
1021,GROYPMAN,0.768
1022,PEPEHAWKING,0.61
1023,HODLERPEPE,0.701
1024,PEPENNATOR,0.462
1025,BULLSEYEPEPE,0.778
1026,JANDPEPE,0.739
1027,MMXVIII,0.794
1028,KEKOGGS,0.647
1029,GROYLEX,0.541
1030,HEARTSPEPE,0.587
1031,PEPECLOCK,0.372
1032,PEPEPEACOCK,0.566
1033,RAREGROYPER,0.781
1034,WEREWOLFKEK,0.723
1035,PEPETAXMAN,0.751
1036,PEPEWISHPERS,0.719
1037,PEPEWAY,0.571
1038,OUIJAPEPE,0.618
1039,INDIANAPEPE,0.653
1040,SHININGXPEPE,0.762
1041,NIGHTKINGPEP,0.786
1042,RAREPEGO,0.787
1043,KEKEVOLUTION,0.859
1044,PEPEDARWIN,0.826
1045,GROYPAUCTION,0.677
1046,JURASSICKEK,0.866
1047,CONSPIRATARD,0.829
1048,PEPEKK,0.906
1049,PEPEJ,0.904
1050,GROYPERMONKY,0.871
1051,POWH,
1052,ROCKETPEPE,0.386
1053,PEPEANGEL,0.0
1054,HORRORCOIN,0.68
1055,FLAMINPEPE,0.83
1056,KFPEPE,0.55
1057,PEPECAKEK,0.548
1058,PEPESINLOVE,0.725
1059,PEPEXMAS,0.666
1060,WITCHPEPE,0.665
1061,DIAMONDSPEPE,0.563
1062,LEIAORGAPEPE,0.486
1063,PAXOLOTL,0.717
1064,PEPEAMANIA,0.769
1065,PEPEFLIES,0.795
1066,PEPEPOST,0.78
1067,PIRATPEPE,0.63
1068,PEPEMICO,0.728
1069,BCCPEPE,0.669
1070,THENEWYORKEK,0.723
1071,BARBARIANPEP,0.457
1072,CLUBSPEPE,0.528
1073,ECLIPTICPEPE,0.691
1074,PEPEBOSCH,0.769
1075,PEPEKFC,0.648
1076,CERSEIPEPE,0.623
1077,HOODEDPEPE,0.466
1078,PSYCHICPEPE,0.687
1079,RARELEAGUE,0.755
1080,PEPEMNEMONIC,0.499
1081,SKULLPEPE,0.811
1082,MERMAIDPEPE,0.751
1083,PEPEMOJI,0.703
1084,PEPEPARIETAL,0.757
1085,PEPEOPOLIS,0.747
1086,PEPEPRAKEK,0.85
1087,SPACECOOKIE,0.812
1088,PEPEQQ,0.905
1089,EGGPLANTMKNY,0.855
1090,ONEEYEMONKEY,0.858
1091,PEPEROOTS,0.446
1092,TRAININGT,0.357
1093,SALVATORPEPE,0.7
1094,GROYONOMICON,0.778
1095,BADWISHES,0.628
1096,RAREQUEEM,0.611
1097,JUDYPEPE,0.548
1098,HODLPEPECASH,0.613
1099,PEPECAGE,0.708
1100,COBAINPEPE,0.265
1101,PEPEMIND,0.723
1102,PEPECART,0.451
1103,RAOULDUKEPEP,0.55
1104,WAYPEPE,0.609
1105,PEPEPRINT,0.798
1106,PEPETOBI,0.369
1107,CHUWAPEPE,0.708
1108,RAREINKONE,0.72
1109,PEPEHONGKONG,0.756
1110,PEPEVYPER,0.601
1111,BODYBACKPEPE,0.494
1112,MURASAKIPEPE,0.691
1113,PUFFPEPE,0.644
1114,MARGINED,0.724
1115,PEPEGRAFFITI,0.43
1116,FORKPEPE,0.708
1117,BABERUTHPEPE,0.634
1118,OROCHIPEPE,0.607
1119,ROADMAPEPE,0.817
1120,PEPEMUACK,0.693
1121,STORMYTRUMP,0.79
1122,KEKMONTECRLO,0.683
1123,KEKFURY,0.786
1124,FFFFFFFFFFFF,0.747
1125,PEPEAFRIKEK,0.81
1126,NATTYALPHA,0.834
1127,PEPEKUN,0.789
1128,CARLOSPEPE,0.865
1129,GROYPERDB,0.647
1130,PEPETRO,0.852
1131,BEAUTYPEPE,0.882
1132,PAJAMASPEPE,0.893
1133,HUCKAPEPE,0.435
1134,SAKURAPENPEN,0.076
1135,GROYAPEPE,0.659
1136,GIANCARLO,0.756
1137,CYBERPEP,0.653
1138,CAPEPELE,0.777
1139,SMALLRATPEPE,0.598
1140,PEPEUBU,0.375
1141,RARELEE,0.797
1142,PEPEOLDONE,0.725
1143,ILUMINATRARE,0.422
1144,GAMABUNTA,0.766
1145,NBAPEPE,0.575
1146,PEPEMERMAN,0.756
1147,PEPEDRINO,0.548
1148,PEPETAR,0.592
1149,CHERRYONTOP,0.599
1150,GAMBITPEPE,0.625
1151,GUNSNPEPES,0.439
1152,HARAKIRIPEPE,0.736
1153,PEPEDINHO,0.564
1154,YODAPEPE,0.598
1155,PEPERAREPEPE,0.712
1156,CRIMINALPEPE,0.439
1157,RARECARDDECK,0.637
1158,PEPEJACKSON,0.545
1159,XENOPEPE,0.451
1160,RAREPEPENOTE,0.771
1161,BATMANNPEPE,0.633
1162,ITPEPE,0.664
1163,CHECKPEPE,0.751
1164,EATEPEPE,0.786
1165,PEPEMASK,0.757
1166,PEPESKEK,0.836
1167,PINCHAN,0.821
1168,PEPECEZANNE,0.777
1169,PEPEBUZZ,0.681
1170,PEPESGYM,0.874
1171,JORDANPEPE,0.602
1172,KEKKETY,0.834
1173,MILLIONAIRPP,0.723
1174,PEPEJOCKER,0.902
1175,STONEPEPE,0.723
1176,RAREZOMBIE,0.563
1177,RAREPOTTER,0.668
1178,KYUDOPEPE,0.79
1179,PEBBLEE,0.726
1180,NOBUSHIPEPE,0.763
1181,PEPEDPOOL,0.797
1182,THEMASKRARE,0.74
1183,PEPENICTESLA,0.612
1184,PEPEFURIOUS,0.707
1185,PEPEGROYA,0.712
1186,PEPERELOADED,0.724
1187,RAREPITUFINA,0.49
1188,PEPEAVENGER,0.625
1189,PEPEACTION,0.48
1190,PEPENAUT,0.547
1191,PEPCASSO,0.325
1192,PEPEFARMER,0.731
1193,PEPENDRIX,0.746
1194,RANGOPEPE,0.615
1195,ZAZENPEPE,0.795
1196,PEPEELITE,0.722
1197,PENNYPEPE,0.528
1198,YODAPEP,0.639
1199,SPOCKPEPE,0.752
1200,SNOWMANPEPE,0.776
1201,SEDUSAPEP,0.648
1202,PEPEREME,0.624
1203,JOLIELEGPEPE,0.474
1204,PEPELIBRIUM,0.423
1205,WORLDPEPEHD,0.648
1206,KRUEGERPEPE,0.732
1207,TWOWEEKSPEPE,0.662
1208,PRISONERPEPE,0.816
1209,PYJAMASPEPE,0.813
1210,LILROCKETMAN,0.806
1211,UBUNTUPEPE,0.685
1212,MATRYOSHKAPP,0.82
1213,PEPALISA,0.085
1214,PEPEMIRO,0.776
1215,UNDEADPEPE,0.844
1216,KUNAIKEK,0.834
1217,PEPEADDICTS,0.711
1218,PEBAY,0.727
1219,OMEGAPEPE,0.115
1220,GENPEPE,0.644
1221,MOONPEPESUN,0.537
1222,PEPBOT,0.778
1223,FASHIONPEP,0.438
1224,PEPEGIANT,0.266
1225,KATPEPA,0.589
1226,ONSENPEPE,0.802
1227,KINGRINGPEPE,0.731
1228,HINAMATSURI,0.649
1229,PEPEBUSHIDO,0.427
1230,DAWNOTHEPEPE,0.482
1231,MUPEPETS,0.331
1232,PEPAGEISHA,0.607
1233,CAMPINGPEPE,0.815
1234,SPACEXPEPE,0.738
1235,PECATRINA,0.788
1236,MCGROYPER,0.77
1237,WITCHRARE,0.874
1238,PEPEBALLOON,0.792
1239,PEFUNGUS,0.848
1240,DELUXEPEPEHD,0.425
1241,PEPEFANTASY,0.893
