,Price_Level,Date_Index
118,276.0,2019-06
119,276.0,2019-07
120,276.0,2019-08
121,276.0,2019-09
122,276.0,2019-10
123,276.0,2019-11
124,276.0,2019-12
125,276.0,2020-01
126,276.0,2020-02
127,276.0,2020-03
128,276.0,2020-04
129,276.0,2020-05
130,276.0,2020-06
131,276.0,2020-07
132,276.0,2020-08
133,276.0,2020-09
134,276.0,2020-10
135,276.0,2020-11
136,276.0,2020-12
137,276.0,2021-01
138,276.0,2021-02
139,276.0,2021-03
140,276.0,2021-04
141,276.0,2021-05
142,276.0,2021-06
143,276.0,2021-07
144,276.0,2021-08
145,276.0,2021-09
146,276.0,2021-10
147,276.0,2021-11
148,276.0,2021-12
149,276.0,2022-01
150,276.0,2022-02
151,276.0,2022-03
152,276.0,2022-04
153,276.0,2022-05
154,0.0,2016-01
155,0.0,2016-02
156,0.0,2016-03
157,0.0,2016-04
158,0.0,2016-05
159,0.0,2016-06
160,0.0,2016-07
161,0.0,2016-08
162,94.7577,2016-09
163,165.6,2016-10
164,165.6,2016-11
165,165.6,2016-12
166,165.6,2017-01
167,165.6,2017-02
168,165.6,2017-03
169,165.6,2017-04
170,165.6,2017-05
171,165.6,2017-06
172,165.6,2017-07
173,165.6,2017-08
174,165.6,2017-09
175,165.6,2017-10
176,165.6,2017-11
177,165.6,2017-12
178,165.6,2018-01
179,165.6,2018-02
180,165.6,2018-03
181,165.6,2018-04
182,165.6,2018-05
183,165.6,2018-06
184,165.6,2018-07
185,165.6,2018-08
186,165.6,2018-09
187,165.6,2018-10
188,165.6,2018-11
189,165.6,2018-12
190,165.6,2019-01
191,165.6,2019-02
192,165.6,2019-03
193,165.6,2019-04
194,165.6,2019-05
195,165.6,2019-06
196,165.6,2019-07
197,165.6,2019-08
198,165.6,2019-09
199,165.6,2019-10
200,165.6,2019-11
201,165.6,2019-12
202,165.6,2020-01
203,165.6,2020-02
204,165.6,2020-03
205,165.6,2020-04
206,165.6,2020-05
207,165.6,2020-06
208,165.6,2020-07
209,165.6,2020-08
210,165.6,2020-09
211,165.6,2020-10
212,165.6,2020-11
213,165.6,2020-12
214,165.6,2021-01
215,165.6,2021-02
216,165.6,2021-03
217,165.6,2021-04
218,165.6,2021-05
219,165.6,2021-06
220,165.6,2021-07
221,165.6,2021-08
222,165.6,2021-09
223,165.6,2021-10
224,165.6,2021-11
225,165.6,2021-12
226,165.6,2022-01
227,165.6,2022-02
228,165.6,2022-03
229,165.6,2022-04
230,165.6,2022-05
231,0.0,2016-01
232,0.0,2016-02
233,0.0,2016-03
234,0.0,2016-04
235,0.0,2016-05
236,0.0,2016-06
237,0.0,2016-07
238,0.0,2016-08
239,18.01218461538462,2016-09
240,18.01218461538462,2016-10
241,18.01218461538462,2016-11
242,18.01218461538462,2016-12
243,55.2,2017-01
244,117.30000000000001,2017-02
245,117.30000000000001,2017-03
246,117.30000000000001,2017-04
247,117.30000000000001,2017-05
248,117.30000000000001,2017-06
249,117.30000000000001,2017-07
250,117.30000000000001,2017-08
251,117.30000000000001,2017-09
252,117.30000000000001,2017-10
253,117.30000000000001,2017-11
254,276.0,2017-12
255,276.0,2018-01
256,276.0,2018-02
257,276.0,2018-03
258,276.0,2018-04
259,276.0,2018-05
260,276.0,2018-06
261,276.0,2018-07
262,276.0,2018-08
263,276.0,2018-09
264,276.0,2018-10
265,276.0,2018-11
266,276.0,2018-12
267,276.0,2019-01
268,276.0,2019-02
269,276.0,2019-03
270,276.0,2019-04
271,276.0,2019-05
272,276.0,2019-06
273,276.0,2019-07
274,276.0,2019-08
275,276.0,2019-09
276,276.0,2019-10
277,276.0,2019-11
278,276.0,2019-12
279,276.0,2020-01
280,276.0,2020-02
281,276.0,2020-03
282,276.0,2020-04
283,276.0,2020-05
284,276.0,2020-06
285,276.0,2020-07
286,276.0,2020-08
287,276.0,2020-09
288,276.0,2020-10
289,276.0,2020-11
290,276.0,2020-12
291,276.0,2021-01
292,276.0,2021-02
293,276.0,2021-03
294,276.0,2021-04
295,276.0,2021-05
296,276.0,2021-06
297,276.0,2021-07
298,276.0,2021-08
299,276.0,2021-09
300,276.0,2021-10
301,44006.0,2021-11
302,44006.0,2021-12
303,44006.0,2022-01
304,44006.0,2022-02
305,44006.0,2022-03
306,44006.0,2022-04
307,44006.0,2022-05
308,0.0,2016-01
309,0.0,2016-02
310,0.0,2016-03
311,0.0,2016-04
312,0.0,2016-05
313,0.0,2016-06
314,0.0,2016-07
315,0.0,2016-08
316,9.22875,2016-09
317,35.88,2016-10
318,35.88,2016-11
319,35.88,2016-12
320,69.0,2017-01
321,81.696,2017-02
322,131.1,2017-03
323,131.1,2017-04
324,138.0,2017-05
325,138.0,2017-06
326,138.0,2017-07
327,138.0,2017-08
328,138.0,2017-09
329,138.0,2017-10
330,138.0,2017-11
331,138.0,2017-12
332,137.93845199999998,2018-01
333,137.93845199999998,2018-02
334,137.93845199999998,2018-03
335,137.93845199999998,2018-04
336,137.93845199999998,2018-05
337,137.93845199999998,2018-06
338,137.93845199999998,2018-07
339,137.93845199999998,2018-08
340,137.93845199999998,2018-09
341,137.93845199999998,2018-10
342,137.93845199999998,2018-11
343,137.93845199999998,2018-12
344,137.93845199999998,2019-01
345,137.93845199999998,2019-02
346,137.93845199999998,2019-03
347,137.93845199999998,2019-04
348,137.93845199999998,2019-05
349,137.93845199999998,2019-06
350,137.93845199999998,2019-07
351,137.93845199999998,2019-08
352,137.93845199999998,2019-09
353,137.93845199999998,2019-10
354,137.93845199999998,2019-11
355,137.93845199999998,2019-12
356,137.93845199999998,2020-01
357,137.93845199999998,2020-02
358,137.93845199999998,2020-03
359,137.93845199999998,2020-04
360,137.93845199999998,2020-05
361,137.93845199999998,2020-06
362,137.93845199999998,2020-07
363,137.93845199999998,2020-08
364,137.93845199999998,2020-09
365,137.93845199999998,2020-10
366,137.93845199999998,2020-11
367,137.93845199999998,2020-12
368,137.93845199999998,2021-01
369,137.93845199999998,2021-02
370,137.93845199999998,2021-03
371,137.93845199999998,2021-04
372,137.93845199999998,2021-05
373,137.93845199999998,2021-06
374,137.93845199999998,2021-07
375,137.93845199999998,2021-08
376,137.93845199999998,2021-09
377,137.93845199999998,2021-10
378,137.93845199999998,2021-11
379,137.93845199999998,2021-12
380,137.93845199999998,2022-01
381,137.93845199999998,2022-02
382,137.93845199999998,2022-03
383,137.93845199999998,2022-04
384,137.93845199999998,2022-05
385,0.0,2016-01
386,0.0,2016-02
387,0.0,2016-03
388,0.0,2016-04
389,0.0,2016-05
390,0.0,2016-06
391,0.0,2016-07
392,0.0,2016-08
393,14.73495,2016-09
394,19.26085714285714,2016-10
395,5.52,2016-11
396,5.52,2016-12
397,31.74,2017-01
398,69.0,2017-02
399,69.0,2017-03
400,69.0,2017-04
401,69.0,2017-05
402,69.0,2017-06
403,317.4,2017-07
404,317.4,2017-08
405,179.39999999999998,2017-09
406,179.39999999999998,2017-10
407,179.39999999999998,2017-11
408,165.6,2017-12
409,165.6,2018-01
410,165.6,2018-02
411,165.6,2018-03
412,165.6,2018-04
413,165.6,2018-05
414,165.6,2018-06
415,165.6,2018-07
416,165.6,2018-08
417,165.6,2018-09
418,165.6,2018-10
419,165.6,2018-11
420,165.6,2018-12
421,165.6,2019-01
422,165.6,2019-02
423,165.6,2019-03
424,165.6,2019-04
425,165.6,2019-05
426,165.6,2019-06
427,165.6,2019-07
428,165.6,2019-08
429,165.6,2019-09
430,165.6,2019-10
431,165.6,2019-11
432,165.6,2019-12
433,165.6,2020-01
434,165.6,2020-02
435,165.6,2020-03
436,165.6,2020-04
437,165.6,2020-05
438,165.6,2020-06
439,165.6,2020-07
440,165.6,2020-08
441,165.6,2020-09
442,165.6,2020-10
443,165.6,2020-11
444,165.6,2020-12
445,165.6,2021-01
446,165.6,2021-02
447,165.6,2021-03
448,165.6,2021-04
449,800.4,2021-05
450,800.4,2021-06
451,800.4,2021-07
452,800.4,2021-08
453,800.4,2021-09
454,800.4,2021-10
455,66009.0,2021-11
456,66009.0,2021-12
457,66009.0,2022-01
458,66009.0,2022-02
459,66009.0,2022-03
460,66009.0,2022-04
461,66009.0,2022-05
462,0.0,2016-01
463,0.0,2016-02
464,0.0,2016-03
465,0.0,2016-04
466,0.0,2016-05
467,0.0,2016-06
468,0.0,2016-07
469,0.0,2016-08
470,0.0,2016-09
471,11.04,2016-10
472,11.04,2016-11
473,11.04,2016-12
474,11.04,2017-01
475,115.92,2017-02
476,115.92,2017-03
477,115.92,2017-04
478,115.92,2017-05
479,115.92,2017-06
480,115.92,2017-07
481,99.36,2017-08
482,99.36,2017-09
483,99.36,2017-10
484,99.36,2017-11
485,99.36,2017-12
486,99.36,2018-01
487,99.36,2018-02
488,99.36,2018-03
489,99.36,2018-04
490,99.36,2018-05
491,99.36,2018-06
492,99.36,2018-07
493,99.36,2018-08
494,99.36,2018-09
495,99.36,2018-10
496,99.36,2018-11
497,99.36,2018-12
498,99.36,2019-01
499,99.36,2019-02
500,99.36,2019-03
501,99.36,2019-04
502,99.36,2019-05
503,99.36,2019-06
504,99.36,2019-07
505,99.36,2019-08
506,99.36,2019-09
507,99.36,2019-10
508,99.36,2019-11
509,99.36,2019-12
510,99.36,2020-01
511,99.36,2020-02
512,99.36,2020-03
513,99.36,2020-04
514,99.36,2020-05
515,99.36,2020-06
516,99.36,2020-07
517,99.36,2020-08
518,99.36,2020-09
519,99.36,2020-10
520,99.36,2020-11
521,99.36,2020-12
522,99.36,2021-01
523,99.36,2021-02
524,99.36,2021-03
525,99.36,2021-04
526,99.36,2021-05
527,99.36,2021-06
528,99.36,2021-07
529,99.36,2021-08
530,2760.0,2021-09
531,2760.0,2021-10
532,2760.0,2021-11
533,2760.0,2021-12
534,2760.0,2022-01
535,2760.0,2022-02
536,2760.0,2022-03
537,2760.0,2022-04
538,2760.0,2022-05
539,0.0,2016-01
540,0.0,2016-02
541,0.0,2016-03
542,0.0,2016-04
543,0.0,2016-05
544,0.0,2016-06
545,0.0,2016-07
546,0.0,2016-08
547,7.6819999999999995,2016-09
548,15.64,2016-10
549,15.64,2016-11
550,27.6,2016-12
551,33.12,2017-01
552,33.12,2017-02
553,33.12,2017-03
554,33.12,2017-04
555,33.12,2017-05
556,33.12,2017-06
557,33.12,2017-07
558,33.12,2017-08
559,33.12,2017-09
560,33.12,2017-10
561,33.12,2017-11
562,33.12,2017-12
563,33.12,2018-01
564,33.12,2018-02
565,33.12,2018-03
566,33.12,2018-04
567,33.12,2018-05
568,33.12,2018-06
569,33.12,2018-07
570,33.12,2018-08
571,33.12,2018-09
572,33.12,2018-10
573,33.12,2018-11
574,33.12,2018-12
575,33.12,2019-01
576,33.12,2019-02
577,33.12,2019-03
578,33.12,2019-04
579,33.12,2019-05
580,33.12,2019-06
581,33.12,2019-07
582,33.12,2019-08
583,33.12,2019-09
584,33.12,2019-10
585,33.12,2019-11
586,33.12,2019-12
587,33.12,2020-01
588,33.12,2020-02
589,33.12,2020-03
590,33.12,2020-04
591,33.12,2020-05
592,33.12,2020-06
593,33.12,2020-07
594,33.12,2020-08
595,33.12,2020-09
596,33.12,2020-10
597,33.12,2020-11
598,33.12,2020-12
599,33.12,2021-01
600,33.12,2021-02
601,33.12,2021-03
602,33.12,2021-04
603,33.12,2021-05
604,33.12,2021-06
605,33.12,2021-07
606,33.12,2021-08
607,33.12,2021-09
608,33.12,2021-10
609,33.12,2021-11
610,33.12,2021-12
611,33.12,2022-01
612,33.12,2022-02
613,33.12,2022-03
614,33.12,2022-04
615,33.12,2022-05
616,0.0,2016-01
617,0.0,2016-02
618,0.0,2016-03
619,0.0,2016-04
620,0.0,2016-05
621,0.0,2016-06
622,0.0,2016-07
623,0.0,2016-08
624,3.45,2016-09
625,3.6920307692307692,2016-10
626,2.4508799999999993,2016-11
627,2.4508799999999993,2016-12
628,13.8,2017-01
629,35.88,2017-02
630,68.9724,2017-03
631,86.94,2017-04
632,86.94,2017-05
633,86.94,2017-06
634,62.099999999999994,2017-07
635,62.099999999999994,2017-08
636,62.099999999999994,2017-09
637,62.099999999999994,2017-10
638,62.099999999999994,2017-11
639,62.099999999999994,2017-12
640,62.099999999999994,2018-01
641,62.099999999999994,2018-02
642,62.099999999999994,2018-03
643,63.48,2018-04
644,63.48,2018-05
645,63.48,2018-06
646,63.48,2018-07
647,63.48,2018-08
648,63.48,2018-09
649,63.48,2018-10
650,63.48,2018-11
651,63.48,2018-12
652,63.48,2019-01
653,63.48,2019-02
654,63.48,2019-03
655,63.48,2019-04
656,63.48,2019-05
657,63.48,2019-06
658,63.48,2019-07
659,63.48,2019-08
660,63.48,2019-09
661,63.48,2019-10
662,63.48,2019-11
663,63.48,2019-12
664,63.48,2020-01
665,63.48,2020-02
666,63.48,2020-03
667,63.48,2020-04
668,63.48,2020-05
669,63.48,2020-06
670,63.48,2020-07
671,63.48,2020-08
672,63.48,2020-09
673,63.48,2020-10
674,63.48,2020-11
675,63.48,2020-12
676,63.48,2021-01
677,63.48,2021-02
678,63.48,2021-03
679,990.135,2021-04
680,990.135,2021-05
681,990.135,2021-06
682,990.135,2021-07
683,990.135,2021-08
684,12246.3875,2021-09
685,12246.3875,2021-10
686,12246.3875,2021-11
687,12246.3875,2021-12
688,12246.3875,2022-01
689,12246.3875,2022-02
690,12246.3875,2022-03
691,12246.3875,2022-04
692,12246.3875,2022-05
693,0.0,2016-01
694,0.0,2016-02
695,0.0,2016-03
696,0.0,2016-04
697,0.0,2016-05
698,0.0,2016-06
699,0.0,2016-07
700,0.0,2016-08
701,3.9428571428571426,2016-09
702,11.1504,2016-10
703,5.52,2016-11
704,3.726,2016-12
705,14.765999999999998,2017-01
706,28.29,2017-02
707,28.29,2017-03
708,57.408,2017-04
709,57.408,2017-05
710,57.408,2017-06
711,69.0,2017-07
712,69.0,2017-08
713,69.0,2017-09
714,69.0,2017-10
715,69.0,2017-11
716,69.0,2017-12
717,69.0,2018-01
718,69.0,2018-02
719,69.0,2018-03
720,69.0,2018-04
721,69.0,2018-05
722,69.0,2018-06
723,69.0,2018-07
724,69.0,2018-08
725,69.0,2018-09
726,69.0,2018-10
727,69.0,2018-11
728,69.0,2018-12
729,69.0,2019-01
730,69.0,2019-02
731,69.0,2019-03
732,69.0,2019-04
733,69.0,2019-05
734,69.0,2019-06
735,69.0,2019-07
736,69.0,2019-08
737,69.0,2019-09
738,69.0,2019-10
739,69.0,2019-11
740,69.0,2019-12
741,69.0,2020-01
742,69.0,2020-02
743,69.0,2020-03
744,69.0,2020-04
745,69.0,2020-05
746,69.0,2020-06
747,69.0,2020-07
748,69.0,2020-08
749,69.0,2020-09
750,69.0,2020-10
751,69.0,2020-11
752,69.0,2020-12
753,69.0,2021-01
754,69.0,2021-02
755,69.0,2021-03
756,69.0,2021-04
757,69.0,2021-05
758,69.0,2021-06
759,69.0,2021-07
760,69.0,2021-08
761,69.0,2021-09
762,69.0,2021-10
763,69.0,2021-11
764,69.0,2021-12
765,69.0,2022-01
766,69.0,2022-02
767,69.0,2022-03
768,69.0,2022-04
769,69.0,2022-05
770,0.0,2016-01
771,0.0,2016-02
772,0.0,2016-03
773,0.0,2016-04
774,0.0,2016-05
775,0.0,2016-06
776,0.0,2016-07
777,0.0,2016-08
778,3.0359999999999996,2016-09
779,5.023199999999999,2016-10
780,6.347999999999999,2016-11
781,6.347999999999999,2016-12
782,8.28,2017-01
783,8.28,2017-02
784,8.28,2017-03
785,8.28,2017-04
786,8.28,2017-05
787,8.28,2017-06
788,8.28,2017-07
789,24.84,2017-08
790,24.84,2017-09
791,24.84,2017-10
792,27.6,2017-11
793,27.6,2017-12
794,11.04,2018-01
795,11.04,2018-02
796,11.04,2018-03
797,11.04,2018-04
798,11.04,2018-05
799,11.04,2018-06
800,11.04,2018-07
801,11.04,2018-08
802,11.04,2018-09
803,11.04,2018-10
804,11.04,2018-11
805,11.04,2018-12
806,11.04,2019-01
807,11.04,2019-02
808,11.04,2019-03
809,11.04,2019-04
810,11.04,2019-05
811,11.04,2019-06
812,55.2,2019-07
813,55.2,2019-08
814,55.2,2019-09
815,55.2,2019-10
816,55.2,2019-11
817,55.2,2019-12
818,55.2,2020-01
819,55.2,2020-02
820,55.2,2020-03
821,55.2,2020-04
822,55.2,2020-05
823,55.2,2020-06
824,55.2,2020-07
825,55.2,2020-08
826,55.2,2020-09
827,55.2,2020-10
828,55.2,2020-11
829,55.2,2020-12
830,55.2,2021-01
831,55.2,2021-02
832,55.2,2021-03
833,55.2,2021-04
834,55.2,2021-05
835,55.2,2021-06
836,55.2,2021-07
837,2172.41,2021-08
838,2172.41,2021-09
839,2172.41,2021-10
840,2200.3,2021-11
841,2642.1407154549997,2021-12
842,2450.88,2022-01
843,2450.88,2022-02
844,2450.88,2022-03
845,2450.88,2022-04
846,2450.88,2022-05
847,0.0,2016-01
848,0.0,2016-02
849,0.0,2016-03
850,0.0,2016-04
851,0.0,2016-05
852,0.0,2016-06
853,0.0,2016-07
854,0.0,2016-08
855,2.241948,2016-09
856,2.3390999999999997,2016-10
857,2.0976,2016-11
858,2.0976,2016-12
859,69.0,2017-01
860,11.96,2017-02
861,11.96,2017-03
862,11.96,2017-04
863,11.96,2017-05
864,11.96,2017-06
865,11.96,2017-07
866,13.8138,2017-08
867,13.8,2017-09
868,13.8,2017-10
869,13.8,2017-11
870,13.8,2017-12
871,13.8,2018-01
872,13.8,2018-02
873,13.8,2018-03
874,13.8,2018-04
875,13.8,2018-05
876,13.8,2018-06
877,13.8,2018-07
878,13.8,2018-08
879,13.8,2018-09
880,13.8,2018-10
881,13.8,2018-11
882,13.8,2018-12
883,13.8,2019-01
884,13.8,2019-02
885,13.8,2019-03
886,13.8,2019-04
887,18.3816,2019-05
888,18.3816,2019-06
889,18.3816,2019-07
890,18.3816,2019-08
891,18.3816,2019-09
892,18.3816,2019-10
893,18.3816,2019-11
894,18.3816,2019-12
895,18.3816,2020-01
896,18.3816,2020-02
897,18.3816,2020-03
898,18.3816,2020-04
899,18.3816,2020-05
900,18.3816,2020-06
901,18.3816,2020-07
902,18.3816,2020-08
903,18.3816,2020-09
904,18.3816,2020-10
905,18.3816,2020-11
906,18.3816,2020-12
907,18.3816,2021-01
908,18.3816,2021-02
909,18.3816,2021-03
910,18.3816,2021-04
911,18.3816,2021-05
912,18.3816,2021-06
913,18.3816,2021-07
914,18.3816,2021-08
915,1380.0,2021-09
916,1380.0,2021-10
917,1380.0,2021-11
918,1380.0,2021-12
919,1380.0,2022-01
920,1380.0,2022-02
921,1380.0,2022-03
922,1380.0,2022-04
923,1380.0,2022-05
924,0.0,2016-01
925,0.0,2016-02
926,0.0,2016-03
927,0.0,2016-04
928,0.0,2016-05
929,0.0,2016-06
930,0.0,2016-07
931,0.0,2016-08
932,7.740747520000003,2016-09
933,17.89021939354839,2016-10
934,14.785714285714286,2016-11
935,13.8,2016-12
936,31.075555555555553,2017-01
937,61.06499999999998,2017-02
938,88.32,2017-03
939,88.32,2017-04
940,75.44,2017-05
941,75.44,2017-06
942,75.44,2017-07
943,75.44,2017-08
944,75.44,2017-09
945,75.44,2017-10
946,75.44,2017-11
947,75.44,2017-12
948,75.44,2018-01
949,75.44,2018-02
950,75.44,2018-03
951,75.44,2018-04
952,75.44,2018-05
953,75.44,2018-06
954,75.44,2018-07
955,75.44,2018-08
956,75.44,2018-09
957,75.44,2018-10
958,75.44,2018-11
959,75.44,2018-12
960,75.44,2019-01
961,75.44,2019-02
962,75.44,2019-03
963,75.44,2019-04
964,75.44,2019-05
965,75.44,2019-06
966,75.44,2019-07
967,75.44,2019-08
968,75.44,2019-09
969,75.44,2019-10
970,75.44,2019-11
971,75.44,2019-12
972,75.44,2020-01
973,75.44,2020-02
974,75.44,2020-03
975,75.44,2020-04
976,75.44,2020-05
977,75.44,2020-06
978,75.44,2020-07
979,75.44,2020-08
980,75.44,2020-09
981,75.44,2020-10
982,75.44,2020-11
983,75.44,2020-12
984,75.44,2021-01
985,75.44,2021-02
986,75.44,2021-03
987,75.44,2021-04
988,75.44,2021-05
989,75.44,2021-06
990,75.44,2021-07
991,75.44,2021-08
992,75.44,2021-09
993,75.44,2021-10
994,75.44,2021-11
995,75.44,2021-12
996,75.44,2022-01
997,75.44,2022-02
998,75.44,2022-03
999,75.44,2022-04
1000,75.44,2022-05
1001,0.0,2016-01
1002,0.0,2016-02
1003,0.0,2016-03
1004,0.0,2016-04
1005,0.0,2016-05
1006,0.0,2016-06
1007,0.0,2016-07
1008,0.0,2016-08
1009,0.0,2016-09
1010,63.48,2016-10
1011,63.48,2016-11
1012,63.48,2016-12
1013,63.48,2017-01
1014,63.48,2017-02
1015,63.48,2017-03
1016,63.48,2017-04
1017,63.48,2017-05
1018,63.48,2017-06
1019,63.48,2017-07
1020,63.48,2017-08
1021,63.48,2017-09
1022,63.48,2017-10
1023,63.48,2017-11
1024,63.48,2017-12
1025,63.48,2018-01
1026,63.48,2018-02
1027,63.48,2018-03
1028,63.48,2018-04
1029,63.48,2018-05
1030,63.48,2018-06
1031,63.48,2018-07
1032,63.48,2018-08
1033,63.48,2018-09
1034,63.48,2018-10
1035,63.48,2018-11
1036,63.48,2018-12
1037,63.48,2019-01
1038,63.48,2019-02
1039,63.48,2019-03
1040,63.48,2019-04
1041,63.48,2019-05
1042,63.48,2019-06
1043,63.48,2019-07
1044,63.48,2019-08
1045,63.48,2019-09
1046,63.48,2019-10
1047,63.48,2019-11
1048,63.48,2019-12
1049,63.48,2020-01
1050,63.48,2020-02
1051,63.48,2020-03
1052,63.48,2020-04
1053,63.48,2020-05
1054,63.48,2020-06
1055,63.48,2020-07
1056,63.48,2020-08
1057,63.48,2020-09
1058,63.48,2020-10
1059,63.48,2020-11
1060,63.48,2020-12
1061,63.48,2021-01
1062,63.48,2021-02
1063,63.48,2021-03
1064,63.48,2021-04
1065,63.48,2021-05
1066,63.48,2021-06
1067,63.48,2021-07
1068,63.48,2021-08
1069,63.48,2021-09
1070,63.48,2021-10
1071,63.48,2021-11
1072,63.48,2021-12
1073,63.48,2022-01
1074,63.48,2022-02
1075,63.48,2022-03
1076,63.48,2022-04
1077,63.48,2022-05
1078,0.0,2016-01
1079,0.0,2016-02
1080,0.0,2016-03
1081,0.0,2016-04
1082,0.0,2016-05
1083,0.0,2016-06
1084,0.0,2016-07
1085,0.0,2016-08
1086,69.0,2016-09
1087,69.0,2016-10
1088,69.0,2016-11
1089,69.0,2016-12
1090,69.0,2017-01
1091,69.0,2017-02
1092,69.0,2017-03
1093,69.0,2017-04
1094,69.0,2017-05
1095,69.0,2017-06
1096,69.0,2017-07
1097,69.0,2017-08
1098,69.0,2017-09
1099,69.0,2017-10
1100,69.0,2017-11
1101,69.0,2017-12
1102,69.0,2018-01
1103,69.0,2018-02
1104,69.0,2018-03
1105,69.0,2018-04
1106,69.0,2018-05
1107,69.0,2018-06
1108,69.0,2018-07
1109,69.0,2018-08
1110,69.0,2018-09
1111,69.0,2018-10
1112,69.0,2018-11
1113,69.0,2018-12
1114,69.0,2019-01
1115,69.0,2019-02
1116,69.0,2019-03
1117,69.0,2019-04
1118,69.0,2019-05
1119,69.0,2019-06
1120,69.0,2019-07
1121,69.0,2019-08
1122,69.0,2019-09
1123,69.0,2019-10
1124,69.0,2019-11
1125,69.0,2019-12
1126,69.0,2020-01
1127,69.0,2020-02
1128,69.0,2020-03
1129,69.0,2020-04
1130,69.0,2020-05
1131,69.0,2020-06
1132,69.0,2020-07
1133,69.0,2020-08
1134,69.0,2020-09
1135,69.0,2020-10
1136,69.0,2020-11
1137,69.0,2020-12
1138,69.0,2021-01
1139,69.0,2021-02
1140,69.0,2021-03
1141,69.0,2021-04
1142,69.0,2021-05
1143,69.0,2021-06
1144,69.0,2021-07
1145,69.0,2021-08
1146,69.0,2021-09
1147,69.0,2021-10
1148,69.0,2021-11
1149,69.0,2021-12
1150,69.0,2022-01
1151,69.0,2022-02
1152,69.0,2022-03
1153,69.0,2022-04
1154,69.0,2022-05
1155,0.0,2016-01
1156,0.0,2016-02
1157,0.0,2016-03
1158,0.0,2016-04
1159,0.0,2016-05
1160,0.0,2016-06
1161,0.0,2016-07
1162,0.0,2016-08
1163,0.0,2016-09
1164,0.0,2016-10
1165,0.0,2016-11
1166,0.0,2016-12
1167,0.0,2017-01
1168,0.0,2017-02
1169,0.0,2017-03
1170,0.0,2017-04
1171,0.0,2017-05
1172,0.0,2017-06
1173,0.0,2017-07
1174,0.0,2017-08
1175,0.0,2017-09
1176,0.0,2017-10
1177,0.0,2017-11
1178,0.0,2017-12
1179,0.0,2018-01
1180,0.0,2018-02
1181,0.0,2018-03
1182,0.0,2018-04
1183,0.0,2018-05
1184,0.0,2018-06
1185,0.0,2018-07
1186,0.0,2018-08
1187,0.0,2018-09
1188,0.0,2018-10
1189,0.0,2018-11
1190,0.0,2018-12
1191,0.0,2019-01
1192,0.0,2019-02
1193,0.0,2019-03
1194,0.0,2019-04
1195,0.0,2019-05
1196,0.0,2019-06
1197,0.0,2019-07
1198,0.0,2019-08
1199,0.0,2019-09
1200,0.0,2019-10
1201,0.0,2019-11
1202,0.0,2019-12
1203,0.0,2020-01
1204,0.0,2020-02
