,Name,gini
173,PROOFOFPEPE,0.517
174,BOYSCLUBPEPE,0.166
175,RUBEUSPEPE,0.634
176,DUMBLEPEPE,0.609
177,BTCPEPE,0.41
178,LIKEPEPEBRO,0.274
179,PEPELOU,0.316
180,PEEPHOLEPEPE,0.772
181,PEPEASTRO,0.588
182,FREEMYPEPE,0.382
183,PEPEMARIOLR,0.807
184,PEPEMONROE,0.749
185,CHIKUNPEPE,0.399
186,PEPELAMBO,0.728
187,PEPERIDER,0.675
188,PEPEFATHER,0.693
189,SOCRATESPEPE,0.771
190,PEPEKART,0.642
191,PEPEJOBS,0.379
192,KARTANDPEPE,0.656
193,PEPESCAVHUNT,0.499
194,PAPILLON,0.326
195,PEPONG,0.504
196,USMCPEPE,0.638
197,GRAFFITIPEPE,0.772
198,SHREKPEPE,0.677
199,LORDOFMEMES,0.677
200,GODDESSHEQET,0.0
201,PLATINUMPEPE,0.68
202,PEPEKARLMARX,0.751
203,PEPEFLATION,0.487
204,CRYSTALPEPE,0.625
205,SHIALEBPEPE,0.324
206,PEPEOLDCHAP,0.366
207,PEPITCHY,0.465
208,FINNTHEPEPE,0.581
209,PEPEHEPBURN,0.761
210,PEPEFLESH,0.715
211,GODDESSISIS,0.0
212,NEEDPEPE,0.722
213,JUSTINTPEPE,0.791
214,PEPESTONED,0.69
215,PEPENAPOLEON,0.778
216,DEEZPEPENUTS,0.659
217,PEPEOTHERARM,0.773
218,PEPEIMPOSTOR,0.695
219,PEPEVICH,0.556
220,PEPERAMBO,0.788
221,PEPEMOVIE,0.54
222,FUTURESPEPE,0.614
223,BOGDAPEPE,0.73
224,THEPEPEWHALE,0.491
225,GODAMUNRA,0.0
226,GODANUBIS,0.167
227,PEPEILLUSION,0.513
228,GEISHAPEPE,0.776
229,FLUFFYPEPES,0.477
230,PEPEGAMBIT,0.795
231,PEPEWANTSYOU,0.684
232,CANTDRAWPEPE,0.464
233,MRPOTATOPEPE,0.458
234,BOFPEPE,0.536
235,ZENAFPEPE,0.492
236,PEPERANGER,0.566
237,PEPERIVETER,0.807
238,MOONWAVEPEPE,0.595
239,FIGHTPEPE,0.701
240,MODERNPEPE,0.648
241,LEIAPEPE,0.766
242,LUPEPEN,0.387
243,SPIRITPEPE,0.546
244,PEPEVOLUTION,0.368
245,PUREPEPE,0.38
246,HIPPIEPEPE,0.332
247,PEPEMARKET,0.393
248,PEPEHIGHTOWR,0.49
249,GODALIEN,0.0
250,JIHANWU,0.509
251,PEPENOFF,0.793
252,PEPELAMA,0.459
253,PEPECANCAN,0.651
254,PEPEHONDO,0.583
255,PEPENIETZSCH,0.747
256,STACYPEPE,0.402
257,PEPEJOANARC,0.779
258,ROOMRAREPEPE,0.62
259,BUBREAKUP,0.764
260,PEPENCEPTION,0.64
261,PEPETIA,0.109
262,PUMPINGPEPE,0.574
263,PEPELSD,0.521
264,COVPEPERARE,0.616
265,CULTOFKEK,0.451
266,PEPEFRED,0.802
267,PUREGOLDPEPE,0.65
268,THESKYPEPE,0.767
269,LUCHAPEPE,0.637
270,PEPEFOBIA,0.743
271,PSYKEKDELIC,0.736
272,EAZYP,0.603
273,PEPEFALLOUT,0.24
274,MCGREGOR,0.647
275,BAGHOLDRPEPE,0.608
276,MAYWEATHPEPE,0.674
277,PEPETUUR,0.643
278,PEPOCKY,0.662
279,PEPERRIDA,0.654
280,PEPENAL,0.597
281,PEPEVINNY,0.655
282,PEPELVSD,0.39
283,PEPESUMO,0.646
284,WALLPEPE,0.55
285,PEPEKICKS,0.786
286,PEPEBOBBY,0.744
287,EPEPESODEONE,0.72
288,RABBIPEPE,0.0
289,GUARDSASKIAN,0.797
290,OPTIMUSPEPE,0.165
291,DIERCHANCHU,0.451
292,TAKAKO,0.749
293,GUYBRUSH,0.702
294,BARBARICPEPE,0.662
295,HODLWOOD,0.702
296,LOWRIDERPEPE,0.52
297,PEPEAMANDA,0.572
298,PEPETARO,0.469
299,PEROCHI,0.49
300,PEPESHADES,0.696
301,ISEEYOUPEPE,0.8
302,GNITEPEPE,0.663
303,CYBERPEPE,0.688
304,LIZZFACEPEPE,0.773
305,PEPECARNIVAL,0.57
306,PEPEDRAGO,0.719
307,SANPOPEPE,0.574
308,PEPEEVO,0.397
309,PEPENGAROO,0.473
310,HISTORICPEPE,0.584
311,PEPESWORD,0.777
312,PEPEHARU,0.415
313,PEPESAMSON,0.587
314,DECENTRAPEPE,0.791
315,POKERPEPE,0.735
316,PEPESPINNER,0.517
317,PEPEAKI,0.459
318,PEPEWYATT,0.691
319,PEPEDIRECTOR,0.0
320,YAMAPEPE,0.375
321,SPEEDPEPE,0.355
322,PEPEDJ,0.778
323,PEPFICTION,0.753
324,PEPEOLDTRADE,0.639
325,MATSURIPEPE,0.631
326,PEPEON,0.634
327,PEPEFUYU,0.512
328,PEPEHAND,0.479
329,BERLINPEPE,0.72
330,DARKSIDEPEPE,0.804
331,ENTERTHEPEPE,0.654
332,PEPEPENPEN,0.484
333,PEPESPLANET,0.407
334,PEPOLLO,0.746
335,RINGOFPEPE,0.792
336,STANPEPEE,0.726
337,WHOAPEPE,0.439
338,PEPELMINING,0.722
339,KITANO,0.739
340,PEPEMOM,0.747
341,SCREAMPEPE,0.788
342,VAULTBOYPEPE,0.743
343,PEPEOLDCASH,0.558
344,TETSUWANPEPE,0.779
345,SMELLPEPE,0.704
346,CREMAPEPE,0.369
347,PEPEHEMAN,0.683
348,YANAGINIPEPE,0.792
349,GIPEPE,0.784
350,HAPPYRAINY,0.591
351,PEPESTAFF,0.641
352,HUMBLEPEPE,0.621
353,CLAYPEPE,0.544
354,RAREAPPLE,0.632
355,PAWNTHELAMBO,0.505
356,PENPEN,0.437
357,ENDRACISMPE,0.768
358,YUGUREPEPE,0.728
359,VIKINGSPEPE,0.638
360,PEPEPEARL,0.303
361,PEPEINSIDE,0.657
362,POSTMDRNPEPE,0.808
363,PEPEFAMOUS,0.766
364,NOBORDERPEPE,0.651
365,PEPEANDROID,0.595
366,PEPECOURAGE,0.451
367,KUNGFUPEPE,0.636
368,UMENIPEPE,0.778
369,PEPEHITMAN,0.687
370,BLINGBLING,0.607
371,DAPHNIAPEPE,0.633
372,FREETIBETPP,0.55
373,MYLADYPEPE,0.797
374,JAPANESEPEPE,0.61
375,MRSTAYPEPT,0.741
376,PEPEDDIT,0.57
377,PEPEYAKUZA,0.792
378,NAMIDAPEPE,0.759
379,DRUNKENPEPE,0.774
380,DEGENERPEPE,0.59
381,CUPIDPEPE,0.733
382,SAKURANIPEPE,0.807
383,PEPEFICRIM,0.552
384,NATIVEPEPETH,0.773
385,TALESPEPE,0.698
386,THUNDERPEPS,0.779
387,PEPEAFRIKA,0.714
388,PEPEAIR,0.762
389,TAKOPEPE,0.56
390,PEPESTORM,0.691
391,SEASIDEPEPE,0.776
392,TEMPURAPEPE,0.488
393,PEPEIMPOSER,0.623
394,PEPEMANTIS,0.772
395,KINGYOPEPE,0.715
396,PEPEJERICHO,0.675
397,SUSUKINIPEPE,0.805
398,PEPEWORLDCUP,0.587
399,PEPESURFING,0.565
400,MASTERSPEPE,0.792
401,WORLDOFPEPE,0.562
402,FLYINGACEPEP,0.807
403,PSEUDOPEPE,0.641
404,CLOWNPEPE,0.772
405,PEPENIN,0.271
406,PEPEJPN,0.616
407,COLORPEPE,0.773
408,LILUPEPE,0.703
409,PEPEGETABLE,0.793
410,ENGLISHPEPE,0.568
411,MATSUNIPEPE,0.808
412,MAXPEPE,0.665
413,PEPEBANDICUT,0.7
414,PEPEDARKSIDE,0.387
415,PEPEFOREVER,0.725
416,PEPTARO,0.639
417,PROCESSPEPE,0.748
418,SELFPORTRAIT,0.0
419,PEPEZAALBINO,0.293
420,PEPEAN,0.65
421,DOMPEPENON,0.537
422,PEPECLOKWORK,0.609
423,PEPESHIRT,0.658
424,JONSNOWPEPE,0.582
425,PEPEPEACE,0.508
426,PEPERAKUL,0.48
427,MRHANSEL,0.704
428,PEPEHEFNER,0.571
429,LONELYPEPE,0.661
430,MIKOPEPE,0.712
431,NINJAPEPE,0.792
432,PEPEIRI,0.724
433,PEPEWOMAN,0.469
434,GOODBYEPEPE,0.793
435,MONSTERPEPE,0.691
436,PEPETSAMURAI,0.72
437,PEPEIRON,0.792
438,PEPEBANG,0.515
439,SANDORPEPE,0.667
440,GANGPEPE,0.788
441,UNGAISOUTEN,0.631
442,CARTOONPEPE,0.539
443,PEPETE,0.682
444,PEPEARROW,0.76
445,PEPEAKIBA,0.551
446,PEPECAFFE,0.67
447,SPACEMOUTH,0.602
448,LIGHTITON,0.269
449,CRYPTOPEPES,0.598
450,THEPEPEHOFF,0.669
451,PEPELOCATION,0.579
452,SPADESPEPE,0.591
453,UGANDANPEPE,0.55
454,GROYPMAN,0.768
455,PEPEHAWKING,0.61
456,HODLERPEPE,0.701
457,PEPENNATOR,0.462
458,BULLSEYEPEPE,0.778
459,JANDPEPE,0.739
460,MMXVIII,0.794
461,KEKOGGS,0.647
462,GROYLEX,0.541
463,HEARTSPEPE,0.587
464,PEPECLOCK,0.372
465,PEPEPEACOCK,0.566
466,PEPEANGEL,0.0
467,HORRORCOIN,0.68
468,KFPEPE,0.55
469,PEPECAKEK,0.548
470,PEPESINLOVE,0.725
471,PEPEXMAS,0.666
472,WITCHPEPE,0.665
473,DIAMONDSPEPE,0.567
474,LEIAORGAPEPE,0.486
475,PAXOLOTL,0.717
476,PEPEAMANIA,0.769
477,PEPEFLIES,0.795
478,PEPEPOST,0.78
479,PIRATPEPE,0.63
480,PEPEMICO,0.728
481,BCCPEPE,0.669
482,THENEWYORKEK,0.723
483,BARBARIANPEP,0.457
484,CLUBSPEPE,0.532
485,ECLIPTICPEPE,0.691
486,PEPEBOSCH,0.769
487,PEPEKFC,0.648
488,CERSEIPEPE,0.623
489,HOODEDPEPE,0.466
490,TRAININGT,0.357
491,SALVATORPEPE,0.7
492,GROYONOMICON,0.778
493,BADWISHES,0.628
494,RAREQUEEM,0.611
495,JUDYPEPE,0.552
496,HODLPEPECASH,0.613
497,PEPECAGE,0.708
498,COBAINPEPE,0.265
499,PEPEMIND,0.723
500,PEPECART,0.451
501,RAOULDUKEPEP,0.55
502,WAYPEPE,0.612
503,PEPEPRINT,0.798
504,PEPETOBI,0.369
505,CHUWAPEPE,0.708
506,RAREINKONE,0.72
507,SAKURAPENPEN,0.076
508,GROYAPEPE,0.659
509,GIANCARLO,0.756
510,CYBERPEP,0.653
511,CAPEPELE,0.777
512,SMALLRATPEPE,0.598
513,PEPEUBU,0.413
514,RARELEE,0.797
515,PEPEOLDONE,0.725
516,ILUMINATRARE,0.422
517,GAMABUNTA,0.766
518,NBAPEPE,0.575
519,PEPEMERMAN,0.756
520,PEPEDRINO,0.548
521,PEPETAR,0.596
522,CHERRYONTOP,0.599
523,GAMBITPEPE,0.625
524,GUNSNPEPES,0.439
525,HARAKIRIPEPE,0.736
526,PEPEDINHO,0.564
527,RAREZOMBIE,0.563
528,RAREPOTTER,0.668
529,KYUDOPEPE,0.79
530,PEBBLEE,0.726
531,NOBUSHIPEPE,0.763
532,PEPEDPOOL,0.797
533,THEMASKRARE,0.74
534,PEPENICTESLA,0.612
535,PEPEFURIOUS,0.707
536,PEPEGROYA,0.712
537,PEPERELOADED,0.724
538,RAREPITUFINA,0.49
539,PEPEAVENGER,0.625
540,PEPEACTION,0.48
541,PEPENAUT,0.555
542,PEPCASSO,0.325
543,PEPEFARMER,0.731
544,PEPENDRIX,0.746
545,RANGOPEPE,0.615
546,ZAZENPEPE,0.795
547,PEPEELITE,0.722
548,PENNYPEPE,0.528
549,YODAPEP,0.639
550,SPOCKPEPE,0.752
551,SNOWMANPEPE,0.776
552,SEDUSAPEP,0.648
553,PEPEREME,0.624
554,OMEGAPEPE,0.115
555,GENPEPE,0.644
556,MOONPEPESUN,0.545
557,PEPBOT,0.778
558,FASHIONPEP,0.438
559,PEPEGIANT,0.266
560,KATPEPA,0.589
561,ONSENPEPE,0.802
562,KINGRINGPEPE,0.731
563,HINAMATSURI,0.649
564,PEPEBUSHIDO,0.427
