,Price_Level,Date_Index
113,1.7628,2019-01
114,1.7628,2019-02
115,1.7628,2019-03
116,1.7628,2019-04
117,12.0,2019-05
118,12.0,2019-06
119,5.0909664,2019-07
120,5.0909664,2019-08
121,5.0909664,2019-09
122,5.0909664,2019-10
123,5.0909664,2019-11
124,5.0909664,2019-12
125,5.0909664,2020-01
126,5.0909664,2020-02
127,5.0909664,2020-03
128,5.0909664,2020-04
129,5.0909664,2020-05
130,5.0909664,2020-06
131,5.0909664,2020-07
132,5.0909664,2020-08
133,5.0909664,2020-09
134,5.0909664,2020-10
135,5.0909664,2020-11
136,5.0909664,2020-12
137,5.0909664,2021-01
138,5.0909664,2021-02
139,62.4,2021-03
140,141.024,2021-04
141,141.024,2021-05
142,141.024,2021-06
143,235.0376496,2021-07
144,252.46563225000003,2021-08
145,566.4000000000001,2021-09
146,240.0,2021-10
147,176.16,2021-11
148,48.0,2021-12
149,324.0,2022-01
150,360.0,2022-02
151,360.0,2022-03
152,360.0,2022-04
153,360.0,2022-05
154,0.0,2016-01
155,0.0,2016-02
156,0.0,2016-03
157,0.0,2016-04
158,0.0,2016-05
159,0.0,2016-06
160,0.0,2016-07
161,0.0,2016-08
162,0.0,2016-09
163,32.7604821072,2016-10
164,12.0,2016-11
165,6.0,2016-12
166,6.0,2017-01
167,6.0,2017-02
168,6.0,2017-03
169,24.895056,2017-04
170,24.895056,2017-05
171,19.681919999999998,2017-06
172,19.252367999999997,2017-07
173,19.252367999999997,2017-08
174,19.252367999999997,2017-09
175,4.4657599999999995,2017-10
176,4.4657599999999995,2017-11
177,7.0512,2017-12
178,7.0512,2018-01
179,7.0512,2018-02
180,7.0512,2018-03
181,4.7628,2018-04
182,7.199999999999999,2018-05
183,7.199999999999999,2018-06
184,7.199999999999999,2018-07
185,7.199999999999999,2018-08
186,7.199999999999999,2018-09
187,7.199999999999999,2018-10
188,7.199999999999999,2018-11
189,7.199999999999999,2018-12
190,7.199999999999999,2019-01
191,7.199999999999999,2019-02
192,7.199999999999999,2019-03
193,7.199999999999999,2019-04
194,7.199999999999999,2019-05
195,7.199999999999999,2019-06
196,7.199999999999999,2019-07
197,7.199999999999999,2019-08
198,7.199999999999999,2019-09
199,7.199999999999999,2019-10
200,7.199999999999999,2019-11
201,7.199999999999999,2019-12
202,7.199999999999999,2020-01
203,7.199999999999999,2020-02
204,7.199999999999999,2020-03
205,7.199999999999999,2020-04
206,7.199999999999999,2020-05
207,7.199999999999999,2020-06
208,7.199999999999999,2020-07
209,7.199999999999999,2020-08
210,7.199999999999999,2020-09
211,7.199999999999999,2020-10
212,7.199999999999999,2020-11
213,7.199999999999999,2020-12
214,7.199999999999999,2021-01
215,7.199999999999999,2021-02
216,120.0,2021-03
217,141.024,2021-04
218,141.024,2021-05
219,141.024,2021-06
220,396.954,2021-07
221,881.4,2021-08
222,7389.503,2021-09
223,2160.0,2021-10
224,2160.0,2021-11
225,2160.0,2021-12
226,2160.0,2022-01
227,2160.0,2022-02
228,2160.0,2022-03
229,2160.0,2022-04
230,2160.0,2022-05
231,0.0,2016-01
232,0.0,2016-02
233,0.0,2016-03
234,0.0,2016-04
235,0.0,2016-05
236,0.0,2016-06
237,0.0,2016-07
238,0.0,2016-08
239,0.4217142857142857,2016-09
240,0.5017714285714286,2016-10
241,0.832,2016-11
242,0.708,2016-12
243,2.1209333333333333,2017-01
244,4.567891680000001,2017-02
245,3.6172655999999996,2017-03
246,3.666624,2017-04
247,5.288399999999999,2017-05
248,3.6031631999999996,2017-06
249,3.87816,2017-07
250,6.14904,2017-08
251,7.1687199999999995,2017-09
252,3.7900199999999993,2017-10
253,3.7900199999999993,2017-11
254,2.7653664,2017-12
255,2.7653664,2018-01
256,2.7653664,2018-02
257,2.9121456,2018-03
258,2.11536,2018-04
259,2.11536,2018-05
260,2.11536,2018-06
261,2.11536,2018-07
262,3.0,2018-08
263,3.0,2018-09
264,3.0,2018-10
265,3.0,2018-11
266,3.0,2018-12
267,3.0,2019-01
268,3.0,2019-02
269,3.0,2019-03
270,3.0,2019-04
271,3.0,2019-05
272,3.0,2019-06
273,3.0,2019-07
274,3.5256,2019-08
275,3.5256,2019-09
276,3.5256,2019-10
277,3.5256,2019-11
278,3.5256,2019-12
279,3.5256,2020-01
280,3.5256,2020-02
281,3.5256,2020-03
282,3.5256,2020-04
283,5.288399999999999,2020-05
284,5.288399999999999,2020-06
285,5.288399999999999,2020-07
286,5.288399999999999,2020-08
287,5.288399999999999,2020-09
288,7.8338832,2020-10
289,7.0512,2020-11
290,7.0512,2020-12
291,7.0512,2021-01
292,7.0512,2021-02
293,55.7497416,2021-03
294,199.008,2021-04
295,199.008,2021-05
296,335.01347660000005,2021-06
297,491.8343873,2021-07
298,633.5507368421054,2021-08
299,486.49129423515797,2021-09
300,637.1142857142858,2021-10
301,583.1999999999999,2021-11
302,1720.4928,2021-12
303,916.8,2022-01
304,916.8,2022-02
305,820.8000000000001,2022-03
306,820.8000000000001,2022-04
307,820.8000000000001,2022-05
308,0.0,2016-01
309,0.0,2016-02
310,0.0,2016-03
311,0.0,2016-04
312,0.0,2016-05
313,0.0,2016-06
314,0.0,2016-07
315,0.0,2016-08
316,240.0,2016-09
317,240.0,2016-10
318,240.0,2016-11
319,240.0,2016-12
320,240.0,2017-01
321,240.0,2017-02
322,240.0,2017-03
323,240.0,2017-04
324,240.0,2017-05
325,240.0,2017-06
326,240.0,2017-07
327,240.0,2017-08
328,240.0,2017-09
329,240.0,2017-10
330,240.0,2017-11
331,240.0,2017-12
332,240.0,2018-01
333,240.0,2018-02
334,240.0,2018-03
335,240.0,2018-04
336,240.0,2018-05
337,240.0,2018-06
338,240.0,2018-07
339,240.0,2018-08
340,240.0,2018-09
341,240.0,2018-10
342,240.0,2018-11
343,240.0,2018-12
344,240.0,2019-01
345,240.0,2019-02
346,240.0,2019-03
347,240.0,2019-04
348,240.0,2019-05
349,240.0,2019-06
350,240.0,2019-07
351,240.0,2019-08
352,240.0,2019-09
353,240.0,2019-10
354,240.0,2019-11
355,240.0,2019-12
356,240.0,2020-01
357,240.0,2020-02
358,240.0,2020-03
359,240.0,2020-04
360,240.0,2020-05
361,240.0,2020-06
362,240.0,2020-07
363,240.0,2020-08
364,240.0,2020-09
365,240.0,2020-10
366,240.0,2020-11
367,240.0,2020-12
368,240.0,2021-01
369,240.0,2021-02
370,240.0,2021-03
371,240.0,2021-04
372,240.0,2021-05
373,240.0,2021-06
374,240.0,2021-07
375,240.0,2021-08
376,240.0,2021-09
377,240.0,2021-10
378,240.0,2021-11
379,240.0,2021-12
380,240.0,2022-01
381,240.0,2022-02
382,240.0,2022-03
383,240.0,2022-04
384,240.0,2022-05
385,0.0,2016-01
386,0.0,2016-02
387,0.0,2016-03
388,0.0,2016-04
389,0.0,2016-05
390,0.0,2016-06
391,0.0,2016-07
392,0.0,2016-08
393,82.398,2016-09
394,144.0,2016-10
395,144.0,2016-11
396,144.0,2016-12
397,144.0,2017-01
398,144.0,2017-02
399,144.0,2017-03
400,144.0,2017-04
401,144.0,2017-05
402,144.0,2017-06
403,144.0,2017-07
404,144.0,2017-08
405,144.0,2017-09
406,144.0,2017-10
407,144.0,2017-11
408,144.0,2017-12
409,144.0,2018-01
410,144.0,2018-02
411,144.0,2018-03
412,144.0,2018-04
413,144.0,2018-05
414,144.0,2018-06
415,144.0,2018-07
416,144.0,2018-08
417,144.0,2018-09
418,144.0,2018-10
419,144.0,2018-11
420,144.0,2018-12
421,144.0,2019-01
422,144.0,2019-02
423,144.0,2019-03
424,144.0,2019-04
425,144.0,2019-05
426,144.0,2019-06
427,144.0,2019-07
428,144.0,2019-08
429,144.0,2019-09
430,144.0,2019-10
431,144.0,2019-11
432,144.0,2019-12
433,144.0,2020-01
434,144.0,2020-02
435,144.0,2020-03
436,144.0,2020-04
437,144.0,2020-05
438,144.0,2020-06
439,144.0,2020-07
440,144.0,2020-08
441,144.0,2020-09
442,144.0,2020-10
443,144.0,2020-11
444,144.0,2020-12
445,144.0,2021-01
446,144.0,2021-02
447,144.0,2021-03
448,144.0,2021-04
449,144.0,2021-05
450,144.0,2021-06
451,144.0,2021-07
452,144.0,2021-08
453,144.0,2021-09
454,144.0,2021-10
455,144.0,2021-11
456,144.0,2021-12
457,144.0,2022-01
458,144.0,2022-02
459,144.0,2022-03
460,144.0,2022-04
461,144.0,2022-05
462,0.0,2016-01
463,0.0,2016-02
464,0.0,2016-03
465,0.0,2016-04
466,0.0,2016-05
467,0.0,2016-06
468,0.0,2016-07
469,0.0,2016-08
470,15.66276923076923,2016-09
471,15.66276923076923,2016-10
472,15.66276923076923,2016-11
473,15.66276923076923,2016-12
474,48.0,2017-01
475,102.0,2017-02
476,102.0,2017-03
477,102.0,2017-04
478,102.0,2017-05
479,102.0,2017-06
480,223.288,2017-07
481,223.288,2017-08
482,223.288,2017-09
483,223.288,2017-10
484,223.288,2017-11
485,240.0,2017-12
486,240.0,2018-01
487,240.0,2018-02
488,240.0,2018-03
489,240.0,2018-04
490,240.0,2018-05
491,240.0,2018-06
492,240.0,2018-07
493,240.0,2018-08
494,240.0,2018-09
495,240.0,2018-10
496,240.0,2018-11
497,240.0,2018-12
498,240.0,2019-01
499,240.0,2019-02
500,240.0,2019-03
501,240.0,2019-04
502,240.0,2019-05
503,240.0,2019-06
504,240.0,2019-07
505,240.0,2019-08
506,240.0,2019-09
507,240.0,2019-10
508,240.0,2019-11
509,240.0,2019-12
510,240.0,2020-01
511,240.0,2020-02
512,240.0,2020-03
513,240.0,2020-04
514,240.0,2020-05
515,240.0,2020-06
516,240.0,2020-07
517,240.0,2020-08
518,240.0,2020-09
519,240.0,2020-10
520,240.0,2020-11
521,240.0,2020-12
522,240.0,2021-01
523,240.0,2021-02
524,240.0,2021-03
525,240.0,2021-04
526,240.0,2021-05
527,240.0,2021-06
528,240.0,2021-07
529,240.0,2021-08
530,240.0,2021-09
531,240.0,2021-10
532,38797.16,2021-11
533,38797.16,2021-12
534,38797.16,2022-01
535,38797.16,2022-02
536,38797.16,2022-03
537,38797.16,2022-04
538,38797.16,2022-05
539,0.0,2016-01
540,0.0,2016-02
541,0.0,2016-03
542,0.0,2016-04
543,0.0,2016-05
544,0.0,2016-06
545,0.0,2016-07
546,0.0,2016-08
547,8.025,2016-09
548,31.2,2016-10
549,31.2,2016-11
550,31.2,2016-12
551,60.0,2017-01
552,127.098,2017-02
553,114.0,2017-03
554,282.0515256,2017-04
555,120.0,2017-05
556,176.28017627999998,2017-06
557,352.5564744,2017-07
558,352.5564744,2017-08
559,352.5564744,2017-09
560,352.5564744,2017-10
561,352.5564744,2017-11
562,352.5564744,2017-12
563,119.94648,2018-01
564,119.94648,2018-02
565,119.94648,2018-03
566,119.94648,2018-04
567,119.94648,2018-05
568,119.94648,2018-06
569,119.94648,2018-07
570,119.94648,2018-08
571,119.94648,2018-09
572,119.94648,2018-10
573,119.94648,2018-11
574,119.94648,2018-12
575,119.94648,2019-01
576,119.94648,2019-02
577,172.7544,2019-03
578,172.7544,2019-04
579,172.7544,2019-05
580,172.7544,2019-06
581,172.7544,2019-07
582,172.7544,2019-08
583,172.7544,2019-09
584,172.7544,2019-10
585,172.7544,2019-11
586,172.7544,2019-12
587,172.7544,2020-01
588,172.7544,2020-02
589,172.7544,2020-03
590,172.7544,2020-04
591,172.7544,2020-05
592,172.7544,2020-06
593,172.7544,2020-07
594,172.7544,2020-08
595,172.7544,2020-09
596,172.7544,2020-10
597,172.7544,2020-11
598,172.7544,2020-12
599,172.7544,2021-01
600,172.7544,2021-02
601,352.56,2021-03
602,352.56,2021-04
603,352.56,2021-05
604,352.56,2021-06
605,352.56,2021-07
606,352.56,2021-08
607,352.56,2021-09
608,352.56,2021-10
609,352.56,2021-11
610,352.56,2021-12
611,352.56,2022-01
612,352.56,2022-02
613,352.56,2022-03
614,352.56,2022-04
615,352.56,2022-05
616,0.0,2016-01
617,0.0,2016-02
618,0.0,2016-03
619,0.0,2016-04
620,0.0,2016-05
621,0.0,2016-06
622,0.0,2016-07
623,0.0,2016-08
624,12.812999999999999,2016-09
625,16.748571428571427,2016-10
626,4.8,2016-11
627,4.8,2016-12
628,27.6,2017-01
629,60.0,2017-02
630,60.0,2017-03
631,174.3197664,2017-04
632,264.42,2017-05
633,264.42,2017-06
634,238.73254512000003,2017-07
635,238.73254512000003,2017-08
636,156.0,2017-09
637,156.0,2017-10
638,26.4455256,2017-11
639,144.0,2017-12
640,144.0,2018-01
641,144.0,2018-02
642,144.0,2018-03
643,144.0,2018-04
644,144.0,2018-05
645,144.0,2018-06
646,144.5496,2018-07
647,144.5496,2018-08
648,144.5496,2018-09
649,144.5496,2018-10
650,144.5496,2018-11
651,144.5496,2018-12
652,144.5496,2019-01
653,144.5496,2019-02
654,144.5496,2019-03
655,144.5496,2019-04
656,144.5496,2019-05
657,144.5496,2019-06
658,144.5496,2019-07
659,144.5496,2019-08
660,144.5496,2019-09
661,144.5496,2019-10
662,144.5496,2019-11
663,144.5496,2019-12
664,144.5496,2020-01
665,144.5496,2020-02
666,144.5496,2020-03
667,881.4,2020-04
668,881.4,2020-05
669,881.4,2020-06
670,881.4,2020-07
671,881.4,2020-08
672,881.4,2020-09
673,881.4,2020-10
674,881.4,2020-11
675,881.4,2020-12
676,881.4,2021-01
677,881.4,2021-02
678,881.4,2021-03
679,881.4,2021-04
680,696.0,2021-05
681,696.0,2021-06
682,696.0,2021-07
683,67895.03,2021-08
684,67895.03,2021-09
685,67895.03,2021-10
686,58195.740000000005,2021-11
687,58195.740000000005,2021-12
688,58195.740000000005,2022-01
689,58195.740000000005,2022-02
690,58195.740000000005,2022-03
691,58195.740000000005,2022-04
692,58195.740000000005,2022-05
693,0.0,2016-01
694,0.0,2016-02
695,0.0,2016-03
696,0.0,2016-04
697,0.0,2016-05
698,0.0,2016-06
699,0.0,2016-07
700,0.0,2016-08
701,0.0,2016-09
702,4.9956708,2016-10
703,4.9956708,2016-11
704,4.9956708,2016-12
705,4.9956708,2017-01
706,100.8,2017-02
707,100.8,2017-03
708,100.8,2017-04
709,100.8,2017-05
710,100.8,2017-06
711,176.28,2017-07
712,86.39999999999999,2017-08
713,86.39999999999999,2017-09
714,86.39999999999999,2017-10
715,86.39999999999999,2017-11
716,86.39999999999999,2017-12
717,86.39999999999999,2018-01
718,86.39999999999999,2018-02
719,86.39999999999999,2018-03
720,86.39999999999999,2018-04
721,86.39999999999999,2018-05
722,86.39999999999999,2018-06
723,86.39999999999999,2018-07
724,86.39999999999999,2018-08
725,86.39999999999999,2018-09
726,86.39999999999999,2018-10
727,86.39999999999999,2018-11
728,86.39999999999999,2018-12
729,86.39999999999999,2019-01
730,86.39999999999999,2019-02
731,86.39999999999999,2019-03
732,86.39999999999999,2019-04
733,86.39999999999999,2019-05
734,86.39999999999999,2019-06
735,86.39999999999999,2019-07
736,86.39999999999999,2019-08
737,86.39999999999999,2019-09
738,86.39999999999999,2019-10
739,86.39999999999999,2019-11
740,86.39999999999999,2019-12
741,86.39999999999999,2020-01
742,86.39999999999999,2020-02
743,86.39999999999999,2020-03
744,86.39999999999999,2020-04
745,86.39999999999999,2020-05
746,86.39999999999999,2020-06
747,86.39999999999999,2020-07
748,86.39999999999999,2020-08
749,86.39999999999999,2020-09
750,86.39999999999999,2020-10
751,86.39999999999999,2020-11
752,86.39999999999999,2020-12
753,86.39999999999999,2021-01
754,86.39999999999999,2021-02
755,86.39999999999999,2021-03
756,86.39999999999999,2021-04
757,86.39999999999999,2021-05
758,86.39999999999999,2021-06
759,86.39999999999999,2021-07
760,86.39999999999999,2021-08
761,2400.0,2021-09
762,2400.0,2021-10
763,2400.0,2021-11
764,2400.0,2021-12
765,2400.0,2022-01
766,2400.0,2022-02
767,2400.0,2022-03
768,2400.0,2022-04
769,2400.0,2022-05
770,0.0,2016-01
771,0.0,2016-02
772,0.0,2016-03
773,0.0,2016-04
774,0.0,2016-05
775,0.0,2016-06
776,0.0,2016-07
777,0.0,2016-08
778,6.68,2016-09
779,13.6,2016-10
780,13.6,2016-11
781,24.0,2016-12
782,28.8,2017-01
783,56.58057497142857,2017-02
784,87.2586,2017-03
785,87.2586,2017-04
786,123.396,2017-05
787,123.396,2017-06
788,105.768,2017-07
789,123.396,2017-08
790,28.8,2017-09
791,28.8,2017-10
792,28.8,2017-11
793,28.8,2017-12
794,28.8,2018-01
795,28.8,2018-02
796,28.8,2018-03
797,28.8,2018-04
798,28.8,2018-05
799,28.8,2018-06
800,28.8,2018-07
801,28.8,2018-08
802,28.8,2018-09
803,28.8,2018-10
804,28.8,2018-11
805,28.8,2018-12
806,28.8,2019-01
807,63.4608,2019-02
808,63.4608,2019-03
809,63.4608,2019-04
810,63.4608,2019-05
811,63.4608,2019-06
812,63.4608,2019-07
813,63.4608,2019-08
814,63.4608,2019-09
815,63.4608,2019-10
816,63.4608,2019-11
817,63.4608,2019-12
818,63.4608,2020-01
819,63.4608,2020-02
820,63.4608,2020-03
821,63.4608,2020-04
822,63.4608,2020-05
823,63.4608,2020-06
824,63.4608,2020-07
825,63.4608,2020-08
826,63.4608,2020-09
827,63.4608,2020-10
828,63.4608,2020-11
829,63.4608,2020-12
830,63.4608,2021-01
831,63.4608,2021-02
832,63.4608,2021-03
833,63.4608,2021-04
834,63.4608,2021-05
835,63.4608,2021-06
836,63.4608,2021-07
837,63.4608,2021-08
838,63.4608,2021-09
839,63.4608,2021-10
840,63.4608,2021-11
841,63.4608,2021-12
842,63.4608,2022-01
843,63.4608,2022-02
844,63.4608,2022-03
845,63.4608,2022-04
846,63.4608,2022-05
847,0.0,2016-01
848,0.0,2016-02
849,0.0,2016-03
850,0.0,2016-04
851,0.0,2016-05
852,0.0,2016-06
853,0.0,2016-07
854,0.0,2016-08
855,3.0,2016-09
856,9.276857142857143,2016-10
857,2.1311999999999998,2016-11
858,2.1311999999999998,2016-12
859,66.8732,2017-01
860,44.5866018,2017-02
861,88.7474124,2017-03
862,75.6,2017-04
863,29.9676,2017-05
864,33.4932,2017-06
865,57.35804544,2017-07
866,57.35804544,2017-08
867,57.35804544,2017-09
868,14.1024,2017-10
869,14.1024,2017-11
870,14.1024,2017-12
871,14.1024,2018-01
872,14.1024,2018-02
873,14.1024,2018-03
874,55.2,2018-04
875,55.2,2018-05
876,55.2,2018-06
877,55.2,2018-07
878,55.2,2018-08
879,55.2,2018-09
880,55.2,2018-10
881,55.2,2018-11
882,55.2,2018-12
883,55.2,2019-01
884,55.2,2019-02
885,55.2,2019-03
886,55.2,2019-04
887,55.2,2019-05
888,55.2,2019-06
889,55.2,2019-07
890,55.2,2019-08
891,55.2,2019-09
892,55.2,2019-10
893,55.2,2019-11
894,55.2,2019-12
895,55.2,2020-01
896,55.2,2020-02
897,55.2,2020-03
898,55.2,2020-04
899,55.2,2020-05
900,55.2,2020-06
901,55.2,2020-07
902,55.2,2020-08
903,55.2,2020-09
904,55.2,2020-10
905,55.2,2020-11
906,55.2,2020-12
907,55.2,2021-01
908,55.2,2021-02
909,55.2,2021-03
910,872.9361,2021-04
911,872.9361,2021-05
912,872.9361,2021-06
913,872.9361,2021-07
914,872.9361,2021-08
915,10771.843250000002,2021-09
916,10771.843250000002,2021-10
917,10771.843250000002,2021-11
918,10771.843250000002,2021-12
919,10771.843250000002,2022-01
920,10771.843250000002,2022-02
921,10771.843250000002,2022-03
922,10771.843250000002,2022-04
923,10771.843250000002,2022-05
924,0.0,2016-01
925,0.0,2016-02
926,0.0,2016-03
927,0.0,2016-04
928,0.0,2016-05
929,0.0,2016-06
930,0.0,2016-07
931,0.0,2016-08
932,3.4285714285714284,2016-09
933,9.696,2016-10
934,4.8,2016-11
935,3.24,2016-12
936,12.84,2017-01
937,56.370000000000005,2017-02
938,97.9305912,2017-03
939,66.0914124,2017-04
940,66.0914124,2017-05
941,68.7492,2017-06
942,70.5444,2017-07
943,70.5444,2017-08
944,70.5444,2017-09
945,70.5444,2017-10
946,70.5444,2017-11
947,120.0,2017-12
948,120.0,2018-01
949,120.0,2018-02
950,120.0,2018-03
951,120.0,2018-04
952,120.0,2018-05
953,120.0,2018-06
954,120.0,2018-07
955,120.0,2018-08
956,120.0,2018-09
957,120.0,2018-10
958,120.0,2018-11
959,120.0,2018-12
960,120.0,2019-01
961,120.0,2019-02
962,120.0,2019-03
963,120.0,2019-04
964,120.0,2019-05
965,120.0,2019-06
966,120.0,2019-07
967,158.4,2019-08
968,158.4,2019-09
969,158.4,2019-10
970,158.4,2019-11
971,158.4,2019-12
972,158.4,2020-01
973,158.4,2020-02
974,158.4,2020-03
975,158.4,2020-04
976,158.4,2020-05
977,158.4,2020-06
978,158.4,2020-07
979,158.4,2020-08
980,158.4,2020-09
981,158.4,2020-10
982,158.4,2020-11
983,158.4,2020-12
984,158.4,2021-01
985,158.4,2021-02
986,158.4,2021-03
987,158.4,2021-04
988,158.4,2021-05
989,158.4,2021-06
990,158.4,2021-07
991,158.4,2021-08
992,158.4,2021-09
993,158.4,2021-10
994,158.4,2021-11
995,158.4,2021-12
996,158.4,2022-01
997,158.4,2022-02
998,158.4,2022-03
999,158.4,2022-04
1000,158.4,2022-05
1001,0.0,2016-01
1002,0.0,2016-02
1003,0.0,2016-03
1004,0.0,2016-04
1005,0.0,2016-05
1006,0.0,2016-06
1007,0.0,2016-07
1008,0.0,2016-08
1009,2.6399999999999997,2016-09
1010,4.368,2016-10
1011,5.52,2016-11
1012,5.52,2016-12
1013,7.199999999999999,2017-01
1014,52.17888000000001,2017-02
1015,43.57092,2017-03
1016,37.0188,2017-04
1017,31.61288,2017-05
1018,15.4245,2017-06
1019,23.621520000000004,2017-07
1020,20.4954,2017-08
1021,20.4954,2017-09
1022,21.1536,2017-10
1023,24.0,2017-11
1024,24.0,2017-12
1025,9.6,2018-01
1026,9.6,2018-02
1027,9.6,2018-03
1028,9.6,2018-04
1029,9.6,2018-05
1030,9.6,2018-06
1031,9.6,2018-07
1032,9.6,2018-08
1033,9.6,2018-09
1034,9.6,2018-10
1035,9.6,2018-11
1036,9.6,2018-12
1037,9.6,2019-01
1038,21.1536,2019-02
1039,24.6792,2019-03
1040,24.6792,2019-04
1041,24.6792,2019-05
1042,24.6792,2019-06
1043,48.0,2019-07
1044,48.0,2019-08
1045,48.0,2019-09
1046,17.628,2019-10
1047,17.628,2019-11
1048,17.628,2019-12
1049,17.628,2020-01
1050,17.628,2020-02
1051,17.628,2020-03
1052,17.628,2020-04
1053,17.628,2020-05
1054,17.628,2020-06
1055,17.628,2020-07
1056,17.628,2020-08
1057,17.628,2020-09
1058,17.628,2020-10
1059,17.628,2020-11
1060,17.628,2020-12
1061,17.628,2021-01
1062,17.628,2021-02
1063,21.1536,2021-03
1064,274.2105912,2021-04
1065,274.2105912,2021-05
1066,274.2105912,2021-06
1067,313.3835328,2021-07
1068,1415.1193333333333,2021-08
1069,1415.1193333333333,2021-09
1070,1415.1193333333333,2021-10
1071,1939.858,2021-11
1072,2316.4592941513,2021-12
1073,2131.2,2022-01
1074,2131.2,2022-02
1075,2131.2,2022-03
1076,2131.2,2022-04
1077,2131.2,2022-05
1078,0.0,2016-01
1079,0.0,2016-02
1080,0.0,2016-03
1081,0.0,2016-04
1082,0.0,2016-05
1083,0.0,2016-06
1084,0.0,2016-07
1085,0.0,2016-08
1086,1.9495199999999997,2016-09
1087,5.054181818181818,2016-10
1088,1.824,2016-11
1089,1.824,2016-12
1090,206.28,2017-01
1091,8.914285714285715,2017-02
1092,8.914285714285715,2017-03
1093,41.425799999999995,2017-04
1094,22.035,2017-05
1095,15.6677664,2017-06
1096,20.705848800000002,2017-07
1097,12.012,2017-08
1098,12.814,2017-09
1099,7.0512,2017-10
1100,5.288399999999999,2017-11
1101,5.288399999999999,2017-12
1102,5.288399999999999,2018-01
1103,5.288399999999999,2018-02
1104,7.0476744,2018-03
1105,6.7656264,2018-04
1106,6.7656264,2018-05
1107,6.7656264,2018-06
1108,6.7656264,2018-07
1109,6.7656264,2018-08
1110,6.7656264,2018-09
1111,6.7656264,2018-10
1112,6.7656264,2018-11
1113,6.7656264,2018-12
1114,6.7656264,2019-01
1115,6.7656264,2019-02
1116,6.7656264,2019-03
1117,6.7656264,2019-04
1118,15.984,2019-05
1119,15.984,2019-06
1120,15.984,2019-07
1121,15.984,2019-08
1122,15.984,2019-09
1123,15.984,2019-10
1124,15.984,2019-11
1125,15.984,2019-12
1126,15.984,2020-01
1127,15.984,2020-02
1128,15.984,2020-03
1129,15.984,2020-04
1130,15.984,2020-05
1131,15.984,2020-06
1132,15.984,2020-07
1133,15.984,2020-08
1134,15.984,2020-09
1135,15.984,2020-10
1136,15.984,2020-11
1137,15.984,2020-12
1138,15.984,2021-01
1139,15.984,2021-02
1140,15.984,2021-03
1141,15.984,2021-04
1142,15.984,2021-05
1143,15.984,2021-06
1144,15.984,2021-07
1145,15.984,2021-08
1146,1200.0,2021-09
1147,1200.0,2021-10
1148,1200.0,2021-11
1149,1200.0,2021-12
1150,1200.0,2022-01
1151,1200.0,2022-02
1152,1200.0,2022-03
1153,1200.0,2022-04
1154,1200.0,2022-05
1155,0.0,2016-01
1156,0.0,2016-02
