Name,gini
RUBBERPEPE,0.389
RUBEUSPEPE,0.638
RUBIXPEPE,0.768
RUNDMP,0.579
RUNTHEPEPE,0.655
SADMILKPEPE,0.576
SAKURAPENPEN,0.076
SALTANDPEPE,0.626
SALTYTADPEPE,0.777
SALVADORPEPE,0.343
SAMURAIPEPE,0.64
SANDORPEPE,0.667
SANDWICHPEPE,0.204
SANPOPEPE,0.574
SATOSHIRARE,0.841
SCORPEPE,0.785
SCREAMPEPE,0.786
SEAMANPEPE,0.695
SEAPEPE,0.647
SECURITYPEPE,0.298
SEDUSAPEP,0.649
SEGWITPEPE,0.738
SELLOUTPEPE,0.0
SENJUPEPE,0.698
SENPAIPEPE,0.923
SEVENBITPEPE,0.4
SEXAYEPEPE,0.93
SEXYLADYPEPE,0.893
SGTPEPE,0.831
SHADILOUNGE,0.898
SHAKAPEPE,0.803
SHIALEBPEPE,0.324
SHININGPEPE,0.452
SHININGXPEPE,0.762
SHREKPEPE,0.677
SISTNCHAPEPE,0.914
SITHLORDPEPE,0.493
SIXTYSIXPEPE,0.85
SKIINGPEPE,0.616
SLENDERPEPE,0.727
SLIMERPEPE,0.842
SMALLRATPEPE,0.597
SMELLPEPE,0.704
SMITHPEPE,0.876
SMUGCHIPS,0.857
SMUGGLASSES,0.186
SMUGPEPE,0.503
SNOTPEPE,0.793
SNOWMANPEPE,0.776
SODAPEPENSKI,0.671
SOJOURNPEPE,0.62
SOLODADPEPE,0.835
SONICPEPE,0.508
SOUNDOFPEPE,0.918
SPACEMOUTH,0.601
SPACEXPEPE,0.736
SPADESPEPE,0.582
SPEEDPEPE,0.353
SPEPECTRE,0.722
SPIDERMNPEPE,0.387
SPIRITPEPE,0.546
SQUATCHPEPE,0.853
STACYPEPE,0.369
STAMPOFKEK,0.882
STANPEPEE,0.721
STARLORDKEK,0.784
STATUEOFPEPE,0.694
STEALPEPE,0.716
STILLPEPE,0.42
STONEPEPE,0.715
STORMYTRUMP,0.793
STRIPERPEPE,0.805
SUCHSHARE,0.803
SUPAPEPE,0.872
SUPERMANPEPE,0.382
SURFINGPEPE,0.797
SWAROPEPE,0.715
TADPOLEPEPE,0.86
TAJPEPE,0.41
TAKAKO,0.749
TAKOPEPE,0.56
TALESPEPE,0.698
TEAPEPE,0.574
TECHNOPEPE,0.317
TEMPURAPEPE,0.488
TENPINPUTIN,0.0
TETSUWANPEPE,0.779
THEANCAPEPE,0.562
THEARCHIPEPE,0.437
THEGODPEPE,0.78
THEKINGPEPE,0.56
THELASTPEPE,0.844
THELAWNMOWER,0.762
THEMONAPEPE,0.796
THENEWYORKEK,0.713
THEPEPEHOFF,0.663
THEPEPEKISS,0.707
THEPEPENATOR,0.328
THEPEPEWHALE,0.485
THEPEPEZONE,0.683
THEVERYPEPE,0.857
THINKINGPEPE,0.832
THINPEPE,0.846
THISISFINE,0.117
THISPEPE,0.907
THOTHPEPE,0.62
THREEDPEPE,0.736
THREERARE,0.766
TIKIPEPE,0.889
TIMEPEPE,0.238
TIMETRAVELPP,0.0
TLCPEPE,0.841
TOBIASPEPE,0.673
TOMATOPEPE,0.852
TRANSPOSE,0.727
TREEOFPEPE,0.863
TRINITYPEPE,0.561
TRIPPYPEPE,0.757
TROUTPEPE,0.425
TRUMPEPE,0.386
TRUMPRARE,0.502
TSUPEPE,0.229
TUBBIES,0.651
TUPACPEP,0.441
TUXPEPE,0.658
TWOPLYPEPE,0.798
TWOWEEKSPEPE,0.66
UBUNTUPEPE,0.692
UFOPEPE,0.719
UGANDANPEPE,0.537
UKIPEPE,0.355
UKIYOEPEPE,0.842
ULTIMATEPEPE,0.79
ULTRAPEPE,0.554
UNCLEPEPE,0.745
UNCLEPEPESAM,0.671
UNDEADPEPE,0.841
UNLUCKYPEPE,0.917
USMCPEPE,0.638
UZUMAKIPEPE,0.735
VANGOUGHPEPE,0.802
VANILLAPEPE,0.658
VAPORMAGIC,0.794
VEGGIEPEPE,0.748
VERIFIEDPEPE,0.671
VICEPEPE,0.666
VIKINGSPEPE,0.638
VINTAGEPEP,0.348
VIRUSPEPE,0.684
VOLDEPEPE,0.639
VONPEPEHAYEK,0.479
WALLPEPE,0.554
WANKSYPEPE,0.816
WANTEDPEPE,0.565
WARRIORPEPE,0.686
WAYPEPE,0.605
WEAREALLPEPE,0.287
WEEDTIME,0.894
WEREWOLFKEK,0.723
WESTERNPEPE,0.776
WHEELOFPEPE,0.812
WHOAPEPE,0.401
WILEPEPE,0.699
WIREDPEPE,0.473
WISEPEPE,0.899
WITCHBLADE,0.799
WITCHPEPE,0.665
WOLONGPEPE,0.596
WORLDOFPEPE,0.577
WORLDPEPEHD,0.648
WWFPEPE,0.671
XCHAINPEPE,0.824
XENOPEPE,0.455
XIPEPE,0.902
XMASANTAPEPE,0.168
XOBLORTPEPE,0.593
XPEPE,0.254
YAMAPEPE,0.375
YAMATOPEPE,0.818
YODAPEP,0.638
YODAPEPE,0.598
YUGUREPEPE,0.728
ZAZENPEPE,0.795
ZENAFPEPE,0.492
ZEROWINGPEPE,0.11
ZETAPEPE,0.406
ZIKAPEPE,0.585
ZOETROPEPE,0.741
ZOOKOPEPE,0.907
ZZZZPEPE,0.505
