Name,x,points
,0.0,0.0
,0.2,0.0891089108910891
,0.4,0.1782178217821782
,0.6,0.26732673267326734
,0.8,0.37623762376237624
,1.0,1.0
,0.0,0.0
,0.2,0.09375
,0.4,0.1875
,0.6,0.28125
,0.8,0.375
,1.0,1.0
,0.0,0.0
,0.2,0.037037037037037035
,0.4,0.07407407407407407
,0.6,0.1111111111111111
,0.8,0.1697530864197531
,1.0,1.0
,0.0,0.0
,0.2,0.050397877984084884
,0.4,0.10079575596816977
,0.6,0.15119363395225463
,0.8,0.23076923076923078
,1.0,1.0
,0.0,0.0
,0.2,0.037267080745341616
,0.4,0.07453416149068323
,0.6,0.11180124223602485
,0.8,0.18322981366459629
,1.0,1.0
,0.0,0.0
,0.2,0.09016393442622951
,0.4,0.18032786885245902
,0.6,0.27049180327868855
,0.8,0.39344262295081966
,1.0,1.0
,0.0,0.0
,0.2,0.10365853658536585
,0.4,0.2073170731707317
,0.6,0.31097560975609756
,0.8,0.4451219512195122
,1.0,1.0
,0.0,0.0
,0.2,0.1092436974789916
,0.4,0.2184873949579832
,0.6,0.3277310924369748
,0.8,0.47058823529411764
,1.0,1.0
,0.0,0.0
,0.2,0.04229607250755287
,0.4,0.08459214501510574
,0.6,0.1268882175226586
,0.8,0.17220543806646527
,1.0,1.0
,0.0,0.0
,0.2,0.054441260744985676
,0.4,0.10888252148997135
,0.6,0.16332378223495703
,0.8,0.23209169054441262
,1.0,1.0
,0.0,0.0
,0.2,0.034334763948497854
,0.4,0.06866952789699571
,0.6,0.10300429184549356
,0.8,0.1759656652360515
,1.0,1.0
,0.0,0.0
,0.2,0.07909604519774012
,0.4,0.15819209039548024
,0.6,0.23728813559322035
,0.8,0.3333333333333333
,1.0,1.0
,0.0,0.0
,0.2,0.058823529411764705
,0.4,0.11764705882352941
,0.6,0.17647058823529413
,0.8,0.29411764705882354
,1.0,1.0
,0.0,0.0
,0.2,0.027083333333333334
,0.4,0.05416666666666667
,0.6,0.08125
,0.8,0.12083333333333333
,1.0,1.0
,0.0,0.0
,0.2,0.05649717514124294
,0.4,0.11299435028248588
,0.6,0.1694915254237288
,0.8,0.23728813559322035
,1.0,1.0
,0.0,0.0
,0.2,0.08737864077669903
,0.4,0.17475728155339806
,0.6,0.2621359223300971
,0.8,0.34951456310679613
,1.0,1.0
