Name,x,points
,0.0,0.0
,0.2,0.03621730382293763
,0.4,0.07243460764587525
,0.6,0.10865191146881288
,0.8,0.1529175050301811
,1.0,1.0
,0.0,0.0
,0.2,0.11458333333333333
,0.4,0.22916666666666666
,0.6,0.34375
,0.8,0.4791666666666667
,1.0,1.0
,0.0,0.0
,0.2,0.12962962962962962
,0.4,0.25925925925925924
,0.6,0.3888888888888889
,0.8,0.5370370370370371
,1.0,1.0
,0.0,0.0
,0.2,0.08
,0.4,0.16
,0.6,0.24
,0.8,0.32
,1.0,1.0
,0.0,0.0
,0.2,0.1111111111111111
,0.4,0.2222222222222222
,0.6,0.3333333333333333
,0.8,0.4444444444444444
,1.0,1.0
,0.0,0.0
,0.2,0.11818181818181818
,0.4,0.23636363636363636
,0.6,0.35454545454545455
,0.8,0.4727272727272727
,1.0,1.0
,0.0,0.0
,0.2,0.06796116504854369
,0.4,0.13592233009708737
,0.6,0.20388349514563106
,0.8,0.36893203883495146
,1.0,1.0
,0.0,0.0
,0.2,0.12048192771084337
,0.4,0.24096385542168675
,0.6,0.3614457831325301
,0.8,0.4819277108433735
,1.0,1.0
,0.0,0.0
,0.2,0.034482758620689655
,0.4,0.06896551724137931
,0.6,0.11083743842364532
,0.8,0.19458128078817735
,1.0,1.0
,0.0,0.0
,0.2,0.0707070707070707
,0.4,0.1414141414141414
,0.6,0.21212121212121213
,0.8,0.2828282828282828
,1.0,1.0
,0.0,0.0
,0.2,0.09815950920245399
,0.4,0.19631901840490798
,0.6,0.294478527607362
,0.8,0.4233128834355828
,1.0,1.0
,0.0,0.0
,0.2,0.022044088176352707
,0.4,0.04408817635270541
,0.6,0.06613226452905811
,0.8,0.09619238476953908
,1.0,1.0
,0.0,0.0
,0.2,0.06060606060606061
,0.4,0.12121212121212122
,0.6,0.18181818181818182
,0.8,0.24242424242424243
,1.0,1.0
,0.0,0.0
,0.2,0.05102040816326531
,0.4,0.10204081632653061
,0.6,0.15306122448979592
,0.8,0.23979591836734693
,1.0,1.0
,0.0,0.0
,0.2,0.06465517241379311
,0.4,0.12931034482758622
,0.6,0.1939655172413793
,0.8,0.2801724137931034
,1.0,1.0
,0.0,0.0
,0.2,0.10152284263959391
,0.4,0.20304568527918782
,0.6,0.30456852791878175
,0.8,0.40609137055837563
,1.0,1.0
