Name,Type,Date,Date_Index,Supply,Price in USD,Quantity,Gini,Top_3,Top_5,Top_10,Series
PEPA,give,2021-09-18 21:04:46,2021-09,100.0,209.76,1.0,0.626,0.62,0.7,0.78,7.0
CHERRYONTOP,get,2021-09-18 20:34:41,2021-09,100.0,690.0,2.0,0.707,0.82,0.86,0.93,34.0
TIMEPEPE,get,2021-09-18 19:54:24,2021-09,100.0,827.9999999999999,1.0,0.37,0.19,0.28,0.43,9.0
TIMEPEPE,get,2021-09-18 19:54:24,2021-09,100.0,827.9999999999999,1.0,0.37,0.19,0.28,0.43,9.0
TIMEPEPE,get,2021-09-18 19:34:47,2021-09,100.0,827.9999999999999,1.0,0.376,0.19,0.28,0.44,9.0
BITCOINPEPE,get,2021-09-18 19:34:47,2021-09,100.0,1242.0,1.0,0.598,0.66,0.7,0.76,5.0
TIMEPEPE,get,2021-09-18 19:21:10,2021-09,100.0,827.9999999999999,1.0,0.383,0.19,0.28,0.45,9.0
UKIPEPE,get,2021-09-18 18:19:17,2021-09,100.0,69.0,2.0,0.616,0.64,0.72,0.86,9.0
FREEMYPEPE,get,2021-09-18 18:19:17,2021-09,100.0,193.2,1.0,0.53,0.4,0.58,0.76,11.0
UKIPEPE,get,2021-09-18 18:08:10,2021-09,100.0,69.0,7.0,0.628,0.66,0.74,0.88,9.0
PEPECENT,give,2021-09-18 18:02:40,2021-09,100.0,345.0,1.0,0.604,0.67,0.73,0.8,7.0
UKIPEPE,get,2021-09-18 18:01:53,2021-09,100.0,69.0,1.0,0.649,0.7,0.78,0.9,9.0
PEPEVOORHEES,give,2021-09-18 18:01:53,2021-09,100.0,110.4,1.0,0.633,0.63,0.71,0.81,7.0
PEPEVOORHEES,give,2021-09-18 18:01:53,2021-09,100.0,102.396,1.0,0.637,0.63,0.71,0.83,7.0
PEPEVOORHEES,give,2021-09-18 18:01:53,2021-09,100.0,143.51999999999998,1.0,0.635,0.63,0.71,0.82,7.0
SECURITYPEPE,give,2021-09-18 17:40:58,2021-09,100.0,717.5999999999999,1.0,0.462,0.32,0.48,0.64,7.0
PEPENUMA,give,2021-09-18 17:24:30,2021-09,100.0,74.52,1.0,0.503,0.4,0.51,0.67,8.0
UKIPEPE,get,2021-09-18 17:24:30,2021-09,100.0,69.0,3.0,0.655,0.71,0.79,0.93,9.0
RELATEPEPE,give,2021-09-18 17:07:43,2021-09,100.0,77.28,2.0,0.603,0.56,0.66,0.79,8.0
RELATEPEPE,give,2021-09-18 17:07:43,2021-09,100.0,69.0,2.0,0.596,0.54,0.64,0.79,8.0
RELATEPEPE,give,2021-09-18 17:07:43,2021-09,100.0,82.8276,2.0,0.583,0.52,0.62,0.77,8.0
PEPEASTRO,give,2021-09-18 16:49:59,2021-09,100.0,220.8,1.0,0.649,0.76,1.09,1.24,10.0
UKIPEPE,get,2021-09-18 16:49:59,2021-09,100.0,69.0,4.0,0.673,0.74,0.82,0.95,9.0
DUMBLEPEPE,get,2021-09-18 16:19:06,2021-09,100.0,276.0,1.0,0.657,0.76,0.82,0.88,10.0
UKIPEPE,get,2021-09-18 16:18:42,2021-09,100.0,69.0,1.0,0.693,0.78,0.86,0.97,9.0
PEPEJOSE,get,2021-09-18 16:08:28,2021-09,100.0,138.0,2.0,0.573,0.51,0.63,0.77,6.0
VOLDEPEPE,get,2021-09-18 15:38:48,2021-09,99.0,82.8,1.0,0.692,0.797979797979798,0.8585858585858586,0.9191919191919192,9.0
BOYSCLUBPEPE,give,2021-09-18 15:38:48,2021-09,100.0,276.0,1.0,0.307,0.25,0.32,0.44,10.0
UKIPEPE,get,2021-09-18 15:38:48,2021-09,100.0,69.0,2.0,0.709,0.81,0.89,0.99,9.0
UKIPEPE,get,2021-09-18 15:38:48,2021-09,100.0,69.0,2.0,0.698,0.79,0.87,0.98,9.0
UKIPEPE,give,2021-09-18 15:35:01,2021-09,100.0,74.52,1.0,0.723,0.84,0.92,1.01,9.0
UKIPEPE,give,2021-09-18 15:35:01,2021-09,100.0,74.52,1.0,0.72,0.83,0.91,1.0,9.0
GOSPELPEPE,give,2021-09-18 15:35:01,2021-09,100.0,146.28,2.0,0.58,0.59,0.66,0.76,8.0
GOSPELPEPE,get,2021-09-18 15:35:01,2021-09,100.0,138.0,2.0,0.583,0.6,0.68,0.76,8.0
GOSPELPEPE,get,2021-09-18 15:35:01,2021-09,100.0,138.0,1.0,0.574,0.59,0.66,0.75,8.0
TIMEPEPE,give,2021-09-18 15:26:47,2021-09,100.0,372.6276,1.0,0.391,0.19,0.29,0.46,9.0
RELATEPEPE,get,2021-09-18 14:15:44,2021-09,100.0,276.0,1.0,0.614,0.58,0.68,0.8,8.0
PEPEBANG,get,2021-09-18 13:39:11,2021-09,100.0,234.6,1.0,0.79,0.75,0.87,0.96,30.0
PEPENAUT,get,2021-09-18 13:39:11,2021-09,100.0,276.0,2.0,0.585,0.51,0.71,0.86,35.0
NEONPEPE,get,2021-09-18 13:25:43,2021-09,100.0,552.0,1.0,0.54,0.55,0.66,0.77,3.0
UKIPEPE,give,2021-09-18 12:46:59,2021-09,100.0,69.0,3.0,0.726,0.85,0.93,1.02,9.0
GADGETPEPE,get,2021-09-18 12:25:17,2021-09,100.0,179.39999999999998,1.0,0.491,0.41,0.52,0.66,4.0
PEPEASTRO,give,2021-09-18 12:00:19,2021-09,100.0,215.28,1.0,0.65,0.76,1.09,1.25,10.0
GADGETPEPE,get,2021-09-18 11:11:16,2021-09,100.0,179.39999999999998,1.0,0.49,0.41,0.52,0.66,4.0
PEPEFETT,get,2021-09-18 10:30:30,2021-09,100.0,276.0,1.0,0.607,0.55,0.67,0.8,4.0
PEPESMURF,get,2021-09-18 10:20:51,2021-09,100.0,827.9999999999999,1.0,0.322,0.22,0.32,0.45,5.0
PRIVATEPEPE,get,2021-09-18 09:58:01,2021-09,100.0,483.0,1.0,0.647,0.68,0.74,0.84,3.0
PEPEBURGUNDY,get,2021-09-18 09:54:39,2021-09,100.0,538.1999999999999,1.0,0.443,0.31,0.42,0.63,4.0
MARVINPEPE,get,2021-09-18 09:47:54,2021-09,42.0,3449.9999999999995,1.0,0.31,0.3571428571428571,0.4761904761904761,0.6190476190476191,3.0
MTPEPEMORE,get,2021-09-18 09:43:51,2021-09,100.0,414.0,1.0,0.568,0.54,0.62,0.72,9.0
CANTDRAWPEPE,give,2021-09-18 09:43:51,2021-09,100.0,85.55999999999999,1.0,0.495,0.33,0.49,0.71,16.0
KEKET,get,2021-09-18 09:43:51,2021-09,100.0,317.4,3.0,0.512,0.4,0.52,0.69,8.0
MURICAPEPE,get,2021-09-18 09:43:51,2021-09,100.0,248.4,1.0,0.648,0.68,0.73,0.8,9.0
DAPPERPEPE,get,2021-09-18 08:46:15,2021-09,100.0,182.16,1.0,0.387,0.2,0.29,0.46,6.0
PEPEKONGBIGM,get,2021-09-18 08:46:15,2021-09,100.0,552.0,1.0,0.597,0.64,0.71,0.76,3.0
HYPNOPEPE,get,2021-09-18 08:46:15,2021-09,100.0,220.8,1.0,0.352,0.33,0.4,0.5,4.0
DANPEPERIAN,give,2021-09-18 08:46:15,2021-09,100.0,162.83999999999995,1.0,0.491,0.44,0.54,0.68,5.0
CHERRYONTOP,dispenser,2021-09-18 08:46:15,2021-09,100.0,2200.3,1.0,0.715,0.84,0.88,0.94,34.0
HISTORICPEPE,give,2021-09-18 08:46:15,2021-09,100.0,69.02759999999999,1.0,0.66,0.71,0.81,0.88,24.0
WEAREALLPEPE,get,2021-09-18 08:22:37,2021-09,100.0,1104.0,1.0,0.374,0.35,0.41,0.5,2.0
PEPEVOORHEES,give,2021-09-18 08:00:02,2021-09,100.0,107.64,1.0,0.639,0.63,0.72,0.84,7.0
DAPPERPEPE,give,2021-09-18 07:32:46,2021-09,100.0,182.16,2.0,0.391,0.2,0.29,0.47,6.0
GADGETPEPE,get,2021-09-18 06:58:34,2021-09,100.0,276.0,1.0,0.491,0.41,0.52,0.66,4.0
WEAREALLPEPE,give,2021-09-18 06:44:58,2021-09,100.0,1120.56,1.0,0.382,0.35,0.42,0.51,2.0
PEPEVOORHEES,get,2021-09-18 05:40:14,2021-09,100.0,207.0,1.0,0.647,0.64,0.73,0.85,7.0
SPIRITPEPE,get,2021-09-18 03:43:09,2021-09,100.0,69.0,1.0,0.526,0.42,0.57,0.77,18.0
SPIRITPEPE,get,2021-09-18 03:43:04,2021-09,100.0,69.0,1.0,0.526,0.42,0.57,0.77,18.0
SPIRITPEPE,give,2021-09-18 03:28:48,2021-09,100.0,69.0,2.0,0.523,0.42,0.57,0.77,18.0
COBAINPEPE,get,2021-09-18 03:28:48,2021-09,100.0,1104.0,1.0,0.356,0.25,0.35,0.49,33.0
JALAPEPE,get,2021-09-18 02:59:51,2021-09,100.0,276.0,2.0,0.457,0.39,0.47,0.59,3.0
GADGETPEPE,get,2021-09-18 02:43:48,2021-09,100.0,179.39999999999998,1.0,0.497,0.42,0.53,0.67,4.0
MONTYPEPE,get,2021-09-18 02:24:09,2021-09,100.0,276.0,1.0,0.611,0.67,0.73,0.81,8.0
NEONPEPE,dispenser,2021-09-18 02:24:09,2021-09,100.0,2640.36,1.0,0.544,0.55,0.66,0.78,3.0
KEKET,get,2021-09-18 01:45:15,2021-09,100.0,276.0,1.0,0.513,0.4,0.52,0.69,8.0
KEKET,get,2021-09-18 01:45:15,2021-09,100.0,276.0,1.0,0.518,0.4,0.53,0.7,8.0
JALAPEPE,get,2021-09-18 01:45:15,2021-09,100.0,276.0,1.0,0.463,0.39,0.49,0.6,3.0
KEKET,give,2021-09-18 01:23:40,2021-09,100.0,276.0,1.0,0.52,0.41,0.54,0.7,8.0
FIREASSPEPE,get,2021-09-18 01:01:24,2021-09,50.0,690.0,2.0,0.345,0.34,0.46,0.64,6.0
PUREGOLDPEPE,dispenser,2021-09-18 01:01:24,2021-09,100.0,1100.15,1.0,0.77,0.9,0.93,0.98,21.0
FIREASSPEPE,get,2021-09-18 01:01:24,2021-09,50.0,690.0,1.0,0.335,0.32,0.44,0.64,6.0
PUREGOLDPEPE,dispenser,2021-09-18 01:01:24,2021-09,100.0,1100.15,1.0,0.771,0.89,0.92,0.97,21.0
JOELOONEYBIN,give,2021-09-18 01:01:24,2021-09,100.0,358.79999999999995,4.0,0.633,0.63,0.71,0.83,8.0
JALAPEPE,get,2021-09-18 00:49:55,2021-09,100.0,276.0,2.0,0.47,0.39,0.5,0.61,3.0
INCREDIEPEPE,give,2021-09-18 00:49:55,2021-09,100.0,414.0,1.0,0.649,0.71,0.75,0.83,3.0
FIREASSPEPE,give,2021-09-18 00:44:01,2021-09,50.0,690.0,2.0,0.376,0.38,0.5,0.68,6.0
GOSPELPEPE,give,2021-09-18 00:44:01,2021-09,100.0,138.0,1.0,0.601,0.63,0.71,0.78,8.0
CANTDRAWPEPE,get,2021-09-18 00:44:01,2021-09,100.0,82.8,1.0,0.494,0.33,0.5,0.72,16.0
CANTDRAWPEPE,give,2021-09-18 00:33:00,2021-09,100.0,82.8,1.0,0.501,0.33,0.51,0.73,16.0
DAPPERPEPE,get,2021-09-18 00:07:20,2021-09,100.0,550.075,4.0,0.403,0.2,0.31,0.49,6.0
PEPESPLANET,dispenser,2021-09-17 23:43:49,2021-09,100.0,660.09,1.0,0.518,0.66,0.7,0.8,25.0
PEPEPEACE,get,2021-09-17 22:30:48,2021-09,100.0,276.0,1.0,0.559,0.58,0.62,0.71,30.0
PEPEDRINO,get,2021-09-17 22:20:57,2021-09,100.0,138.0,1.0,0.59,0.59,0.65,0.73,34.0
CREMAPEPE,get,2021-09-17 21:59:18,2021-09,100.0,306.636,1.0,0.673,0.79,0.89,0.95,26.0
PEPEEVO,dispenser,2021-09-17 21:56:10,2021-09,100.0,1760.24,1.0,0.54,0.63,0.69,0.76,23.0
MTPEPEMORE,get,2021-09-17 20:00:56,2021-09,100.0,414.0,1.0,0.568,0.54,0.62,0.72,9.0
SPIRITPEPE,get,2021-09-17 19:53:06,2021-09,100.0,138.0,1.0,0.527,0.42,0.57,0.79,18.0
KEKET,give,2021-09-17 19:18:35,2021-09,100.0,276.0,1.0,0.524,0.42,0.55,0.7,8.0
KEKET,give,2021-09-17 19:18:35,2021-09,100.0,276.0,1.0,0.53,0.43,0.56,0.71,8.0
COBAINPEPE,get,2021-09-17 18:49:09,2021-09,100.0,1104.0,1.0,0.369,0.25,0.35,0.51,33.0
BOFPEPE,get,2021-09-17 18:24:25,2021-09,100.0,278.76,1.0,0.576,0.58,0.63,0.73,16.0
PEPEOLDCHAP,give,2021-09-17 17:40:49,2021-09,100.0,621.0,1.0,0.411,0.32,0.41,0.55,13.0
PEPEVOORHEES,give,2021-09-17 17:26:13,2021-09,100.0,102.12,1.0,0.653,0.65,0.74,0.86,7.0
BEETLEPEPE,give,2021-09-17 17:26:13,2021-09,100.0,400.2,1.0,0.524,0.47,0.58,0.71,4.0
BOFPEPE,give,2021-09-17 17:26:13,2021-09,100.0,278.76,1.0,0.582,0.58,0.64,0.74,16.0
DAPPERPEPE,give,2021-09-17 17:26:13,2021-09,100.0,182.16,1.0,0.423,0.24,0.35,0.52,6.0
SANPOPEPE,get,2021-09-17 16:31:15,2021-09,100.0,414.0,1.0,0.618,0.68,0.82,0.93,23.0
PEPEAKI,get,2021-09-17 16:22:38,2021-09,100.0,552.0,1.0,0.548,0.62,0.71,0.82,24.0
PEPETARO,get,2021-09-17 16:22:38,2021-09,100.0,552.0,1.0,0.559,0.69,0.75,0.85,23.0
PEPEHARU,get,2021-09-17 16:22:38,2021-09,100.0,552.0,1.0,0.507,0.62,0.67,0.77,24.0
PEPEFUYU,get,2021-09-17 15:57:51,2021-09,100.0,552.0,1.0,0.595,0.73,0.78,0.88,25.0
JALAPEPE,give,2021-09-17 15:57:51,2021-09,100.0,276.0,1.0,0.48,0.39,0.52,0.63,3.0
PAPILLON,give,2021-09-17 15:29:06,2021-09,100.0,568.56,1.0,0.374,0.31,0.39,0.56,12.0
PEPEPENPEN,get,2021-09-17 15:29:06,2021-09,100.0,276.0,1.0,0.597,0.61,0.68,0.76,25.0
PEPEASSANGE,get,2021-09-17 13:57:43,2021-09,100.0,552.0,1.0,0.568,0.54,0.65,0.77,6.0
PEPECAKEK,get,2021-09-17 10:04:08,2021-09,100.0,69.0,2.0,0.682,0.73,0.78,0.87,32.0
PEPELVSD,get,2021-09-17 09:52:46,2021-09,100.0,121.44,1.0,0.588,0.49,0.62,0.81,22.0
PEPESSANGE,get,2021-09-17 09:06:40,2021-09,100.0,552.0,1.0,0.556,0.41,0.54,0.74,6.0
PAPILLON,get,2021-09-17 07:48:26,2021-09,100.0,2760.0,1.0,0.39,0.31,0.4,0.58,12.0
DATPEPE,get,2021-09-17 07:28:32,2021-09,100.0,138.0,1.0,0.565,0.51,0.64,0.75,6.0
PEPEBANG,get,2021-09-17 07:01:46,2021-09,100.0,179.39999999999998,1.0,0.811,0.78,0.9,1.0,30.0
RELATEPEPE,get,2021-09-17 06:56:11,2021-09,100.0,110.4,6.0,0.616,0.58,0.68,0.81,8.0
DAPPERPEPE,get,2021-09-17 06:52:56,2021-09,100.0,179.39999999999998,1.0,0.43,0.25,0.36,0.53,6.0
DANPEPERIAN,get,2021-09-17 06:52:56,2021-09,100.0,138.0,1.0,0.497,0.45,0.55,0.69,5.0
PEPESSANGE,give,2021-09-17 06:52:56,2021-09,100.0,414.0,1.0,0.557,0.41,0.54,0.74,6.0
RELATEPEPE,give,2021-09-17 06:52:56,2021-09,100.0,124.2,1.0,0.641,0.63,0.72,0.83,8.0
DAPPERPEPE,get,2021-09-17 06:41:48,2021-09,100.0,179.39999999999998,1.0,0.437,0.26,0.37,0.54,6.0
RPEPEARMANDO,get,2021-09-17 06:41:48,2021-09,100.0,1517.9999999999998,1.0,0.76,0.83,0.85,0.9,3.0
PEPCASSO,get,2021-09-17 06:41:48,2021-09,100.0,6899.999999999999,1.0,0.583,0.61,0.7,0.79,35.0
DANPEPERIAN,get,2021-09-17 06:34:24,2021-09,100.0,138.0,2.0,0.504,0.46,0.56,0.7,5.0
PENPEN,get,2021-09-17 06:28:19,2021-09,100.0,88.32,1.0,0.488,0.43,0.51,0.64,27.0
PAPILLON,give,2021-09-17 06:22:23,2021-09,100.0,1520.76,1.0,0.391,0.31,0.41,0.58,12.0
PENPEN,give,2021-09-17 06:22:23,2021-09,100.0,91.08,1.0,0.486,0.43,0.51,0.63,27.0
PENPEN,give,2021-09-17 06:22:23,2021-09,100.0,88.32,1.0,0.491,0.43,0.51,0.64,27.0
DAPPERPEPE,give,2021-09-17 06:22:23,2021-09,100.0,182.16,1.0,0.444,0.27,0.38,0.55,6.0
PEPEPEARL,get,2021-09-17 06:22:23,2021-09,100.0,1380.0,2.0,0.432,0.35,0.43,0.55,27.0
PEPEPEARL,get,2021-09-17 06:22:23,2021-09,100.0,1242.0,1.0,0.43,0.34,0.42,0.55,27.0
FIREASSPEPE,give,2021-09-17 06:22:23,2021-09,50.0,1104.0,1.0,0.403,0.42,0.54,0.7,6.0
DANPEPERIAN,give,2021-09-17 05:31:15,2021-09,100.0,138.0,1.0,0.508,0.48,0.58,0.7,5.0
BADWISHES,get,2021-09-17 04:12:51,2021-09,100.0,151.79999999999998,1.0,0.712,0.81,0.83,0.88,33.0
COBAINPEPE,get,2021-09-17 03:51:39,2021-09,100.0,552.0,5.0,0.375,0.25,0.35,0.52,33.0
DANPEPERIAN,get,2021-09-17 03:51:39,2021-09,100.0,414.0,1.0,0.514,0.49,0.59,0.71,5.0
SHININGPEPE,get,2021-09-17 03:36:39,2021-09,100.0,345.0,1.0,0.572,0.53,0.67,0.82,7.0
MISSTURNPEPE,get,2021-09-17 02:03:24,2021-09,100.0,345.0,1.0,0.718,0.77,0.83,0.91,4.0
SPIRITPEPE,get,2021-09-17 01:54:32,2021-09,100.0,138.0,1.0,0.527,0.42,0.57,0.79,18.0
PEPERIDER,get,2021-09-17 01:27:50,2021-09,100.0,138.0,1.0,0.674,0.71,0.75,0.81,11.0
ILUMINATRARE,dispenser,2021-09-17 00:01:20,2021-09,100.0,2200.3,1.0,1.199,0.96,1.14,1.31,34.0
SANPOPEPE,dispenser,2021-09-16 23:53:30,2021-09,100.0,880.12,1.0,0.618,0.68,0.82,0.93,23.0
PEPENAUT,get,2021-09-16 23:02:57,2021-09,100.0,220.8,2.0,0.595,0.53,0.73,0.88,35.0
DANPEPERIAN,get,2021-09-16 23:02:57,2021-09,100.0,276.0,2.0,0.514,0.49,0.59,0.71,5.0
DANPEPERIAN,give,2021-09-16 21:10:33,2021-09,100.0,276.0,1.0,0.526,0.51,0.61,0.73,5.0
DANPEPERIAN,give,2021-09-16 21:10:33,2021-09,100.0,276.0,2.0,0.533,0.52,0.62,0.74,5.0
CANTDRAWPEPE,give,2021-09-16 21:10:33,2021-09,100.0,82.8,1.0,0.503,0.33,0.52,0.74,16.0
BOFPEPE,give,2021-09-16 18:16:31,2021-09,100.0,284.28,1.0,0.588,0.58,0.65,0.75,16.0
PEPEKEN,get,2021-09-16 17:39:29,2021-09,100.0,414.0,1.0,0.527,0.4,0.51,0.68,5.0
SANPOPEPE,dispenser,2021-09-16 15:48:34,2021-09,100.0,660.09,1.0,0.623,0.68,0.82,0.93,23.0
SANPOPEPE,dispenser,2021-09-16 15:48:34,2021-09,100.0,660.09,1.0,0.624,0.68,0.82,0.93,23.0
RELATEPEPE,get,2021-09-16 15:48:34,2021-09,100.0,124.2,1.0,0.648,0.64,0.73,0.84,8.0
UKIPEPE,give,2021-09-16 15:13:01,2021-09,100.0,69.276,1.0,0.742,0.88,0.95,1.02,9.0
PEPENAUT,get,2021-09-16 15:13:01,2021-09,100.0,179.39999999999998,2.0,0.596,0.55,0.75,0.9,35.0
PEPEASSANGE,get,2021-09-16 15:08:52,2021-09,100.0,552.0,1.0,0.573,0.54,0.65,0.77,6.0
PEPENAUT,get,2021-09-16 15:01:21,2021-09,100.0,151.79999999999998,1.0,0.608,0.57,0.77,0.9,35.0
PEROCHI,dispenser,2021-09-16 14:38:11,2021-09,100.0,330.045,1.0,0.6,0.74,0.79,0.86,23.0
INCREDIEPEPE,get,2021-09-16 11:32:34,2021-09,100.0,303.6,1.0,0.655,0.71,0.76,0.84,3.0
PEPENAUT,get,2021-09-16 11:27:38,2021-09,100.0,151.79999999999998,1.0,0.617,0.58,0.78,0.9,35.0
GOSPELPEPE,get,2021-09-16 10:56:04,2021-09,100.0,138.0,1.0,0.613,0.64,0.72,0.8,8.0
FREEMYPEPE,get,2021-09-16 10:56:04,2021-09,100.0,193.2,1.0,0.536,0.41,0.59,0.77,11.0
DATPEPE,get,2021-09-16 10:43:21,2021-09,100.0,138.0,1.0,0.569,0.51,0.65,0.76,6.0
BOYSCLUBPEPE,get,2021-09-16 09:41:49,2021-09,100.0,345.0,1.0,0.313,0.25,0.32,0.44,10.0
CANTDRAWPEPE,get,2021-09-16 09:41:49,2021-09,100.0,80.03999999999999,1.0,0.506,0.34,0.53,0.75,16.0
BTCPEPE,get,2021-09-16 09:41:49,2021-09,100.0,276.0,1.0,0.434,0.32,0.42,0.56,10.0
BOFPEPE,give,2021-09-16 09:30:14,2021-09,100.0,278.76,1.0,0.593,0.58,0.66,0.76,16.0
BEETLEPEPE,give,2021-09-16 09:30:14,2021-09,100.0,201.48,1.0,0.529,0.47,0.58,0.72,4.0
WANTEDPEPE,give,2021-09-16 09:25:33,2021-09,100.0,347.76,1.0,0.575,0.54,0.64,0.74,6.0
PEPESPLANET,dispenser,2021-09-16 07:31:22,2021-09,100.0,550.075,1.0,0.526,0.66,0.7,0.8,25.0
DIERCHANCHU,get,2021-09-16 06:04:54,2021-09,100.0,214.452,1.0,0.671,0.66,0.84,1.06,23.0
PEPEHARU,get,2021-09-16 05:26:01,2021-09,100.0,414.0,1.0,0.528,0.65,0.7,0.8,24.0
PEPETARO,get,2021-09-16 05:15:49,2021-09,100.0,414.0,1.0,0.576,0.72,0.78,0.88,23.0
PEPEFUYU,get,2021-09-16 05:15:49,2021-09,100.0,414.0,1.0,0.613,0.76,0.81,0.91,25.0
PEPEAKI,get,2021-09-16 05:15:49,2021-09,100.0,414.0,1.0,0.565,0.65,0.74,0.85,24.0
RAOULDUKEPEP,get,2021-09-16 05:06:15,2021-09,100.0,483.0,1.0,0.696,0.78,0.86,0.92,33.0
WANTEDPEPE,get,2021-09-16 01:30:32,2021-09,100.0,276.0,1.0,0.58,0.54,0.64,0.75,6.0
PEPECENT,get,2021-09-15 23:48:35,2021-09,100.0,397.44,1.0,0.613,0.67,0.73,0.8,7.0
NAMIDAPEPE,dispenser,2021-09-15 23:33:04,2021-09,100.0,440.06,1.0,0.762,0.96,1.0,1.06,28.0
PEPEFALLOUT,get,2021-09-15 20:10:27,2021-09,56.0,483.0,1.0,0.502,0.5357142857142857,0.625,0.7678571428571429,22.0
PEPEFALLOUT,get,2021-09-15 20:04:51,2021-09,56.0,391.92,1.0,0.515,0.5535714285714286,0.6428571428571429,0.7857142857142857,22.0
PEPEFALLOUT,get,2021-09-15 20:04:51,2021-09,56.0,414.0,1.0,0.526,0.5714285714285714,0.6607142857142857,0.7857142857142857,22.0
MRPOTATOPEPE,get,2021-09-15 19:55:21,2021-09,100.0,96.6,1.0,0.526,0.45,0.55,0.72,16.0
KEKET,get,2021-09-15 19:31:23,2021-09,100.0,345.0,1.0,0.536,0.44,0.57,0.72,8.0
PEPECAKEK,get,2021-09-15 18:52:30,2021-09,100.0,69.0,1.0,0.707,0.77,0.82,0.89,32.0
PEPEBANG,get,2021-09-15 14:09:29,2021-09,100.0,151.79999999999998,1.0,0.817,0.79,0.91,1.02,30.0
SPIRITPEPE,get,2021-09-15 13:52:49,2021-09,100.0,57.96,1.0,0.52,0.42,0.57,0.79,18.0
PEPEBANG,get,2021-09-15 13:52:49,2021-09,100.0,151.79999999999998,1.0,0.821,0.8,0.92,1.02,30.0
UKIPEPE,get,2021-09-15 12:32:43,2021-09,100.0,69.0,1.0,0.745,0.89,0.96,1.03,9.0
WEAREALLPEPE,give,2021-09-15 12:32:43,2021-09,100.0,1106.76,1.0,0.407,0.35,0.45,0.54,2.0
LIGHTITON,get,2021-09-15 12:17:09,2021-09,100.0,643.0799999999999,1.0,0.747,0.92,0.94,0.99,31.0
BITCOINPEPE,get,2021-09-15 11:15:26,2021-09,100.0,1311.0,1.0,0.608,0.66,0.7,0.76,5.0
SPIRITPEPE,give,2021-09-15 09:13:43,2021-09,100.0,57.96,1.0,0.518,0.42,0.57,0.8,18.0
SECURITYPEPE,give,2021-09-15 07:41:04,2021-09,100.0,276.0,1.0,0.464,0.32,0.48,0.64,7.0
CHEECHPEPE,get,2021-09-15 07:41:04,2021-09,100.0,496.8,1.0,0.384,0.3,0.4,0.53,5.0
RELATEPEPE,give,2021-09-15 07:41:04,2021-09,100.0,45.54,3.0,0.654,0.65,0.74,0.85,8.0
RELATEPEPE,give,2021-09-15 07:41:04,2021-09,100.0,44.16,2.0,0.671,0.68,0.77,0.86,8.0
PEPESSANGE,get,2021-09-15 07:23:43,2021-09,100.0,414.0,1.0,0.547,0.41,0.54,0.75,6.0
GADGETPEPE,get,2021-09-15 06:03:49,2021-09,100.0,276.0,1.0,0.503,0.42,0.53,0.69,4.0
PEPEANDROID,dispenser,2021-09-15 05:03:06,2021-09,100.0,440.06,1.0,0.628,0.66,0.77,0.87,27.0
PEPEPEANUTS,give,2021-09-15 04:53:37,2021-09,100.0,552.0,1.0,0.533,0.43,0.58,0.74,5.0
PEPEPEACE,give,2021-09-15 04:53:37,2021-09,100.0,276.0276,1.0,0.566,0.58,0.63,0.72,30.0
PEPEPEACE,give,2021-09-15 04:53:37,2021-09,100.0,276.0,1.0,0.574,0.59,0.64,0.73,30.0
PEPEOLDCHAP,give,2021-09-15 04:53:37,2021-09,100.0,621.0,1.0,0.415,0.32,0.41,0.55,13.0
PEPENUMA,get,2021-09-15 04:53:37,2021-09,100.0,55.2,1.0,0.507,0.4,0.51,0.68,8.0
PEPEPOOR,give,2021-09-15 04:53:37,2021-09,100.0,209.76,1.0,0.576,0.54,0.65,0.75,9.0
THENEWYORKEK,get,2021-09-15 04:32:11,2021-09,100.0,414.0,1.0,0.796,0.96,0.99,1.04,32.0
PEPEJOSE,get,2021-09-15 04:32:11,2021-09,100.0,138.0,1.0,0.582,0.51,0.65,0.79,6.0
PEPEASTRO,get,2021-09-15 04:12:03,2021-09,100.0,207.0,1.0,0.651,0.76,1.09,1.26,10.0
PEPEMOVIE,get,2021-09-15 04:12:03,2021-09,100.0,138.0,2.0,0.682,0.76,0.85,0.93,14.0
PEPEASSANGE,get,2021-09-15 04:12:03,2021-09,100.0,303.6,1.0,0.578,0.54,0.65,0.77,6.0
LOWRIDERPEPE,get,2021-09-15 03:51:16,2021-09,100.0,138.0,1.0,0.579,0.49,0.68,0.8,23.0
PENPEN,give,2021-09-15 03:51:16,2021-09,100.0,91.08,1.0,0.497,0.43,0.51,0.65,27.0
PEPENAUT,get,2021-09-15 03:49:44,2021-09,100.0,96.6,5.0,0.617,0.59,0.79,0.91,35.0
HISTORICPEPE,give,2021-09-15 03:03:11,2021-09,100.0,140.48399999999998,1.0,0.666,0.71,0.83,0.9,24.0
FREEMYPEPE,get,2021-09-15 01:59:10,2021-09,100.0,193.2,1.0,0.54,0.42,0.6,0.78,11.0
PEPEDINHO,get,2021-09-15 01:38:35,2021-09,100.0,212.52,1.0,0.646,0.68,0.72,0.8,34.0
CANTDRAWPEPE,get,2021-09-15 01:18:16,2021-09,100.0,74.52,1.0,0.509,0.35,0.54,0.76,16.0
BTCPEPE,get,2021-09-15 00:55:23,2021-09,100.0,276.0,1.0,0.439,0.32,0.42,0.57,10.0
