Name,Type,Date,Date_Index,Supply,Price in USD,Quantity,Gini,Top_3,Top_5,Top_10,Series
CIRCLEOFPEPE,get,2016-12-19 01:33:03,2016-12,100.0,2.484,1.0,0.771,0.88,0.91,0.96,3.0
EMPERORPEPE,get,2016-12-19 01:33:03,2016-12,100.0,2.76,1.0,0.667,0.89,0.96,1.0,4.0
BITCOINPEPE,give,2016-12-18 21:37:36,2016-12,100.0,5.52,1.0,0.624,0.67,0.82,0.94,5.0
HARRYPEPES,get,2016-12-18 20:18:35,2016-12,100.0,2.76,1.0,0.553,0.97,0.99,1.0,9.0
PEPESQRPANTS,get,2016-12-18 20:18:35,2016-12,100.0,1.932,1.0,0.705,0.84,0.91,0.98,6.0
HARRYPEPES,get,2016-12-18 18:01:35,2016-12,100.0,2.76,1.0,0.48,0.98,1.0,1.0,9.0
PEPA,get,2016-12-18 14:04:29,2016-12,100.0,2.76,2.0,0.651,0.64,0.74,0.89,7.0
PEPEHORROR,get,2016-12-18 14:04:29,2016-12,100.0,1.38,2.0,0.675,0.76,0.85,0.95,7.0
BITCOINPEPE,get,2016-12-18 14:04:29,2016-12,100.0,2.76,5.0,0.612,0.67,0.82,0.95,5.0
HARRYPEPES,get,2016-12-18 12:15:51,2016-12,100.0,2.76,1.0,0.36,0.99,1.0,1.0,9.0
WEAREALLPEPE,give,2016-12-18 10:16:15,2016-12,100.0,1.7939999999999998,1.0,0.529,0.44,0.56,0.7,2.0
SECURITYPEPE,give,2016-12-18 02:13:46,2016-12,100.0,0.966,3.0,0.604,0.64,0.84,0.96,7.0
WEAREALLPEPE,give,2016-12-17 19:21:07,2016-12,100.0,1.7939999999999998,2.0,0.534,0.45,0.57,0.7,2.0
PEPETHEFIRST,get,2016-12-17 18:39:20,2016-12,100.0,1.932,8.0,0.657,0.73,0.89,0.97,7.0
BITCOINPEPE,get,2016-12-17 18:39:20,2016-12,100.0,2.76,8.0,0.599,0.62,0.82,0.95,5.0
BITCOINPEPE,get,2016-12-17 16:13:33,2016-12,100.0,2.76,1.0,0.648,0.7,0.85,0.95,5.0
PEPEPEANUTS,give,2016-12-17 16:13:33,2016-12,100.0,0.7865999999999999,4.0,0.504,0.56,0.71,0.92,5.0
PEPETHEFIRST,get,2016-12-17 13:51:57,2016-12,100.0,1.932,1.0,0.646,0.73,0.87,0.97,7.0
BITCOINPEPE,get,2016-12-17 12:42:30,2016-12,100.0,2.76,1.0,0.657,0.71,0.86,0.95,5.0
PEPETHEFIRST,get,2016-12-17 12:35:49,2016-12,100.0,1.932,2.0,0.649,0.73,0.88,0.97,7.0
TIMEPEPE,get,2016-12-17 11:41:05,2016-12,100.0,4.14,1.0,0.766,0.85,0.89,0.96,9.0
BARRYPEPE,get,2016-12-17 09:01:39,2016-12,21.0,35.879999999999995,1.0,0.18,0.2857142857142857,0.3809523809523809,0.6190476190476191,2.0
UKIPEPE,give,2016-12-16 22:48:15,2016-12,100.0,1.242,1.0,0.58,1.0,1.0,1.0,9.0
UKIPEPE,give,2016-12-16 22:40:43,2016-12,100.0,1.38,1.0,0.49,1.0,1.0,1.0,9.0
PEPESQRPANTS,get,2016-12-15 16:07:31,2016-12,100.0,1.932,1.0,0.698,0.85,0.92,0.99,6.0
MURICAPEPE,get,2016-12-15 06:42:03,2016-12,100.0,2.76,1.0,0.802,0.95,0.97,1.0,9.0
MISSTURNPEPE,give,2016-12-14 16:38:44,2016-12,100.0,2.07,5.0,0.767,0.94,0.97,1.0,4.0
PEPEJOSE,give,2016-12-14 11:57:53,2016-12,100.0,0.483,3.0,0.627,0.7,0.8,0.93,6.0
PEPEJOSE,give,2016-12-14 11:57:53,2016-12,100.0,0.4829999999999999,1.0,0.616,0.7,0.8,0.94,6.0
PEPEJOSE,give,2016-12-14 11:45:31,2016-12,100.0,0.5519999999999999,2.0,0.616,0.7,0.8,0.94,6.0
PEPEHORROR,give,2016-12-14 11:45:31,2016-12,100.0,0.5519999999999999,2.0,0.675,0.76,0.85,0.95,7.0
PEPEHORROR,give,2016-12-14 11:45:31,2016-12,100.0,0.3174,4.0,0.667,0.76,0.85,0.96,7.0
PEPA,give,2016-12-14 11:45:31,2016-12,100.0,1.242,5.0,0.655,0.65,0.75,0.9,7.0
PEPEOROCHI,get,2016-12-13 15:34:41,2016-12,100.0,2.76,1.0,0.772,0.86,0.88,0.93,9.0
PEPESSANGE,give,2016-12-13 15:34:41,2016-12,100.0,0.4967999999999999,8.0,0.515,0.5,0.7,0.94,6.0
PEPEKEN,give,2016-12-12 17:13:21,2016-12,100.0,0.966,8.0,0.68,0.74,0.86,0.95,5.0
DATPEPE,give,2016-12-12 17:13:21,2016-12,100.0,0.759,10.0,0.662,0.71,0.81,0.92,6.0
TIMEPEPE,get,2016-12-12 05:41:45,2016-12,100.0,4.14,1.0,0.768,0.86,0.9,0.97,9.0
TIMEPEPE,get,2016-12-12 03:10:27,2016-12,100.0,4.14,1.0,0.768,0.87,0.91,0.98,9.0
EYEOFTHEPEPE,get,2016-12-12 03:10:27,2016-12,20.0,35.879999999999995,1.0,0.512,0.75,0.85,1.0,2.0
ZEROWINGPEPE,get,2016-12-12 01:06:34,2016-12,50.0,2.76,1.0,0.458,0.46,0.62,0.8,2.0
PEPESSANGE,give,2016-12-12 00:12:42,2016-12,100.0,0.2759999999999999,3.0,0.551,0.57,0.78,0.95,6.0
FIREASSPEPE,give,2016-12-11 23:57:48,2016-12,100.0,0.414,2.0,0.675,0.99,1.0,1.0,6.0
PEPESSANGE,give,2016-12-11 21:55:17,2016-12,100.0,0.6900001379999998,1.0,0.557,0.6,0.81,0.96,6.0
MURICAPEPE,get,2016-12-10 23:45:30,2016-12,100.0,2.76,2.0,0.794,0.96,0.98,1.0,9.0
PEPETUNADE,get,2016-12-10 23:45:30,2016-12,100.0,1.38,1.0,0.845,1.77,1.81,1.86,9.0
TIMEPEPE,get,2016-12-10 23:45:30,2016-12,100.0,4.14,2.0,0.778,0.88,0.92,0.98,9.0
PEPETUNADE,get,2016-12-10 20:00:07,2016-12,100.0,1.38,2.0,0.846,1.77,1.81,1.87,9.0
TIMEPEPE,get,2016-12-10 16:52:14,2016-12,100.0,4.14,1.0,0.787,0.9,0.94,0.99,9.0
PEPEOROCHI,give,2016-12-10 06:19:21,2016-12,100.0,1.7939999999999998,1.0,0.777,0.87,0.89,0.94,9.0
PEPEOROCHI,give,2016-12-09 22:58:08,2016-12,100.0,2.76,1.0,0.774,0.87,0.89,0.94,9.0
PEPEJOSE,give,2016-12-08 19:00:21,2016-12,100.0,0.1379999999999999,4.0,0.611,0.7,0.81,0.96,6.0
PEPEPEANUTS,give,2016-12-08 19:00:21,2016-12,100.0,0.0276,9.0,0.519,0.6,0.75,0.95,5.0
PEPEHORROR,give,2016-12-08 19:00:21,2016-12,100.0,0.0552,9.0,0.675,0.79,0.92,0.98,7.0
BEETLEPEPE,give,2016-12-08 11:16:02,2016-12,100.0,0.759,14.0,0.692,0.73,0.87,0.93,4.0
PEPETUNADE,get,2016-12-08 08:52:23,2016-12,100.0,1.38,1.0,0.849,1.79,1.83,1.88,9.0
TIMEPEPE,get,2016-12-08 07:02:06,2016-12,100.0,5.52,1.0,0.786,0.91,0.95,1.0,9.0
TIMEPEPE,get,2016-12-07 22:22:16,2016-12,100.0,5.52,4.0,0.77,0.93,0.97,1.0,9.0
HYPNOPEPE,give,2016-12-07 20:34:06,2016-12,100.0,1.518,1.0,0.723,0.83,0.87,0.94,4.0
TIMEPEPE,get,2016-12-07 20:15:48,2016-12,100.0,4.14,3.0,0.777,0.95,0.98,1.0,9.0
CIRCLEOFPEPE,give,2016-12-07 17:32:58,2016-12,100.0,1.38,5.0,0.774,0.89,0.92,0.97,3.0
TIMEPEPE,get,2016-12-07 12:38:00,2016-12,100.0,4.14,2.0,0.773,0.97,0.99,1.0,9.0
TIMEPEPE,get,2016-12-07 07:48:54,2016-12,100.0,4.14,1.0,0.756,0.98,1.0,1.0,9.0
TIMEPEPE,get,2016-12-07 06:29:48,2016-12,100.0,4.14,2.0,0.715,0.99,1.0,1.0,9.0
TIMEPEPE,get,2016-12-07 02:50:45,2016-12,100.0,4.14,1.0,0.647,1.0,1.0,1.0,9.0
TIMEPEPE,get,2016-12-06 23:43:37,2016-12,100.0,4.14,1.0,0.49,1.0,1.0,1.0,9.0
TROUTPEPE,get,2016-12-06 22:23:17,2016-12,100.0,13.8,3.0,0.658,0.67,0.76,0.88,1.0
CHERPEPEFOIL,get,2016-12-06 22:10:09,2016-12,50.0,27.6,1.0,0.64,0.82,0.9,1.0,1.0
BOYSCLUBPEPE,get,2016-12-06 18:03:12,2016-12,100.0,5.52,2.0,0.48,1.0,1.0,1.0,10.0
PEPEJOSE,give,2016-12-06 11:40:58,2016-12,100.0,0.1379999999999999,1.0,0.631,0.7,0.85,0.96,6.0
DRATHPEPE,get,2016-12-06 09:48:05,2016-12,100.0,5.52,1.0,0.757,0.92,0.97,1.0,3.0
JALAPEPE,get,2016-12-06 09:48:05,2016-12,100.0,1.932,8.0,0.708,0.88,0.93,0.98,3.0
SALTANDPEPE,get,2016-12-06 09:48:05,2016-12,100.0,4.14,10.0,0.788,0.91,0.93,0.98,3.0
PEPEKONGBIGM,get,2016-12-06 09:48:05,2016-12,100.0,5.52,2.0,0.651,0.94,0.98,1.0,3.0
PEPERMIND,get,2016-12-06 08:26:51,2016-12,100.0,9.66,5.0,0.787,0.91,0.93,0.98,3.0
HANPEPE,get,2016-12-06 08:02:13,2016-12,100.0,4.416,10.0,0.673,0.79,0.94,0.99,4.0
PEPEJAPAN,get,2016-12-06 08:02:13,2016-12,100.0,6.209999999999999,3.0,0.48,0.42,0.52,0.63,6.0
PEPEJAPAN,get,2016-12-06 08:02:13,2016-12,100.0,4.14,1.0,0.478,0.41,0.51,0.63,6.0
BAPEPE,give,2016-12-05 16:06:10,2016-12,15.0,6.209999999999999,1.0,0.296,0.6,0.7333333333333333,1.0,3.0
PEPETUNADE,get,2016-12-05 07:25:26,2016-12,100.0,1.38,1.0,0.848,1.78,1.82,1.88,9.0
PEPEOROCHI,get,2016-12-05 07:25:26,2016-12,100.0,5.52,1.0,0.769,0.85,0.89,0.94,9.0
PEPEBURGUNDY,get,2016-12-04 23:47:16,2016-12,100.0,2.76,2.0,0.749,0.94,0.98,1.0,4.0
MURICAPEPE,get,2016-12-04 09:53:55,2016-12,100.0,2.76,1.0,0.783,0.97,0.99,1.0,9.0
KEKET,give,2016-12-04 02:48:29,2016-12,100.0,1.0998599999999998,11.0,0.743,0.88,0.92,0.97,8.0
PEPEOROCHI,get,2016-12-04 02:22:06,2016-12,100.0,1.38,1.0,0.769,0.85,0.89,0.94,9.0
MURICAPEPE,get,2016-12-04 00:07:06,2016-12,100.0,2.76,1.0,0.76,0.98,1.0,1.0,9.0
PEPA,get,2016-12-03 23:45:37,2016-12,100.0,1.932,1.0,0.676,0.7,0.8,0.91,7.0
HELOPEPE,give,2016-12-03 15:53:46,2016-12,100.0,1.38,1.0,0.67,0.8,0.93,0.98,5.0
PEPEPOOR,get,2016-12-03 09:20:01,2016-12,100.0,1.104,1.0,0.671,0.76,0.84,0.94,9.0
PEPEJAPAN,get,2016-12-03 09:20:01,2016-12,100.0,4.14,1.0,0.493,0.45,0.55,0.64,6.0
PEPENUMA,get,2016-12-03 09:20:01,2016-12,100.0,2.346,1.0,0.77,0.86,0.89,0.94,8.0
MURICAPEPE,get,2016-12-03 09:00:50,2016-12,100.0,2.76,1.0,0.72,0.99,1.0,1.0,9.0
MURICAPEPE,get,2016-12-03 07:00:20,2016-12,100.0,2.76,1.0,0.647,1.0,1.0,1.0,9.0
MURICAPEPE,get,2016-12-03 04:10:20,2016-12,100.0,2.76,1.0,0.49,1.0,1.0,1.0,9.0
PEPEOROCHI,give,2016-12-02 11:08:12,2016-12,100.0,1.38,2.0,0.723,0.97,0.99,1.0,9.0
DATPEPE,get,2016-12-02 09:14:02,2016-12,100.0,2.76,1.0,0.7,0.76,0.84,0.93,6.0
PICASSOPEPE,get,2016-12-02 02:28:38,2016-12,100.0,1.7388,3.0,0.787,0.93,0.96,1.0,8.0
PEPEJAPAN,get,2016-12-01 13:30:54,2016-12,100.0,4.14,1.0,0.501,0.46,0.56,0.65,6.0
PEPETUNADE,get,2016-12-01 13:30:54,2016-12,100.0,1.38,1.0,0.851,1.79,1.83,1.89,9.0
PEPEJAPAN,get,2016-12-01 13:21:10,2016-12,100.0,4.14,2.0,0.51,0.47,0.57,0.66,6.0
PEPETUNADE,give,2016-12-01 01:58:52,2016-12,100.0,1.38,1.0,0.853,1.8,1.84,1.9,9.0
PEPETUNADE,get,2016-12-01 01:28:16,2016-12,100.0,1.38,1.0,0.856,1.81,1.85,1.9,9.0
PEPEPOOR,get,2016-12-01 00:39:37,2016-12,100.0,0.966,2.0,0.669,0.77,0.85,0.95,9.0
PEPETUNADE,get,2016-12-01 00:39:37,2016-12,100.0,1.38,1.0,0.858,1.82,1.86,1.91,9.0
MONALISAPEPE,get,2016-11-30 19:47:53,2016-11,100.0,2.76,3.0,0.747,0.82,0.87,0.93,4.0
PEPEPOOR,get,2016-11-30 08:45:47,2016-11,100.0,0.966,25.0,0.677,0.79,0.87,0.96,9.0
SONICPEPE,get,2016-11-30 06:58:29,2016-11,99.0,27.6,1.0,0.796,0.898989898989899,0.9191919191919192,0.9696969696969696,2.0
CHEECHPEPE,get,2016-11-30 05:19:26,2016-11,100.0,4.14,1.0,0.747,0.86,0.91,0.96,5.0
PEPEPOOR,get,2016-11-30 05:19:26,2016-11,100.0,0.966,10.0,0.728,0.84,0.9,0.98,9.0
CHONGPEPE,get,2016-11-30 05:19:26,2016-11,100.0,2.76,1.0,0.769,0.89,0.92,0.97,5.0
PEPEPOOR,get,2016-11-30 03:51:02,2016-11,100.0,0.966,3.0,0.766,0.89,0.95,1.0,9.0
PEPEPOOR,get,2016-11-30 03:51:02,2016-11,100.0,0.966,2.0,0.76,0.87,0.93,0.99,9.0
PEPENUMA,get,2016-11-30 02:52:40,2016-11,100.0,2.346,2.0,0.775,0.87,0.9,0.95,8.0
PEPEPOOR,get,2016-11-30 01:15:51,2016-11,100.0,0.966,1.0,0.778,0.92,0.96,1.0,9.0
PEPEBEEFTAXI,get,2016-11-29 23:55:28,2016-11,100.0,13.8,1.0,0.766,0.84,0.86,0.91,1.0
PEPEPOOR,get,2016-11-29 22:08:27,2016-11,100.0,0.966,1.0,0.751,0.94,0.98,1.0,9.0
PEPEPOOR,get,2016-11-29 20:24:24,2016-11,100.0,0.966,3.0,0.73,0.95,0.99,1.0,9.0
PEPEPOOR,get,2016-11-29 17:24:54,2016-11,100.0,0.966,3.0,0.757,0.97,0.99,1.0,9.0
PEPETUNADE,get,2016-11-29 16:20:56,2016-11,100.0,1.38,2.0,0.86,1.83,1.87,1.92,9.0
PEPETUNADE,get,2016-11-29 16:17:48,2016-11,100.0,1.38,1.0,0.864,1.85,1.88,1.93,9.0
PEPEPOOR,give,2016-11-29 14:52:56,2016-11,100.0,1.38,1.0,0.744,0.98,1.0,1.0,9.0
PEPECENT,get,2016-11-29 04:17:38,2016-11,100.0,5.1612,1.0,0.783,0.9,0.93,0.98,7.0
PEPEJOSE,get,2016-11-29 02:09:49,2016-11,100.0,0.2483999999999999,40.0,0.631,0.7,0.85,0.96,6.0
PEPETUNADE,give,2016-11-29 01:49:46,2016-11,100.0,1.38,1.0,0.865,1.86,1.89,1.94,9.0
PEPEJAPAN,get,2016-11-28 19:30:18,2016-11,100.0,9.66,1.0,0.522,0.49,0.59,0.67,6.0
PEPELEPEW,get,2016-11-28 19:30:18,2016-11,50.0,13.8,1.0,0.451,0.52,0.72,0.92,2.0
PICASSOPEPE,get,2016-11-28 17:04:38,2016-11,100.0,1.7388,2.0,0.797,0.95,0.97,1.0,8.0
PICASSOPEPE,get,2016-11-28 17:04:38,2016-11,100.0,1.7388,2.0,0.792,0.95,0.97,1.0,8.0
JOELOONEYBIN,give,2016-11-28 13:01:10,2016-11,100.0,0.6486,27.0,0.613,0.97,0.99,1.0,8.0
JOELOONEYBIN,give,2016-11-28 09:30:07,2016-11,100.0,0.6486,20.0,0.7,0.97,0.99,1.0,8.0
MARVINPEPE,get,2016-11-28 05:56:36,2016-11,42.0,16.56,1.0,0.686,0.8333333333333334,0.8809523809523809,1.0,3.0
KEKET,give,2016-11-27 20:18:34,2016-11,100.0,1.725,17.0,0.76,0.88,0.92,0.97,8.0
DATPEPE,get,2016-11-27 06:39:39,2016-11,100.0,0.2759999999999999,2.0,0.7,0.77,0.85,0.94,6.0
DANPEPERIAN,give,2016-11-26 21:06:56,2016-11,100.0,3.036,1.0,0.647,1.0,1.0,1.0,5.0
PEPEJAPAN,give,2016-11-26 21:01:30,2016-11,100.0,2.76,1.0,0.531,0.5,0.6,0.68,6.0
NEONPEPE,give,2016-11-26 14:51:36,2016-11,100.0,5.52,1.0,0.779,0.86,0.88,0.93,3.0
PEPERARE,get,2016-11-26 09:18:21,2016-11,30.0,49.67999999999999,1.0,0.667,0.9,0.9666666666666668,1.0,7.0
GOSPELPEPE,get,2016-11-26 04:22:24,2016-11,100.0,1.932,1.0,0.69,0.91,0.95,1.0,8.0
DAPPERPEPE,get,2016-11-25 22:34:56,2016-11,100.0,0.2759999999999999,11.0,0.543,0.45,0.61,0.78,6.0
RELATEPEPE,get,2016-11-25 22:34:56,2016-11,100.0,1.0830913164,5.0,0.698,0.88,0.95,1.0,8.0
DAPPERPEPE,get,2016-11-25 22:34:56,2016-11,100.0,0.5519999999999999,4.0,0.562,0.51,0.62,0.78,6.0
PEPEVOORHEES,get,2016-11-25 21:26:21,2016-11,100.0,2.76,1.0,0.698,0.93,0.97,1.0,7.0
BEETLEPEPE,get,2016-11-23 20:38:52,2016-11,100.0,2.76,2.0,0.732,0.82,0.89,0.95,4.0
PEPA,get,2016-11-23 20:38:52,2016-11,100.0,1.932,2.0,0.668,0.71,0.81,0.93,7.0
JOELOONEYBIN,get,2016-11-23 20:38:52,2016-11,100.0,1.2972,2.0,0.648,0.97,1.0,1.0,8.0
PEPECENT,get,2016-11-23 20:38:52,2016-11,100.0,5.1612,1.0,0.788,0.91,0.93,0.98,7.0
PEPEKEN,get,2016-11-23 20:28:27,2016-11,100.0,1.932,1.0,0.717,0.8,0.89,0.96,5.0
PEPEPEANUTS,give,2016-11-23 08:39:47,2016-11,100.0,0.0276,5.0,0.46,0.51,0.71,0.95,5.0
GODEMPEPE,get,2016-11-23 06:29:43,2016-11,100.0,5.52,1.0,0.737,0.79,0.84,0.92,5.0
EMPERORPEPE,get,2016-11-23 03:05:03,2016-11,100.0,1.656,2.0,0.645,0.9,0.97,1.0,4.0
HANPEPE,get,2016-11-23 03:05:03,2016-11,100.0,2.484,1.0,0.722,0.89,0.95,1.0,4.0
PEPEGOAT,get,2016-11-23 02:58:17,2016-11,99.0,4.14,1.0,0.665,0.7474747474747475,0.8787878787878788,0.9494949494949496,3.0
MARVINPEPE,get,2016-11-23 02:47:37,2016-11,42.0,16.56,1.0,0.698,0.8571428571428571,0.9047619047619048,1.0,3.0
DRATHPEPE,get,2016-11-23 02:47:37,2016-11,100.0,5.52,1.0,0.737,0.93,0.98,1.0,3.0
PEPEKONGBIGM,get,2016-11-23 02:47:37,2016-11,100.0,2.484,2.0,0.62,0.96,0.99,1.0,3.0
SHININGPEPE,get,2016-11-23 00:42:11,2016-11,100.0,1.38,1.0,0.718,0.93,0.95,1.0,7.0
RELATEPEPE,give,2016-11-22 22:44:50,2016-11,100.0,1.0830913164,2.0,0.687,0.88,0.95,1.0,8.0
DAPPERPEPE,give,2016-11-21 19:01:39,2016-11,100.0,0.2759999999999999,1.0,0.578,0.51,0.66,0.8,6.0
JOELOONEYBIN,get,2016-11-21 19:01:39,2016-11,100.0,1.2972,1.0,0.595,0.99,1.0,1.0,8.0
PEPEASSANGE,get,2016-11-19 18:10:58,2016-11,100.0,0.7727999999999998,10.0,0.631,0.65,0.78,0.93,6.0
JOELOONEYBIN,get,2016-11-19 13:06:01,2016-11,100.0,1.2972,4.0,0.48,1.0,1.0,1.0,8.0
JOELOONEYBIN,get,2016-11-19 12:46:01,2016-11,100.0,1.2972,20.0,0.3,1.0,1.0,1.0,8.0
PEPEVIAGRA,give,2016-11-19 02:50:46,2016-11,64.0,1.38,1.0,0.346,0.28125,0.40625,0.5625,1.0
PEPEVIAGRA,give,2016-11-19 02:34:15,2016-11,64.0,1.38,2.0,0.34,0.28125,0.390625,0.546875,1.0
PEPA,give,2016-11-18 23:32:33,2016-11,100.0,1.38,5.0,0.675,0.78,0.88,0.97,7.0
PEPEJAPAN,give,2016-11-18 18:48:03,2016-11,100.0,2.07,11.0,0.531,0.5,0.6,0.68,6.0
PEPESSANGE,give,2016-11-18 17:26:54,2016-11,100.0,0.414,4.0,0.537,0.6,0.82,0.97,6.0
RELATEPEPE,get,2016-11-18 04:46:07,2016-11,100.0,1.0830913164,5.0,0.682,0.88,0.95,1.0,8.0
PEPA,give,2016-11-18 00:55:36,2016-11,100.0,1.38,5.0,0.693,0.83,0.92,0.98,7.0
PEPEHORROR,give,2016-11-18 00:55:36,2016-11,100.0,0.2759999999999999,2.0,0.72,0.9,0.94,0.99,7.0
PEPA,give,2016-11-18 00:55:36,2016-11,100.0,1.518,1.0,0.705,0.88,0.94,0.99,7.0
PEPETHEFIRST,give,2016-11-18 00:55:36,2016-11,100.0,1.3800000276,2.0,0.645,0.74,0.9,0.98,7.0
KEKET,give,2016-11-17 15:05:47,2016-11,100.0,2.76,1.0,0.795,0.91,0.93,0.98,8.0
PEPENUMA,get,2016-11-17 09:46:41,2016-11,100.0,2.208,1.0,0.789,0.92,0.94,0.99,8.0
PEPENUMA,get,2016-11-17 08:46:16,2016-11,100.0,2.208,1.0,0.788,0.93,0.95,1.0,8.0
PICASSOPEPE,get,2016-11-17 02:56:47,2016-11,100.0,1.7664,1.0,0.794,0.96,0.98,1.0,8.0
EMPERORPEPE,get,2016-11-17 02:56:47,2016-11,100.0,1.656,1.0,0.626,0.92,0.98,1.0,4.0
PEPEVOORHEES,get,2016-11-17 02:56:47,2016-11,100.0,1.38,1.0,0.674,0.94,0.98,1.0,7.0
PRINCESSPEPE,get,2016-11-17 02:56:47,2016-11,100.0,1.38,1.0,0.732,0.89,0.95,1.0,4.0
PEPENUMA,get,2016-11-17 02:56:47,2016-11,100.0,2.208,1.0,0.77,0.94,0.97,1.0,8.0
HANPEPE,get,2016-11-17 02:56:47,2016-11,100.0,2.484,1.0,0.711,0.9,0.96,1.0,4.0
PEPEFETT,get,2016-11-17 02:56:47,2016-11,100.0,1.38,1.0,0.694,0.83,0.95,1.0,4.0
RELATEPEPE,get,2016-11-16 19:20:25,2016-11,100.0,0.8670795721263157,19.0,0.671,0.88,0.95,1.0,8.0
RELATEPEPE,get,2016-11-16 19:20:25,2016-11,100.0,1.0477743839999998,30.0,0.68,0.88,0.95,1.0,8.0
PEPENUMA,get,2016-11-16 17:43:09,2016-11,100.0,2.208,1.0,0.757,0.95,0.98,1.0,8.0
PICASSOPEPE,get,2016-11-16 14:51:46,2016-11,100.0,1.7664,1.0,0.78,0.97,0.99,1.0,8.0
PEPENUMA,get,2016-11-16 12:39:05,2016-11,100.0,2.208,2.0,0.716,0.98,1.0,1.0,8.0
PEPENUMA,get,2016-11-16 12:39:05,2016-11,100.0,2.208,1.0,0.675,0.99,1.0,1.0,8.0
PEPENUMA,get,2016-11-16 12:39:05,2016-11,100.0,2.208,1.0,0.747,0.97,0.99,1.0,8.0
PEPENUMA,get,2016-11-16 12:39:05,2016-11,100.0,2.208,1.0,0.737,0.96,0.99,1.0,8.0
PEPENUMA,get,2016-11-16 12:36:58,2016-11,100.0,2.208,1.0,0.587,1.0,1.0,1.0,8.0
BONDPEPE,get,2016-11-16 10:26:08,2016-11,100.0,1.38,1.0,0.771,0.88,0.92,0.99,8.0
TROUTPEPE,get,2016-11-15 23:17:59,2016-11,100.0,17.939999999999998,1.0,0.661,0.67,0.76,0.88,1.0
PEPEBEEFTAXI,give,2016-11-15 23:14:26,2016-11,100.0,13.8,1.0,0.773,0.85,0.87,0.92,1.0
WANTEDPEPE,give,2016-11-15 19:16:40,2016-11,100.0,1.38,2.0,0.78,0.96,0.98,1.0,6.0
TROUTPEPE,give,2016-11-15 18:02:30,2016-11,100.0,16.56,1.0,0.66,0.67,0.76,0.88,1.0
TROUTPEPE,get,2016-11-15 02:51:13,2016-11,100.0,16.56,1.0,0.656,0.66,0.75,0.87,1.0
TROUTPEPE,get,2016-11-15 02:00:26,2016-11,100.0,16.56,1.0,0.657,0.66,0.75,0.87,1.0
PEPEHORROR,get,2016-11-15 01:36:10,2016-11,100.0,0.828,1.0,0.716,0.92,0.95,1.0,7.0
BONDPEPE,get,2016-11-15 01:36:10,2016-11,100.0,1.38,2.0,0.768,0.89,0.93,1.0,8.0
TROUTPEPE,get,2016-11-15 01:34:54,2016-11,100.0,16.56,1.0,0.657,0.66,0.75,0.87,1.0
PEPELLUM,give,2016-11-15 00:56:52,2016-11,98.0,5.52,1.0,0.741,0.8061224489795918,0.8469387755102041,0.9285714285714286,1.0
PICASSOPEPE,get,2016-11-14 23:57:38,2016-11,100.0,1.7664,1.0,0.756,0.98,1.0,1.0,8.0
KEKET,get,2016-11-14 23:57:38,2016-11,100.0,4.691999999999999,1.0,0.796,0.92,0.94,0.99,8.0
PEPEHORROR,get,2016-11-14 11:30:29,2016-11,100.0,0.828,1.0,0.702,0.93,0.96,1.0,7.0
PEPESQRPANTS,get,2016-11-14 09:28:20,2016-11,100.0,1.38,3.0,0.664,0.86,0.94,1.0,6.0
GOSPELPEPE,get,2016-11-14 07:55:22,2016-11,100.0,3.588,1.0,0.69,0.94,0.97,1.0,8.0
KEKET,get,2016-11-14 07:55:22,2016-11,100.0,4.691999999999999,1.0,0.793,0.94,0.96,1.0,8.0
ROLLINGPEPE,get,2016-11-14 07:55:22,2016-11,100.0,1.38,1.0,0.78,0.96,0.98,1.0,6.0
MONTYPEPE,get,2016-11-14 07:55:22,2016-11,100.0,2.76,2.0,0.807,0.92,0.94,0.99,8.0
PICASSOPEPE,get,2016-11-14 07:55:22,2016-11,100.0,1.7664,2.0,0.715,0.99,1.0,1.0,8.0
REYPEPE,get,2016-11-14 07:47:40,2016-11,100.0,1.656,2.0,0.716,0.98,1.0,1.0,6.0
PEPEJOSE,get,2016-11-14 07:47:40,2016-11,100.0,0.3311999999999999,3.0,0.648,0.77,0.85,0.97,6.0
PEPEPEANUTS,get,2016-11-14 07:13:27,2016-11,100.0,0.3588,3.0,0.431,0.57,0.79,0.99,5.0
PRINCESSPEPE,get,2016-11-14 07:13:27,2016-11,100.0,1.38,2.0,0.698,0.9,0.97,1.0,4.0
PEPEFETT,get,2016-11-14 07:13:27,2016-11,100.0,1.38,2.0,0.647,0.84,0.96,1.0,4.0
MISSTURNPEPE,get,2016-11-14 07:13:27,2016-11,100.0,1.38,2.0,0.753,0.96,0.99,1.0,4.0
JALAPEPE,get,2016-11-14 05:21:15,2016-11,100.0,1.932,2.0,0.708,0.92,0.95,1.0,3.0
MORPHEUSPEPE,get,2016-11-14 05:21:15,2016-11,43.0,13.8,1.0,0.545,0.7209302325581395,0.8372093023255814,0.9534883720930232,2.0
SALTANDPEPE,get,2016-11-14 05:21:15,2016-11,100.0,1.656,3.0,0.806,0.93,0.95,1.0,3.0
PRIVATEPEPE,get,2016-11-14 05:21:15,2016-11,100.0,1.104,3.0,0.76,0.96,0.99,1.0,3.0
INCREDIEPEPE,get,2016-11-14 05:21:15,2016-11,100.0,1.38,2.0,0.736,0.97,1.0,1.0,3.0
PICASSOPEPE,get,2016-11-14 04:08:34,2016-11,100.0,1.7664,1.0,0.647,1.0,1.0,1.0,8.0
