,Name,x,points
0,,0.0,0.0
1,,0.2,0.07342657342657342
2,,0.4,0.14685314685314685
3,,0.6,0.2202797202797203
4,,0.8,0.3041958041958042
5,,1.0,1.0
6,,0.0,0.0
7,,0.2,0.03621730382293763
8,,0.4,0.07243460764587525
9,,0.6,0.10865191146881288
10,,0.8,0.1529175050301811
11,,1.0,1.0
12,,0.0,0.0
13,,0.2,0.07216494845360824
14,,0.4,0.14432989690721648
15,,0.6,0.21649484536082475
16,,0.8,0.28865979381443296
17,,1.0,1.0
18,,0.0,0.0
19,,0.2,0.035140562248995984
20,,0.4,0.07028112449799197
21,,0.6,0.10542168674698796
22,,0.8,0.14457831325301204
23,,1.0,1.0
24,,0.0,0.0
25,,0.2,0.2
26,,0.4,0.4
27,,0.6,0.6
28,,0.8,0.8
29,,1.0,1.0
30,,0.0,0.0
31,,0.2,0.08421052631578947
32,,0.4,0.16842105263157894
33,,0.6,0.25263157894736843
34,,0.8,0.3684210526315789
35,,1.0,1.0
36,,0.0,0.0
37,,0.2,0.19047619047619047
38,,0.4,0.38095238095238093
39,,0.6,0.5714285714285714
40,,0.8,0.7619047619047619
41,,1.0,1.0
42,,0.0,0.0
43,,0.2,0.06201550387596899
44,,0.4,0.12403100775193798
45,,0.6,0.18604651162790697
46,,0.8,0.24806201550387597
47,,1.0,1.0
48,,0.0,0.0
49,,0.2,0.14678899082568808
50,,0.4,0.29357798165137616
51,,0.6,0.44036697247706424
52,,0.8,0.5871559633027523
53,,1.0,1.0
54,,0.0,0.0
55,,0.2,0.02414486921529175
56,,0.4,0.0482897384305835
57,,0.6,0.07243460764587525
58,,0.8,0.11468812877263582
59,,1.0,1.0
60,,0.0,0.0
61,,0.2,0.04157043879907621
62,,0.4,0.08314087759815242
63,,0.6,0.12471131639722864
64,,0.8,0.19861431870669746
65,,1.0,1.0
66,,0.0,0.0
67,,0.2,0.07738095238095238
68,,0.4,0.15476190476190477
69,,0.6,0.23214285714285715
70,,0.8,0.30952380952380953
71,,1.0,1.0
72,,0.0,0.0
73,,0.2,0.0635593220338983
74,,0.4,0.1271186440677966
75,,0.6,0.1906779661016949
76,,0.8,0.2542372881355932
77,,1.0,1.0
78,,0.0,0.0
79,,0.2,0.030201342281879196
80,,0.4,0.06040268456375839
81,,0.6,0.09060402684563758
82,,0.8,0.12080536912751678
83,,1.0,1.0
84,,0.0,0.0
85,,0.2,0.10204081632653061
86,,0.4,0.20408163265306123
87,,0.6,0.30612244897959184
88,,0.8,0.40816326530612246
89,,1.0,1.0
90,,0.0,0.0
91,,0.2,0.09691629955947137
92,,0.4,0.19383259911894274
93,,0.6,0.2907488986784141
94,,0.8,0.4581497797356828
95,,1.0,1.0
96,,0.0,0.0
97,,0.2,0.10091743119266056
98,,0.4,0.2018348623853211
99,,0.6,0.30275229357798167
100,,0.8,0.44036697247706424
101,,1.0,1.0
102,,0.0,0.0
103,,0.2,0.06040268456375839
104,,0.4,0.12080536912751678
105,,0.6,0.18120805369127516
106,,0.8,0.2483221476510067
107,,1.0,1.0
108,,0.0,0.0
109,,0.2,0.07468879668049792
110,,0.4,0.14937759336099585
111,,0.6,0.22406639004149378
112,,0.8,0.3153526970954357
113,,1.0,1.0
114,,0.0,0.0
115,,0.2,0.12371134020618557
116,,0.4,0.24742268041237114
117,,0.6,0.3711340206185567
118,,0.8,0.4948453608247423
119,,1.0,1.0
120,,0.0,0.0
121,,0.2,0.16666666666666666
122,,0.4,0.3333333333333333
123,,0.6,0.5
124,,0.8,0.6666666666666666
125,,1.0,1.0
126,,0.0,0.0
127,,0.2,0.061224489795918366
128,,0.4,0.12244897959183673
129,,0.6,0.1836734693877551
130,,0.8,0.24489795918367346
131,,1.0,1.0
132,,0.0,0.0
133,,0.2,0.030120481927710843
134,,0.4,0.060240963855421686
135,,0.6,0.09036144578313253
136,,0.8,0.12048192771084337
137,,1.0,1.0
138,,0.0,0.0
139,,0.2,0.08411214953271028
140,,0.4,0.16822429906542055
141,,0.6,0.2523364485981308
142,,0.8,0.3644859813084112
143,,1.0,1.0
144,,0.0,0.0
145,,0.2,0.09
146,,0.4,0.18
147,,0.6,0.27
148,,0.8,0.37
149,,1.0,1.0
150,,0.0,0.0
151,,0.2,0.08
152,,0.4,0.16
153,,0.6,0.24
154,,0.8,0.32
155,,1.0,1.0
156,,0.0,0.0
157,,0.2,0.1111111111111111
158,,0.4,0.2222222222222222
159,,0.6,0.3333333333333333
160,,0.8,0.46296296296296297
161,,1.0,1.0
162,,0.0,0.0
163,,0.2,0.16494845360824742
164,,0.4,0.32989690721649484
165,,0.6,0.4948453608247423
166,,0.8,0.6597938144329897
167,,1.0,1.0
168,,0.0,0.0
169,,0.2,0.11836734693877551
170,,0.4,0.23673469387755103
171,,0.6,0.3551020408163265
172,,0.8,0.47346938775510206
173,,1.0,1.0
174,,0.0,0.0
175,,0.2,0.0345821325648415
176,,0.4,0.069164265129683
177,,0.6,0.1037463976945245
178,,0.8,0.17435158501440923
179,,1.0,1.0
180,,0.0,0.0
181,,0.2,0.10416666666666667
182,,0.4,0.20833333333333334
183,,0.6,0.3125
184,,0.8,0.4479166666666667
185,,1.0,1.0
186,,0.0,0.0
187,,0.2,0.018612521150592216
188,,0.4,0.03722504230118443
189,,0.6,0.05583756345177665
190,,0.8,0.077834179357022
191,,1.0,1.0
192,,0.0,0.0
193,,0.2,0.028700906344410877
194,,0.4,0.05740181268882175
195,,0.6,0.08610271903323263
196,,0.8,0.11933534743202417
197,,1.0,1.0
198,,0.0,0.0
199,,0.2,0.021021021021021023
200,,0.4,0.042042042042042045
201,,0.6,0.06306306306306306
202,,0.8,0.1041041041041041
203,,1.0,1.0
204,,0.0,0.0
205,,0.2,0.012
206,,0.4,0.024
207,,0.6,0.036
208,,0.8,0.05
209,,1.0,1.0
210,,0.0,0.0
