Date_Index,Price_Level
2016-09,23778.517447733902
2016-10,84184.75574466471
2016-11,93679.625288123
2016-12,119532.72237370534
2017-01,196934.52264384422
2017-02,306988.7226457499
2017-03,383658.4449681709
2017-04,417764.5214636776
2017-05,447634.54621491686
2017-06,429431.4650784116
2017-07,569697.5755560623
2017-08,539318.0328513003
2017-09,516507.60942599364
2017-10,520432.51502599363
2017-11,508063.1627059936
2017-12,513188.86035660695
2018-01,514447.65595660696
2018-02,515488.69062327367
2018-03,531392.5271471137
2018-04,554907.5037871137
2018-05,552403.4344632736
2018-06,552146.1224632737
2018-07,551796.4229432737
2018-08,552617.6362766069
2018-09,552617.6362766069
2018-10,552468.036276607
2018-11,552774.4896099403
2018-12,553227.3696099403
2019-01,553227.3696099403
2019-02,553209.6896099403
2019-03,551281.7536099403
2019-04,559957.4928099404
2019-05,566346.9541432736
2019-06,567029.6741514336
2019-07,571381.6741514336
2019-08,729351.4768099403
2019-09,737837.8768099403
2019-10,743114.6768099404
2019-11,783873.8045399403
2019-12,783873.8045399403
2020-01,789313.8045399403
2020-02,794389.8413399403
2020-03,794729.8413399403
2020-04,839663.5543399403
2020-05,840207.5543399403
2020-06,840207.5543399403
2020-07,845919.5543399403
2020-08,849999.5543413004
2020-09,3840988.7543413
2020-10,3842566.3543413
2020-11,3857638.5652543
2020-12,3857638.5652543
2021-01,3859705.4218916204
2021-02,3871345.8018916203
2021-03,3472598.4336529206
2021-04,4995373.013914306
2021-05,7485446.6219092915
2021-06,7667318.346382367
2021-07,12861556.294759175
2021-08,35963926.02387555
2021-09,44955193.5257646
2021-10,48099114.7813591
2021-11,49639152.74477584
2021-12,49448323.23807696
2022-01,55373459.99250995
2022-02,54585800.10855049
2022-03,54402125.62169816
2022-04,54695029.66634594
2022-05,55280050.4766617
2022-06,54153107.66257837
